"Matching.Attribute","Matching.Attribute.1","name","nms.score.avg","nms.score.EE","nms.score.RE","selected","shared name"
"TRDN","TRDN","TRDN","0.001223933566383635","0.00244786713276727","0.0","false","TRDN"
"SMIM29","SMIM29","SMIM29","0.0","0.0","0.0","false","SMIM29"
"SECISBP2","SECISBP2","SECISBP2","0.001513259247914375","0.00302651849582875","0.0","false","SECISBP2"
"BLOC1S2","BLOC1S2","BLOC1S2","0.00243599546838682","0.00487199093677364","0.0","false","BLOC1S2"
"ANXA4","ANXA4","ANXA4","0.0","0.0","0.0","false","ANXA4"
"RPF2","RPF2","RPF2","0.00601481901033085","0.0120296380206617","0.0","false","RPF2"
"RASSF9","RASSF9","RASSF9","1.84547244094488E-4","3.69094488188976E-4","0.0","false","RASSF9"
"ARMCX6","ARMCX6","ARMCX6","0.0061070926323781","0.0122141852647562","0.0","false","ARMCX6"
"ABCF1","ABCF1","ABCF1","0.0","0.0","0.0","false","ABCF1"
"CHUK","CHUK","CHUK","3.690944881889765E-4","7.38188976377953E-4","0.0","false","CHUK"
"ZNF503-AS1","ZNF503-AS1","ZNF503-AS1","0.0","0.0","0.0","false","ZNF503-AS1"
"LINC02608","LINC02608","LINC02608","1.5378937007874E-4","3.0757874015748E-4","0.0","false","LINC02608"
"HSBP1","HSBP1","HSBP1","0.0061070926323781","0.0122141852647562","0.0","false","HSBP1"
"LINC00327","LINC00327","LINC00327","3.383366141732285E-4","6.76673228346457E-4","0.0","false","LINC00327"
"TMEM250","TMEM250","TMEM250","3.998523622047245E-4","7.99704724409449E-4","0.0","false","TMEM250"
"DBNDD2","DBNDD2","DBNDD2","6.1515748031496E-4","0.00123031496062992","0.0","false","DBNDD2"
"PLBD1-AS1","PLBD1-AS1","PLBD1-AS1","2.46062992125984E-4","4.92125984251968E-4","0.0","false","PLBD1-AS1"
"ENSG00000259868.3","ENSG00000259868.3","ENSG00000259868.3","0.0","0.0","0.0","false","ENSG00000259868.3"
"ENSG00000263620.1","ENSG00000263620.1","ENSG00000263620.1","3.075787401574805E-4","6.15157480314961E-4","0.0","false","ENSG00000263620.1"
"BUD13P1","BUD13P1","BUD13P1","2.46062992125984E-4","4.92125984251968E-4","0.0","false","BUD13P1"
"AGBL1","AGBL1","AGBL1","4.613681102362205E-4","9.22736220472441E-4","0.0","false","AGBL1"
"PRAG1","PRAG1","PRAG1","0.00299512747080445","0.0059902549416089","0.0","false","PRAG1"
"NPTN-IT1","NPTN-IT1","NPTN-IT1","0.0090119880810428","0.0180239761620856","0.0","false","NPTN-IT1"
"ENSG00000286986.1","ENSG00000286986.1","ENSG00000286986.1","1.23031496062992E-4","2.46062992125984E-4","0.0","false","ENSG00000286986.1"
"ENSG00000287592.1","ENSG00000287592.1","ENSG00000287592.1","2.768208661417325E-4","5.53641732283465E-4","0.0","false","ENSG00000287592.1"
"Sarcosine","Sarcosine","Sarcosine","0.0367734641684131","0.0277795925332511","0.0457673358035751","false","Sarcosine"
"Acetylphosphate","Acetylphosphate","Acetylphosphate","0.25162370595983236","0.460124993325224","0.0431224185944407","false","Acetylphosphate"
"HDAC9","HDAC9","HDAC9","2.46062992125984E-4","4.92125984251968E-4","0.0","false","HDAC9"
"TPD52L2","TPD52L2","TPD52L2","0.0","0.0","0.0","false","TPD52L2"
"HDAC5","HDAC5","HDAC5","0.0","0.0","0.0","false","HDAC5"
"CCNT1","CCNT1","CCNT1","3.690944881889765E-4","7.38188976377953E-4","0.0","false","CCNT1"
"TEX10","TEX10","TEX10","0.0129447016027904","0.0258894032055808","0.0","false","TEX10"
"WARS1","WARS1","WARS1","0.002742683084432185","0.00548536616886437","0.0","false","WARS1"
"PSD3","PSD3","PSD3","0.00426143260248073","0.00852286520496146","0.0","false","PSD3"
"TSPAN7","TSPAN7","TSPAN7","0.001820837988071855","0.00364167597614371","0.0","false","TSPAN7"
"NOLC1","NOLC1","NOLC1","0.0","0.0","0.0","false","NOLC1"
"KIAA2026","KIAA2026","KIAA2026","0.002189932476260835","0.00437986495252167","0.0","false","KIAA2026"
"ZNF17","ZNF17","ZNF17","0.004188490752124835","0.00837698150424967","0.0","false","ZNF17"
"INPP5F","INPP5F","INPP5F","3.383366141732285E-4","6.76673228346457E-4","0.0","false","INPP5F"
"ENSG00000229821.1","ENSG00000229821.1","ENSG00000229821.1","3.690944881889765E-4","7.38188976377953E-4","0.0","false","ENSG00000229821.1"
"ENSG00000232807.2","ENSG00000232807.2","ENSG00000232807.2","0.0","0.0","0.0","false","ENSG00000232807.2"
"KCTD7","KCTD7","KCTD7","3.075787401574805E-5","6.15157480314961E-5","0.0","false","KCTD7"
"ENSG00000249456.1","ENSG00000249456.1","ENSG00000249456.1","0.0","0.0","0.0","false","ENSG00000249456.1"
"ENSG00000261663.1","ENSG00000261663.1","ENSG00000261663.1","1.23031496062992E-4","2.46062992125984E-4","0.0","false","ENSG00000261663.1"
"Putrescine","Putrescine","Putrescine","0.178930946427688","0.357861892855376","0.0","false","Putrescine"
"Theophylline","Theophylline","Theophylline","0.020926277991650165","0.00104576771653543","0.0408067882667649","false","Theophylline"
"Acetylcholine","Acetylcholine","Acetylcholine","0.2213888782413788","0.44147123111439","0.00130652536836757","false","Acetylcholine"
"Monoethylglycinexylidide","Monoethylglycinexylidide","Monoethylglycinexylidide","0.7843427844342163","0.0745801726157228","1.49410539625271","false","Monoethylglycinexylidide"
"Valine","Valine","Valine","0.20333794969036054","0.319683970450036","0.0869919289306851","false","Valine"
"Threonine","Threonine","Threonine","0.014553240908761","0.0","0.029106481817522","false","Threonine"
"UTP","UTP","UTP","0.046737040581198","0.0696344190886322","0.0238396620737638","false","UTP"
"Uridine","Uridine","Uridine","0.0202546839288528","0.0","0.0405093678577056","false","Uridine"
"CAPN1","CAPN1","CAPN1","5.84399606299215E-4","0.00116879921259843","0.0","false","CAPN1"
"NR1H3","NR1H3","NR1H3","0.0","0.0","0.0","false","NR1H3"
"Triethanolamine","Triethanolamine","Triethanolamine","0.01843536907425675","0.0368707381485135","0.0","false","Triethanolamine"
"MCM6","MCM6","MCM6","0.0","0.0","0.0","false","MCM6"
"KCNK2","KCNK2","KCNK2","6.1515748031496E-5","1.23031496062992E-4","0.0","false","KCNK2"
"REST","REST","REST","3.690944881889765E-4","7.38188976377953E-4","0.0","false","REST"
"TTC23","TTC23","TTC23","0.00358016022811222","0.00716032045622444","0.0","false","TTC23"
"BMF","BMF","BMF","1.23031496062992E-4","2.46062992125984E-4","0.0","false","BMF"
"SARS2","SARS2","SARS2","3.383366141732285E-4","6.76673228346457E-4","0.0","false","SARS2"
"NKG7","NKG7","NKG7","6.1515748031496E-4","0.00123031496062992","0.0","false","NKG7"
"RGS9","RGS9","RGS9","6.76673228346455E-4","0.00135334645669291","0.0","false","RGS9"
"HOXB6","HOXB6","HOXB6","0.00250938288079877","0.00501876576159754","0.0","false","HOXB6"
"DCUN1D4","DCUN1D4","DCUN1D4","0.0","0.0","0.0","false","DCUN1D4"
"ATG2A","ATG2A","ATG2A","0.00525333226724805","0.0105066645344961","0.0","false","ATG2A"
"FRMD4B","FRMD4B","FRMD4B","0.0","0.0","0.0","false","FRMD4B"
"SOS1","SOS1","SOS1","2.768208661417325E-4","5.53641732283465E-4","0.0","false","SOS1"
"PIGZ","PIGZ","PIGZ","2.15305118110236E-4","4.30610236220472E-4","0.0","false","PIGZ"
"PYROXD2","PYROXD2","PYROXD2","0.00152513091229483","0.00305026182458966","0.0","false","PYROXD2"
"KDM4B","KDM4B","KDM4B",,,"0.0","false","KDM4B"
"ZNF331","ZNF331","ZNF331","0.005868489747563","0.011736979495126","0.0","false","ZNF331"
"FBXO44","FBXO44","FBXO44","0.0","0.0","0.0","false","FBXO44"
"RSAD2","RSAD2","RSAD2","9.2273622047244E-5","1.84547244094488E-4","0.0","false","RSAD2"
"RAB30","RAB30","RAB30","0.00446531161826657","0.00893062323653314","0.0","false","RAB30"
"MSTN","MSTN","MSTN","0.0","0.0","0.0","false","MSTN"
"VPS33A","VPS33A","VPS33A","2.768208661417325E-4","5.53641732283465E-4","0.0","false","VPS33A"
"GASK1A","GASK1A","GASK1A","5.84399606299215E-4","0.00116879921259843","0.0","false","GASK1A"
"CYP17A1","CYP17A1","CYP17A1","4.306102362204725E-4","8.61220472440945E-4","0.0","false","CYP17A1"
"SPEF2","SPEF2","SPEF2","1.5378937007874E-4","3.0757874015748E-4","0.0","false","SPEF2"
"TSC22D3","TSC22D3","TSC22D3","0.00145174349988288","0.00290348699976576","0.0","false","TSC22D3"
"DEDD2","DEDD2","DEDD2","0.00103938632228915","0.0020787726445783","0.0","false","DEDD2"
"CPT1C","CPT1C","CPT1C","0.0052035005946445","0.010407001189289","0.0","false","CPT1C"
"SLC30A1","SLC30A1","SLC30A1","0.0","0.0","0.0","false","SLC30A1"
"ZNF449","ZNF449","ZNF449","0.001279067920168845","0.00255813584033769","0.0","false","ZNF449"
"ZSCAN2","ZSCAN2","ZSCAN2","2.15305118110236E-4","4.30610236220472E-4","0.0","false","ZSCAN2"
"LPCAT4","LPCAT4","LPCAT4","0.0","0.0","0.0","false","LPCAT4"
"ODF3B","ODF3B","ODF3B","1.23031496062992E-4","2.46062992125984E-4","0.0","false","ODF3B"
"TPPP2","TPPP2","TPPP2","0.00194935975426902","0.00389871950853804","0.0","false","TPPP2"
"DIP2C-AS1","DIP2C-AS1","DIP2C-AS1","0.0","0.0","0.0","false","DIP2C-AS1"
"HOXC9","HOXC9","HOXC9","0.00339561298401773","0.00679122596803546","0.0","false","HOXC9"
"CYB5D1","CYB5D1","CYB5D1","0.0","0.0","0.0","false","CYB5D1"
"LIN9","LIN9","LIN9","0.00358016022811222","0.00716032045622444","0.0","false","LIN9"
"HTR7P1","HTR7P1","HTR7P1","2.15305118110236E-4","4.30610236220472E-4","0.0","false","HTR7P1"
"RNU4-2","RNU4-2","RNU4-2","2.15305118110236E-4","4.30610236220472E-4","0.0","false","RNU4-2"
"PBX2","PBX2","PBX2","0.0057297627389879","0.0114595254779758","0.0","false","PBX2"
"SPDYE18","SPDYE18","SPDYE18","0.00638391349851985","0.0127678269970397","0.0","false","SPDYE18"
"H1-10-AS1","H1-10-AS1","H1-10-AS1","0.0","0.0","0.0","false","H1-10-AS1"
"ZNF625-ZNF20","ZNF625-ZNF20","ZNF625-ZNF20","4.306102362204725E-4","8.61220472440945E-4","0.0","false","ZNF625-ZNF20"
"NCKIPSD","NCKIPSD","NCKIPSD","9.2273622047244E-5","1.84547244094488E-4","0.0","false","NCKIPSD"
"HPN-AS1","HPN-AS1","HPN-AS1","1.5378937007874E-4","3.0757874015748E-4","0.0","false","HPN-AS1"
"NPIPA9","NPIPA9","NPIPA9","9.2273622047244E-5","1.84547244094488E-4","0.0","false","NPIPA9"
"DICER1-AS1","DICER1-AS1","DICER1-AS1","0.002841971251734265","0.00568394250346853","0.0","false","DICER1-AS1"
"PKN2-AS1","PKN2-AS1","PKN2-AS1",,,"0.0","false","PKN2-AS1"
"ZNF702P","ZNF702P","ZNF702P","0.00638391349851985","0.0127678269970397","0.0","false","ZNF702P"
"UPK3B","UPK3B","UPK3B","4.613681102362205E-4","9.22736220472441E-4","0.0","false","UPK3B"
"ENSG00000247679.3","ENSG00000247679.3","ENSG00000247679.3","0.00145174349988288","0.00290348699976576","0.0","false","ENSG00000247679.3"
"ADH1C","ADH1C","ADH1C","1.23031496062992E-4","2.46062992125984E-4","0.0","false","ADH1C"
"MIR100HG","MIR100HG","MIR100HG","0.0","0.0","0.0","false","MIR100HG"
"ENSG00000256694.1","ENSG00000256694.1","ENSG00000256694.1","0.00431834920449017","0.00863669840898034","0.0","false","ENSG00000256694.1"
"FNTB","FNTB","FNTB","1.23031496062992E-4","2.46062992125984E-4","0.0","false","FNTB"
"FSBP","FSBP","FSBP","6.76673228346455E-4","0.00135334645669291","0.0","false","FSBP"
"ENSG00000273711.2","ENSG00000273711.2","ENSG00000273711.2",,,"0.0","false","ENSG00000273711.2"
"PIK3R6","PIK3R6","PIK3R6","3.075787401574805E-4","6.15157480314961E-4","0.0","false","PIK3R6"
"ENSG00000279488.1","ENSG00000279488.1","ENSG00000279488.1","0.0","0.0","0.0","false","ENSG00000279488.1"
"ENSG00000284820.1","ENSG00000284820.1","ENSG00000284820.1","4.921259842519685E-4","9.84251968503937E-4","0.0","false","ENSG00000284820.1"
"Citrulline","Citrulline","Citrulline","0.09309931650131881","0.1532451598227","0.0329534731799376","false","Citrulline"
"TSPAN6","TSPAN6","TSPAN6","0.0","0.0","0.0","false","TSPAN6"
"Carnitine","Carnitine","Carnitine","0.3531556862370525","0.583447313024207","0.122864059449898","false","Carnitine"
"Serine","Serine","Serine","0.0887351556285257","0.130507982738506","0.0469623285185454","false","Serine"
"EPA","EPA","EPA","0.05218960946691475","0.0046136811023622","0.0997655378314673","false","EPA"
"Bilirubin","Bilirubin","Bilirubin","0.017542193185864374","0.00227608267716535","0.0328083036945634","false","Bilirubin"
"GTP","GTP","GTP","0.00315743630688829","0.0","0.00631487261377658","false","GTP"
"Arginine","Arginine","Arginine","0.0164767365899688","0.0","0.0329534731799376","false","Arginine"
"BAIAP2L1","BAIAP2L1","BAIAP2L1","3.690944881889765E-4","7.38188976377953E-4","0.0","false","BAIAP2L1"
"ADGRA2","ADGRA2","ADGRA2",,,"0.0","false","ADGRA2"
"ADCK1","ADCK1","ADCK1","0.0","0.0","0.0","false","ADCK1"
"PDIA5","PDIA5","PDIA5","0.0","0.0","0.0","false","PDIA5"
"NDST1","NDST1","NDST1","0.0026820584605128","0.0053641169210256","0.0","false","NDST1"
"HACD3","HACD3","HACD3",,,"0.0","false","HACD3"
"ARFRP1","ARFRP1","ARFRP1","0.00601481901033085","0.0120296380206617","0.0","false","ARFRP1"
"TAFAZZIN","TAFAZZIN","TAFAZZIN","9.2273622047244E-5","1.84547244094488E-4","0.0","false","TAFAZZIN"
"TRIM35","TRIM35","TRIM35","0.00358016022811222","0.00716032045622444","0.0","false","TRIM35"
"CCDC61","CCDC61","CCDC61","1.5378937007874E-4","3.0757874015748E-4","0.0","false","CCDC61"
"CDH23","CDH23","CDH23","9.2273622047244E-5","1.84547244094488E-4","0.0","false","CDH23"
"RAD50","RAD50","RAD50","4.306102362204725E-4","8.61220472440945E-4","0.0","false","RAD50"
"PCDH12","PCDH12","PCDH12","0.004936251819872215","0.00987250363974443","0.0","false","PCDH12"
"STXBP3","STXBP3","STXBP3","0.0","0.0","0.0","false","STXBP3"
"DHDDS","DHDDS","DHDDS","0.0","0.0","0.0","false","DHDDS"
"PEX16","PEX16","PEX16","3.690944881889765E-4","7.38188976377953E-4","0.0","false","PEX16"
"MRM2","MRM2","MRM2","3.383366141732285E-4","6.76673228346457E-4","0.0","false","MRM2"
"ACO1","ACO1","ACO1","6.1515748031496E-5","1.23031496062992E-4","0.0","false","ACO1"
"STIL","STIL","STIL","0.001531512306541115","0.00306302461308223","0.0","false","STIL"
"EXOSC9","EXOSC9","EXOSC9","0.00638391349851985","0.0127678269970397","0.0","false","EXOSC9"
"THEM6","THEM6","THEM6","0.00866203777559265","0.0173240755511853","0.0","false","THEM6"
"ARHGEF11","ARHGEF11","ARHGEF11","0.00296500274779726","0.00593000549559452","0.0","false","ARHGEF11"
"ADCK2","ADCK2","ADCK2","3.383366141732285E-4","6.76673228346457E-4","0.0","false","ADCK2"
"CDC73","CDC73","CDC73","0.0","0.0","0.0","false","CDC73"
"RELCH","RELCH","RELCH",,,"0.0","false","RELCH"
"TOR1A","TOR1A","TOR1A","0.00165454380260411","0.00330908760520822","0.0","false","TOR1A"
"NT5C3B","NT5C3B","NT5C3B","3.690944881889765E-4","7.38188976377953E-4","0.0","false","NT5C3B"
"BOC","BOC","BOC","3.998523622047245E-4","7.99704724409449E-4","0.0","false","BOC"
"CCDC82","CCDC82","CCDC82","4.921259842519685E-4","9.84251968503937E-4","0.0","false","CCDC82"
"CWC27","CWC27","CWC27","3.075787401574805E-5","6.15157480314961E-5","0.0","false","CWC27"
"TBCEL","TBCEL","TBCEL","0.0017775752986671","0.0035551505973342","0.0","false","TBCEL"
"DIPK1A","DIPK1A","DIPK1A","0.00729707762762285","0.0145941552552457","0.0","false","DIPK1A"
"TBC1D31","TBC1D31","TBC1D31","0.0","0.0","0.0","false","TBC1D31"
"RPUSD3","RPUSD3","RPUSD3","0.0","0.0","0.0","false","RPUSD3"
"FCSK","FCSK","FCSK","0.00601481901033085","0.0120296380206617","0.0","false","FCSK"
"PDE9A","PDE9A","PDE9A","0.0","0.0","0.0","false","PDE9A"
"MYSM1","MYSM1","MYSM1","0.0072335202796839","0.0144670405593678","0.0","false","MYSM1"
"WDCP","WDCP","WDCP","0.002657424007639775","0.00531484801527955","0.0","false","WDCP"
"DNAJB14","DNAJB14","DNAJB14",,,"0.0","false","DNAJB14"
"TEX264","TEX264","TEX264","0.0","0.0","0.0","false","TEX264"
"C5orf63","C5orf63","C5orf63","0.0","0.0","0.0","false","C5orf63"
"SFXN1","SFXN1","SFXN1","9.2273622047244E-5","1.84547244094488E-4","0.0","false","SFXN1"
"BTNL9","BTNL9","BTNL9","1.5378937007874E-4","3.0757874015748E-4","0.0","false","BTNL9"
"R3HCC1L","R3HCC1L","R3HCC1L","4.306102362204725E-4","8.61220472440945E-4","0.0","false","R3HCC1L"
"NCKAP5L","NCKAP5L","NCKAP5L","0.00491710763713336","0.00983421527426672","0.0","false","NCKAP5L"
"ZNF48","ZNF48","ZNF48","9.2273622047244E-5","1.84547244094488E-4","0.0","false","ZNF48"
"THAP7","THAP7","THAP7","0.002331217030950565","0.00466243406190113","0.0","false","THAP7"
"TMEM179B","TMEM179B","TMEM179B","0.0","0.0","0.0","false","TMEM179B"
"ZSCAN16","ZSCAN16","ZSCAN16","0.0","0.0","0.0","false","ZSCAN16"
"SYT15","SYT15","SYT15","0.0","0.0","0.0","false","SYT15"
"TMEM170B","TMEM170B","TMEM170B",,,"0.0","false","TMEM170B"
"SLX1A-SULT1A3","SLX1A-SULT1A3","SLX1A-SULT1A3","2.15305118110236E-4","4.30610236220472E-4","0.0","false","SLX1A-SULT1A3"
"LTB4R2","LTB4R2","LTB4R2","0.0","0.0","0.0","false","LTB4R2"
"AS3MT","AS3MT","AS3MT","0.0","0.0","0.0","false","AS3MT"
"AATBC","AATBC","AATBC","3.690944881889765E-4","7.38188976377953E-4","0.0","false","AATBC"
"CROCCP2","CROCCP2","CROCCP2","0.00237447972035532","0.00474895944071064","0.0","false","CROCCP2"
"ZBED8","ZBED8","ZBED8",,,"0.0","false","ZBED8"
"RANP4","RANP4","RANP4","9.2273622047244E-5","1.84547244094488E-4","0.0","false","RANP4"
"KANSL1L-AS1","KANSL1L-AS1","KANSL1L-AS1","3.690944881889765E-4","7.38188976377953E-4","0.0","false","KANSL1L-AS1"
"ENSG00000230454.1","ENSG00000230454.1","ENSG00000230454.1","0.0","0.0","0.0","false","ENSG00000230454.1"
"ENSG00000232926.1","ENSG00000232926.1","ENSG00000232926.1","0.00656022533741305","0.0131204506748261","0.0","false","ENSG00000232926.1"
"PAXBP1-AS1","PAXBP1-AS1","PAXBP1-AS1","3.690944881889765E-4","7.38188976377953E-4","0.0","false","PAXBP1-AS1"
"RPL23AP7","RPL23AP7","RPL23AP7","3.998523622047245E-4","7.99704724409449E-4","0.0","false","RPL23AP7"
"WHAMMP2","WHAMMP2","WHAMMP2","6.1515748031496E-5","1.23031496062992E-4","0.0","false","WHAMMP2"
"ENSG00000250282.1","ENSG00000250282.1","ENSG00000250282.1","0.0","0.0","0.0","false","ENSG00000250282.1"
"ENSG00000258728.2","ENSG00000258728.2","ENSG00000258728.2","4.921259842519685E-4","9.84251968503937E-4","0.0","false","ENSG00000258728.2"
"ENSG00000262319.1","ENSG00000262319.1","ENSG00000262319.1",,,"0.0","false","ENSG00000262319.1"
"ENSG00000262879.6","ENSG00000262879.6","ENSG00000262879.6","0.00358016022811222","0.00716032045622444","0.0","false","ENSG00000262879.6"
"IPO5P1","IPO5P1","IPO5P1","0.0052035005946445","0.010407001189289","0.0","false","IPO5P1"
"TAGAP-AS1","TAGAP-AS1","TAGAP-AS1","6.1515748031496E-4","0.00123031496062992","0.0","false","TAGAP-AS1"
"ENSG00000272077.1","ENSG00000272077.1","ENSG00000272077.1","4.921259842519685E-4","9.84251968503937E-4","0.0","false","ENSG00000272077.1"
"ENSG00000279267.1","ENSG00000279267.1","ENSG00000279267.1","3.075787401574805E-5","6.15157480314961E-5","0.0","false","ENSG00000279267.1"
"ENSG00000280800.1","ENSG00000280800.1","ENSG00000280800.1","2.15305118110236E-4","4.30610236220472E-4","0.0","false","ENSG00000280800.1"
"ENSG00000287356.1","ENSG00000287356.1","ENSG00000287356.1","0.0","0.0","0.0","false","ENSG00000287356.1"
"ENSG00000287574.1","ENSG00000287574.1","ENSG00000287574.1","0.0","0.0","0.0","false","ENSG00000287574.1"
"ENSG00000288748.1","ENSG00000288748.1","ENSG00000288748.1","0.0076387925278717","0.0152775850557434","0.0","false","ENSG00000288748.1"
"Cystine","Cystine","Cystine","0.2176004070843225","0.288994651516479","0.146206162652166","false","Cystine"
"Homoarginine","Homoarginine","Homoarginine","0.042074034039357035","0.00510580708661417","0.0790422609920999","false","Homoarginine"
"Pseudouridine","Pseudouridine","Pseudouridine","0.11010019623461535","0.0821839132236617","0.138016479245569","false","Pseudouridine"
"Lenticin","Lenticin","Lenticin","0.49981910908231775","0.93196697674032","0.0676712414243155","false","Lenticin"
"Oleamide","Oleamide","Oleamide","0.0263329493899397","0.0268823818897638","0.0257835168901156","false","Oleamide"
"Hypotaurine","Hypotaurine","Hypotaurine","0.01395220383212035","0.0","0.0279044076642407","false","Hypotaurine"
"ARHGAP31","ARHGAP31","ARHGAP31","0.004013515599399775","0.00802703119879955","0.0","false","ARHGAP31"
"ADGRF5","ADGRF5","ADGRF5","0.0060065836051296","0.0120131672102592","0.0","false","ADGRF5"
"PLXNA2","PLXNA2","PLXNA2","0.002078772644578295","0.00415754528915659","0.0","false","PLXNA2"
"ERC1","ERC1","ERC1","0.00890324364859305","0.0178064872971861","0.0","false","ERC1"
"CREM","CREM","CREM","0.0","0.0","0.0","false","CREM"
"BCL2L13","BCL2L13","BCL2L13","3.690944881889765E-4","7.38188976377953E-4","0.0","false","BCL2L13"
"SLC52A3","SLC52A3","SLC52A3","0.0","0.0","0.0","false","SLC52A3"
"VAPA","VAPA","VAPA",,,"0.0","false","VAPA"
"GSPT1","GSPT1","GSPT1","0.003641675976143715","0.00728335195228743","0.0","false","GSPT1"
"NOD1","NOD1","NOD1","0.002195422746395005","0.00439084549279001","0.0","false","NOD1"
"GTF2H1","GTF2H1","GTF2H1","2.768208661417325E-4","5.53641732283465E-4","0.0","false","GTF2H1"
"ST8SIA4","ST8SIA4","ST8SIA4","0.001390227751851385","0.00278045550370277","0.0","false","ST8SIA4"
"RBP1","RBP1","RBP1","4.921259842519685E-4","9.84251968503937E-4","0.0","false","RBP1"
"SET","SET","SET","0.00491710763713336","0.00983421527426672","0.0","false","SET"
"CNRIP1","CNRIP1","CNRIP1","9.2273622047244E-5","1.84547244094488E-4","0.0","false","CNRIP1"
"TEK","TEK","TEK","0.00206690098019784","0.00413380196039568","0.0","false","TEK"
"TTPAL","TTPAL","TTPAL","0.00701202135627985","0.0140240427125597","0.0","false","TTPAL"
"PSMB2","PSMB2","PSMB2","0.01509303781164895","0.0301860756232979","0.0","false","PSMB2"
"BEST3","BEST3","BEST3","0.0","0.0","0.0","false","BEST3"
"PTPRB","PTPRB","PTPRB","0.007076915390387","0.014153830780774","0.0","false","PTPRB"
"PTPN12","PTPN12","PTPN12","1.5378937007874E-4","3.0757874015748E-4","0.0","false","PTPN12"
"STEAP4","STEAP4","STEAP4","1.5378937007874E-4","3.0757874015748E-4","0.0","false","STEAP4"
"TMEM204","TMEM204","TMEM204","6.1515748031496E-5","1.23031496062992E-4","0.0","false","TMEM204"
"MAP1B","MAP1B","MAP1B","0.0","0.0","0.0","false","MAP1B"
"TUBB2B","TUBB2B","TUBB2B","0.002534392511576785","0.00506878502315357","0.0","false","TUBB2B"
"ARHGAP29","ARHGAP29","ARHGAP29","1.84547244094488E-4","3.69094488188976E-4","0.0","false","ARHGAP29"
"MTTP","MTTP","MTTP","0.00299850575688009","0.00599701151376018","0.0","false","MTTP"
"SH3BGRL3","SH3BGRL3","SH3BGRL3","0.00666073436466155","0.0133214687293231","0.0","false","SH3BGRL3"
"ITPKB","ITPKB","ITPKB","0.0072048040055756","0.0144096080111512","0.0","false","ITPKB"
"ZNF385B","ZNF385B","ZNF385B","0.002189932476260835","0.00437986495252167","0.0","false","ZNF385B"
"COMMD10","COMMD10","COMMD10","0.0061070926323781","0.0122141852647562","0.0","false","COMMD10"
"TNFRSF21","TNFRSF21","TNFRSF21","2.15305118110236E-4","4.30610236220472E-4","0.0","false","TNFRSF21"
"GAS2","GAS2","GAS2","3.075787401574805E-5","6.15157480314961E-5","0.0","false","GAS2"
"SUV39H2","SUV39H2","SUV39H2","0.00116241781835214","0.00232483563670428","0.0","false","SUV39H2"
"CYP2U1","CYP2U1","CYP2U1","3.075787401574805E-4","6.15157480314961E-4","0.0","false","CYP2U1"
"TIAM1","TIAM1","TIAM1","3.998523622047245E-4","7.99704724409449E-4","0.0","false","TIAM1"
"VAV2","VAV2","VAV2","3.075787401574805E-4","6.15157480314961E-4","0.0","false","VAV2"
"PEF1","PEF1","PEF1","1.5378937007874E-4","3.0757874015748E-4","0.0","false","PEF1"
"SERPINB8","SERPINB8","SERPINB8","1.5378937007874E-4","3.0757874015748E-4","0.0","false","SERPINB8"
"IGF2","IGF2","IGF2","0.0086359948738207","0.0172719897476414","0.0","false","IGF2"
"PTGER4","PTGER4","PTGER4","0.0","0.0","0.0","false","PTGER4"
"SLC25A22","SLC25A22","SLC25A22","3.075787401574805E-4","6.15157480314961E-4","0.0","false","SLC25A22"
"SEPHS2","SEPHS2","SEPHS2","0.003026518495828755","0.00605303699165751","0.0","false","SEPHS2"
"ATL3","ATL3","ATL3","2.15305118110236E-4","4.30610236220472E-4","0.0","false","ATL3"
"IL3RA","IL3RA","IL3RA","0.00175932224004036","0.00351864448008072","0.0","false","IL3RA"
"MYBL1","MYBL1","MYBL1","1.23031496062992E-4","2.46062992125984E-4","0.0","false","MYBL1"
"BCR","BCR","BCR","0.0024351043442747","0.0048702086885494","0.0","false","BCR"
"COL4A1","COL4A1","COL4A1","5.84399606299215E-4","0.00116879921259843","0.0","false","COL4A1"
"LCN10","LCN10","LCN10","0.0072614626344815","0.014522925268963","0.0","false","LCN10"
"DYNC1H1","DYNC1H1","DYNC1H1","0.003026518495828755","0.00605303699165751","0.0","false","DYNC1H1"
"ARHGEF15","ARHGEF15","ARHGEF15","0.00275544587292475","0.0055108917458495","0.0","false","ARHGEF15"
"HMGN1","HMGN1","HMGN1","3.383366141732285E-4","6.76673228346457E-4","0.0","false","HMGN1"
"MYCBP","MYCBP","MYCBP","2.15305118110236E-4","4.30610236220472E-4","0.0","false","MYCBP"
"ENSG00000228436.4","ENSG00000228436.4","ENSG00000228436.4","1.5378937007874E-4","3.0757874015748E-4","0.0","false","ENSG00000228436.4"
"ENSG00000232346.1","ENSG00000232346.1","ENSG00000232346.1","0.004188490752124835","0.00837698150424967","0.0","false","ENSG00000232346.1"
"MIR3936HG","MIR3936HG","MIR3936HG","1.5378937007874E-4","3.0757874015748E-4","0.0","false","MIR3936HG"
"ENSG00000247121.7","ENSG00000247121.7","ENSG00000247121.7",,,"0.0","false","ENSG00000247121.7"
"GATC","GATC","GATC","0.0","0.0","0.0","false","GATC"
"ENSG00000259560.2","ENSG00000259560.2","ENSG00000259560.2","1.84547244094488E-4","3.69094488188976E-4","0.0","false","ENSG00000259560.2"
