assay	feature_id	logFC	CI.L	CI.R	logLik	t	AveExpr	p_value	adj_p_value	contrast	full_model
metab-u-lrpneg	PE O-18:2/20:3	-0.629448224572652	-0.812902924347454	-0.44599352479785	-146.090542512346	-6.76296608457539	17.9882356980412	1.26376616917077e-10	6.96960045152231e-09	SexMale	~ Sex
metab-u-lrpneg	PC 18:0_18:1	-0.39103669359425	-0.505612116468746	-0.276461270719754	-24.2342346942266	-6.72716503067075	22.0951316742234	1.54880010033829e-10	6.96960045152231e-09	SexMale	~ Sex
metab-u-lrpneg	PC O-18:1/18:2	0.591259959378033	0.409944207884605	0.772575710871461	-85.4158680926376	6.42760194570649	19.3538524456781	8.27273040708606e-10	2.48181912212582e-08	SexMale	~ Sex
metab-u-lrpneg	SM 42:2;O2	-0.295377293697434	-0.401438147737847	-0.18931643965702	-37.2589807685797	-5.48943978866368	22.5556299700307	1.13357249681362e-07	2.55053811783065e-06	SexMale	~ Sex
metab-u-lrpneg	DHA	-0.497929813694734	-0.678718224780164	-0.317141402609304	-90.4760309078715	-5.42879673833955	18.6107094019173	1.52981934505204e-07	2.75143879429133e-06	SexMale	~ Sex
metab-u-lrpneg	PE 38:5	-0.540838737575944	-0.738552213575569	-0.343125261576319	-206.947442080256	-5.39184696847438	17.4129482546739	1.83429252952755e-07	2.75143879429133e-06	SexMale	~ Sex
metab-u-lrpneg	PC O-18:1/18:1	0.448247419368559	0.277440327721882	0.619054511015236	-155.84523625903	5.1727077083028	18.6200327670469	5.28608820114647e-07	6.79639911575975e-06	SexMale	~ Sex
metab-u-lrpneg	PC 18:1/18:1	-0.237419618554677	-0.33580909574852	-0.139030141360833	-194.962967013178	-4.75635201098481	23.0977955957578	3.61719970205556e-06	4.06934966481251e-05	SexMale	~ Sex
metab-u-lrpneg	PE O-34:3	-0.478865512255849	-0.696727756254398	-0.2610032682573	-184.456342597684	-4.33249057374494	16.3334409905755	2.26503942589991e-05	0.000226503942589991	SexMale	~ Sex
metab-u-lrpneg	PC O-34:2	0.440784776975325	0.236408562626563	0.645160991324087	-168.277202078149	4.25110934095699	19.6223135894118	3.17419934477115e-05	0.000285677941029404	SexMale	~ Sex
