assay	feature_id	logFC	CI.L	CI.R	logLik	t	AveExpr	p_value	adj_p_value	contrast	full_model
metab-t-acoa	Palmitoleoyl-CoA	-0.0366394694380738	-0.0539351486690587	-0.019343790207089	109.37185381733	-4.17793325931925	0.09974372171282	4.43476577997351e-05	0.00155216802299073	SexMale	~ Sex
metab-t-acoa	Tetradecenoyl-CoA	-0.00320385679646653	-0.0052254925864381	-0.00118222100649496	165.988826927746	-3.1255044573785	0.00945073720513881	0.00204596689490368	0.0294618974545199	SexMale	~ Sex
metab-t-acoa	Oleoyl-CoA	-0.0579461172677017	-0.0952937131018663	-0.0205985214335372	460.672650314271	-3.05993100843373	0.350036391443442	0.0025253054961017	0.0294618974545199	SexMale	~ Sex
metab-t-acoa	Eicosatrienoyl-CoA	-0.00275289511528131	-0.00513292772489046	-0.000372862505672167	598.304880284808	-2.28116501113656	0.0157505833977955	0.0236185697382707	0.206662485209868	SexMale	~ Sex
metab-t-acoa	Acetyl-CoA	-0.0341279485342864	-0.0669125810541919	-0.00134331601438096	517.667176523601	-2.05300405483317	0.270144439800081	0.0414065122134035	0.289845585493824	SexMale	~ Sex
metab-t-acoa	Succinyl-CoA	0.00188472377149184	-0.00012209035871039	0.00389153790169408	758.6411526349	1.85221118285888	0.0108349702800062	0.065505985221203	0.382118247123684	SexMale	~ Sex
metab-t-acoa	gamma-Linolenoyl-CoA	-0.00262009631096065	-0.00575358994383517	0.000513397321913866	780.070552504882	-1.64906731185678	0.0118312495908449	0.100742765183649	0.486534352247881	SexMale	~ Sex
metab-t-acoa	Nonadecanoyl-CoA	-0.00223917190414904	-0.00500828110689359	0.000529937298595503	519.839943534521	-1.59476720900219	0.0331586488474914	0.112382637943411	0.486534352247881	SexMale	~ Sex
metab-t-acoa	Eicosadienoyl-CoA	-0.00154577116381737	-0.00354427257242746	0.000452730244792721	727.215679541355	-1.52542439210221	0.0115674291561457	0.128772387603277	0.486534352247881	SexMale	~ Sex
metab-t-acoa	Linoleoyl-CoA	-0.00852802003279534	-0.0198496393444783	0.00279359927888759	503.522883388904	-1.48555798547229	0.0904175146585501	0.139009814927966	0.486534352247881	SexMale	~ Sex
metab-t-acoa	Myristoyl-CoA	-0.00617738611882453	-0.0151146247900512	0.00275985255240214	714.500508607979	-1.36317413086131	0.0516279741161203	0.174398431833923	0.554904101289755	SexMale	~ Sex
metab-t-acoa	Butyryl-CoA	-0.00349630095263596	-0.00895033652677752	0.0019577346215056	465.589353659481	-1.26427277598449	0.0211108301271025	0.207640153294366	0.578439383871615	SexMale	~ Sex
metab-t-acoa	Arachidonyl-CoA	-0.00218779524623947	-0.00577010619794352	0.00139451570546458	739.905035732413	-1.20446265102943	0.0275925455048638	0.229869650123119	0.578439383871615	SexMale	~ Sex
metab-t-acoa	Isopentenoyl-CoA	0.000878530476739216	-0.000564652763953359	0.00232171371743179	447.270310475351	1.20056395206103	0.00760535829320258	0.231375753548646	0.578439383871615	SexMale	~ Sex
metab-t-acoa	Tetradecadienoyl-CoA	-0.00162480111131252	-0.00449013987028969	0.00124053764766464	723.823382511586	-1.1183408196038	0.0188135521442416	0.26479630977175	0.617858056134084	SexMale	~ Sex
metab-t-acoa	Hexadecatrienoyl-CoA	0.000548915379837328	-0.000873797432912759	0.00197162819258741	644.183207732659	0.760918425459115	0.00726934443868219	0.44762429720271	0.876368185140952	SexMale	~ Sex
metab-t-acoa	Docosapentaenoyl-CoA	-0.00115915109810588	-0.00420550318133219	0.00188720098512042	713.043454274448	-0.750429502020869	0.040966270809953	0.453899963685085	0.876368185140952	SexMale	~ Sex
metab-t-acoa	Palmitoyl-CoA	-0.00691599061331365	-0.0286065802301706	0.0147745990035433	420.783300586274	-0.628829607389516	0.179821212315031	0.530196012170495	0.876368185140952	SexMale	~ Sex
metab-t-acoa	Heptadecenoyl-CoA	-0.000977155477318214	-0.00433929308606864	0.00238498213143222	768.671651381291	-0.573189373203824	0.0568132421148055	0.567176414606831	0.876368185140952	SexMale	~ Sex
metab-t-acoa	Hydroxydodecanoyl-CoA	0.000522250801475488	-0.00139231822839313	0.00243681983134411	782.927848642431	0.537969965145121	0.0110801112904158	0.591210821718963	0.876368185140952	SexMale	~ Sex
metab-t-acoa	Propionyl-CoA	0.001981565858587	-0.00531088003016841	0.0092740117473424	291.341181041666	0.535901829550028	0.0576836802391453	0.592636707229556	0.876368185140952	SexMale	~ Sex
metab-t-acoa	Eicosanoyl-CoA	0.000679329695538698	-0.00187753107420181	0.00323619046527921	246.95759798141	0.523990560698577	0.0302399638393169	0.600879741808855	0.876368185140952	SexMale	~ Sex
metab-t-acoa	Octanoyl-CoA	-0.00172925138093761	-0.00884118164598461	0.0053826788841094	612.709635283798	-0.479535303571748	0.0174526512963049	0.632094862154859	0.876368185140952	SexMale	~ Sex
metab-t-acoa	Undecenoyl-CoA	-0.000402955121299639	-0.00216847213016604	0.00136256188756677	626.567793364528	-0.450126641223796	0.010064637999535	0.653118786492273	0.876368185140952	SexMale	~ Sex
metab-t-acoa	Malonyl-CoA/Hydroxybutyryl-CoA	0.00039944515444355	-0.00148264440737788	0.00228153471626498	374.412721368651	0.418568763504752	0.00882820416593084	0.67599163370611	0.876368185140952	SexMale	~ Sex
metab-t-acoa	Nonadecatrienoyl-CoA	0.00314713239045147	-0.0118087953144063	0.0181030600953092	140.447469264083	0.415003347300158	0.120612243789512	0.678595366966199	0.876368185140952	SexMale	~ Sex
metab-t-acoa	Pentadecanoyl-CoA/Hydroxytetradecenoyl-CoA	0.000278629492891808	-0.0012493139610028	0.00180657294678642	444.125245933435	0.359641455290351	0.00871070297151646	0.719504179496449	0.876368185140952	SexMale	~ Sex
metab-t-acoa	Stearoyl-CoA	0.00138169806214328	-0.00655267548982761	0.00931607161411418	319.834133440419	0.34343966290986	0.0584889006039687	0.73163746317412	0.876368185140952	SexMale	~ Sex
metab-t-acoa	Coenzyme A	-0.00759013681011966	-0.0513542255692517	0.0361739519490123	650.913667860811	-0.342043748954802	1.7272964588298	0.732686064935355	0.876368185140952	SexMale	~ Sex
metab-t-acoa	Crotonoyl-CoA	-0.000546833841959885	-0.00416447308260611	0.00307080539868634	600.23446699713	-0.298112421435124	0.0230515587624713	0.765934536800234	0.876368185140952	SexMale	~ Sex
metab-t-acoa	3-Hydroxypropanoyl-CoA	-0.000231913398918147	-0.00183870645054318	0.00137487965270688	680.77756199468	-0.28465304895636	0.00933984950710569	0.776211821124843	0.876368185140952	SexMale	~ Sex
metab-t-acoa	Eicosenoyl-CoA	-0.000187219303016641	-0.00178747878709871	0.00141304018106543	715.322511877262	-0.230733236707196	0.00850426436644653	0.817763778287207	0.894429132501633	SexMale	~ Sex
metab-t-acoa	Hexanoyl-CoA	-0.00036897708074717	-0.00623060619926097	0.00549265203776663	759.452748149029	-0.124145504747204	0.0134941795863527	0.901327855532761	0.944222091110985	SexMale	~ Sex
