feature_id	gene_symbol	chromosome_name	logFC	CI.L	CI.R	logLik	t	AveExpr	p_value	adj_p_value	contrast	full_model	assay	entrez_gene	ensembl_gene	custom_annotation	relationship_to_gene	uniprot	refmet_name	kegg_id	flanking_sequence
O15523	DDX3Y	Y	2.25428506087044	1.80895097653916	2.69961914520171	NA	10.4718986332362	-2.09476782869713	3.20065991677379e-10	2.48307196343311e-06	SexMale	~ Sex	prot-pr	8653	ENSG00000067048	NA	NA	O15523	NA	NA	NA
P14384	CPM	12	0.641680032586677	0.497840807463451	0.785519257709903	-5.73897414093576	9.22876788438134	0.35078032647151	3.41677996679139e-09	1.01448595070536e-05	SexMale	~ Sex	prot-pr	1368	ENSG00000135678	NA	NA	P14384	NA	NA	NA
O95183	VAMP5	2	0.721436825763924	0.558491432823102	0.884382218704747	-1.1297565205941	9.1592255469675	0.0439492850203578	3.92299284882197e-09	1.01448595070536e-05	SexMale	~ Sex	prot-pr	10791	ENSG00000168899	NA	NA	O95183	NA	NA	NA
P47712	PLA2G4A	1	-0.768992657913512	-0.948526661049476	-0.589458654777548	-21.5955836338064	-8.86090358750956	0.159664463677505	7.14627962743892e-09	1.38602093374178e-05	SexMale	~ Sex	prot-pr	5321	ENSG00000116711	NA	NA	P47712	NA	NA	NA
P26992	CNTFR	9	0.518492584987927	0.377881790319447	0.659103379656406	-25.7398445145857	7.62827638158054	0.226655246236154	9.64419027234615e-08	0.000127808248339926	SexMale	~ Sex	prot-pr	1271	ENSG00000122756	NA	NA	P26992	NA	NA	NA
Q6T310	RASL11A	13	0.712301969010159	0.525056574176107	0.899547363844211	NA	7.91138416388773	-0.333685961051904	9.88462864191229e-08	0.000127808248339926	SexMale	~ Sex	prot-pr	387496	ENSG00000122035	NA	NA	Q6T310	NA	NA	NA
P41250	GARS1	7	-0.461298320420665	-0.588503775510361	-0.334092865330969	-16.8251474559665	-7.50202781068817	-0.164638254708219	1.27345590180996e-07	0.000133340231715873	SexMale	~ Sex	prot-pr	2617	ENSG00000106105	NA	NA	P41250	NA	NA	NA
P52209	PGD	1	-0.433020229473391	-0.552982334648313	-0.313058124298468	NA	-7.46735227579644	-0.0580087322114018	1.37499594447922e-07	0.000133340231715873	SexMale	~ Sex	prot-pr	5226	ENSG00000142657	NA	NA	P52209	NA	NA	NA
P19075	TSPAN8	12	1.33670495451499	0.961933250236464	1.71147665879351	NA	7.37855462075846	0.381451239138161	1.67469908103062e-07	0.00014435906078484	SexMale	~ Sex	prot-pr	7103	ENSG00000127324	NA	NA	P19075	NA	NA	NA
Q9HCM2	PLXNA4	7	0.417231438142783	0.299172088844448	0.535290787441118	-22.3799351457375	7.31104020305025	-0.418221037223522	1.94692669016586e-07	0.000151042572623067	SexMale	~ Sex	prot-pr	91584	ENSG00000221866	NA	NA	Q9HCM2	NA	NA	NA
Q9P289	STK26	X	0.941992579766204	0.672895275657576	1.21108988387483	NA	7.24170229959593	-0.0788223033475407	2.27405183493286e-07	0.000160382673958265	SexMale	~ Sex	prot-pr	51765	ENSG00000134602	NA	NA	Q9P289	NA	NA	NA
Q96B97-2	SH3KBP1	X	0.551553750360817	0.39286055565357	0.710246945068065	NA	7.19005266186438	0.603893147766978	2.55400799335709e-07	0.000163248248261838	SexMale	~ Sex	prot-pr	30011	ENSG00000147010	NA	NA	Q96B97-2	NA	NA	NA
Q02750	MAP2K1	15	-0.39186685686869	-0.505321789609545	-0.278411924127834	-7.02428390985034	-7.14525418963217	0.208489817014643	2.82539044956918e-07	0.000163248248261838	SexMale	~ Sex	prot-pr	5604	ENSG00000169032	NA	NA	Q02750	NA	NA	NA
Q9HBL0	TNS1	2	0.38603505811377	0.273857643692264	0.498212472535276	2.22999609358741	7.1190796840793	0.387705651688126	2.99747125642428e-07	0.000163248248261838	SexMale	~ Sex	prot-pr	7145	ENSG00000079308	NA	NA	Q9HBL0	NA	NA	NA
Q9Y5K8	ATP6V1D	14	-0.560653167988685	-0.724096950895909	-0.397209385081461	-10.3217078689188	-7.09624183399422	0.145577490287921	3.15638531055371e-07	0.000163248248261838	SexMale	~ Sex	prot-pr	51382	ENSG00000100554	NA	NA	Q9Y5K8	NA	NA	NA
P00338-3	LDHA	11	-0.562149211385523	-0.729159482951262	-0.395138939819784	NA	-6.96323345626889	-0.140057573348304	4.27006655301953e-07	0.000207044851989534	SexMale	~ Sex	prot-pr	3939	ENSG00000288299	NA	NA	P00338-3	NA	NA	NA
Q9Y2Q3	GSTK1	7	-0.393080915954588	-0.511915746992132	-0.274246084917044	NA	-6.84290859381518	0.345269526990099	5.62358803017542e-07	0.000256634093753535	SexMale	~ Sex	prot-pr	373156	ENSG00000197448	NA	NA	Q9Y2Q3	NA	NA	NA
Q96NY7	CLIC6	21	0.8115127188508	0.563141716466214	1.05988372123539	-18.9482717162205	6.75922608821864	-0.364109254921678	6.8178503909199e-07	0.000293849351848648	SexMale	~ Sex	prot-pr	54102	ENSG00000159212	NA	NA	Q96NY7	NA	NA	NA
Q9Y4D7	PLXND1	3	0.298730494277458	0.206009083323931	0.391451905230984	-10.9204701759563	6.66502922720631	0.349514490293081	8.47706997837389e-07	0.00034613215206434	SexMale	~ Sex	prot-pr	23129	ENSG00000004399	NA	NA	Q9Y4D7	NA	NA	NA
O75298	RTN2	19	0.578168797188583	0.395726982507384	0.760610611869782	-10.9427032921927	6.55590722258564	-0.571047986980123	1.0925184216829e-06	0.000423787895770796	SexMale	~ Sex	prot-pr	6253	ENSG00000125744	NA	NA	O75298	NA	NA	NA
Q08174-2	PCDH1	5	0.295207826814384	0.200420930867781	0.389994722760987	-2.7906568124375	6.44291050478944	-0.29107133105815	1.42294198604385e-06	0.000504940632757936	SexMale	~ Sex	prot-pr	5097	ENSG00000156453	NA	NA	Q08174-2	NA	NA	NA
P20742	PZP	12	-1.36790215117756	-1.80833831778236	-0.92746598457276	NA	-6.42502158390581	0.243364290480333	1.48393885607602e-06	0.000504940632757936	SexMale	~ Sex	prot-pr	5858	ENSG00000126838	NA	NA	P20742	NA	NA	NA
Q86T65	DAAM2	6	0.33792255507611	0.229055297455055	0.446789812697165	NA	6.42129215194076	-0.245497002979015	1.49698821261053e-06	0.000504940632757936	SexMale	~ Sex	prot-pr	23500	ENSG00000146122	NA	NA	Q86T65	NA	NA	NA
Q08623	PUDP	X	-0.375965334653275	-0.499496727741686	-0.252433941564865	-7.9207619069839	-6.29611999799278	1.31320328449131	2.01025558993366e-06	0.000607668098918646	SexMale	~ Sex	prot-pr	8226	ENSG00000130021	NA	NA	Q08623	NA	NA	NA
Q8N3T6	TMEM132C	12	0.458229490452305	0.307616464119579	0.608842516785032	-13.7895214796386	6.2939463001756	-0.352985714599921	2.02060613325515e-06	0.000607668098918646	SexMale	~ Sex	prot-pr	92293	ENSG00000181234	NA	NA	Q8N3T6	NA	NA	NA
P22314	UBA1	X	-0.22474129075389	-0.298649316998408	-0.150833264509372	-20.6120958648711	-6.29062503414732	-0.368756181820291	2.03652624025326e-06	0.000607668098918646	SexMale	~ Sex	prot-pr	7317	ENSG00000130985	NA	NA	P22314	NA	NA	NA
P57087	JAM2	21	0.508198580792996	0.351705534247064	0.664691627338928	-4.96583490864246	6.8229372934141	0.519237173262556	2.19359296500349e-06	0.000630292378611004	SexMale	~ Sex	prot-pr	58494	ENSG00000154721	NA	NA	P57087	NA	NA	NA
P23141	CES1	16	-0.999891160184415	-1.33463262185888	-0.665149698509946	-6.01469934006963	-6.17939209824189	0.105624427272012	2.6506715995525e-06	0.00072603498962846	SexMale	~ Sex	prot-pr	1066	ENSG00000262243	NA	NA	P23141	NA	NA	NA
O15488	GYG2	X	-0.966471298115644	-1.29054538426502	-0.642397211966266	-20.0973015959979	-6.1694605066793	-0.0486648700475337	2.71397456808782e-06	0.00072603498962846	SexMale	~ Sex	prot-pr	8908	ENSG00000056998	NA	NA	O15488	NA	NA	NA
P14618	PKM	15	-0.428569629756401	-0.57364925532727	-0.283490004185531	-7.30353263816795	-6.11107337493145	-0.400908454757843	3.11860579216259e-06	0.000806471457853245	SexMale	~ Sex	prot-pr	5315	ENSG00000067225	NA	NA	P14618	NA	NA	NA
Q8N8U9	BMPER	7	0.528650481939121	0.348911411597355	0.708389552280888	NA	6.08455293615337	-1.63116620258465	3.32222203995556e-06	0.000822237336487141	SexMale	~ Sex	prot-pr	168667	ENSG00000164619	NA	NA	Q8N8U9	NA	NA	NA
Q96KN1	LRATD2	8	0.303127948395989	0.199918881845696	0.406337014946282	-4.58529820119875	6.07590062965788	-0.28335227720141	3.39154353797222e-06	0.000822237336487141	SexMale	~ Sex	prot-pr	157638	ENSG00000168672	NA	NA	Q96KN1	NA	NA	NA
Q9UKY3	NA	NA	-0.991486597342635	-1.3314005225475	-0.651572672137773	-13.78839583728	-6.03421004875277	1.70542598578813	3.74681472164564e-06	0.000859639818850679	SexMale	~ Sex	prot-pr	NA	NA	NA	NA	Q9UKY3	NA	NA	NA
O43847	NRDC	1	-0.28642488448802	-0.384658023584098	-0.188191745391942	-11.1464287345488	-6.03191560746282	0.0837524133533035	3.76743411200349e-06	0.000859639818850679	SexMale	~ Sex	prot-pr	4898	ENSG00000078618	NA	NA	O43847	NA	NA	NA
Q16644	MAPKAPK3	3	-0.258192907260606	-0.347417781547785	-0.168968032973427	4.0254670154188	-5.98633332956248	-0.187214087286487	4.20191155137823e-06	0.000931383709016922	SexMale	~ Sex	prot-pr	7867	ENSG00000114738	NA	NA	Q16644	NA	NA	NA
Q96JX3	SERAC1	6	-0.299260553886211	-0.400870715799758	-0.197650391972664	-15.2834145071693	-6.12508057442527	0.102666479670132	4.46906340582781e-06	0.000940496154321358	SexMale	~ Sex	prot-pr	84947	ENSG00000122335	NA	NA	Q96JX3	NA	NA	NA
Q13332-2	PTPRS	19	0.434734640720986	0.283814971033226	0.585654310408746	7.13400227729158	5.95910357129068	-0.0251343036734364	4.48548049882576e-06	0.000940496154321358	SexMale	~ Sex	prot-pr	5802	ENSG00000105426	NA	NA	Q13332-2	NA	NA	NA
O14786	NRP1	10	0.42453523435554	0.276590473105363	0.572479995605715	NA	5.93631149525547	0.359626701108616	4.73777923366771e-06	0.000967255034073528	SexMale	~ Sex	prot-pr	8829	ENSG00000099250	NA	NA	O14786	NA	NA	NA
Q96EY4	TMA16	4	0.658496475790872	0.428239524286286	0.888753427295457	NA	5.91620531083165	0.2335835780388	4.97232525379876e-06	0.000984595058941009	SexMale	~ Sex	prot-pr	55319	ENSG00000198498	NA	NA	Q96EY4	NA	NA	NA
Q9UKX5	ITGA11	15	0.549148010904387	0.356846641582765	0.741449380226009	0.914999512343077	5.90757944321908	-0.185817262873278	5.07654064934782e-06	0.000984595058941009	SexMale	~ Sex	prot-pr	22801	ENSG00000137809	NA	NA	Q9UKX5	NA	NA	NA
Q5TFE4	NT5DC1	6	-0.28134646109079	-0.380580036398564	-0.182112885783015	NA	-5.86523409247705	-0.10912401382012	5.62132761531242e-06	0.00106366486925838	SexMale	~ Sex	prot-pr	221294	ENSG00000178425	NA	NA	Q5TFE4	NA	NA	NA
Q5TEU4	NDUFAF5	20	-0.365348936686388	-0.495484200172409	-0.235213673200367	NA	-5.80784990879734	-0.0652081592823924	6.45592363679717e-06	0.00112278825819252	SexMale	~ Sex	prot-pr	79133	ENSG00000101247	NA	NA	Q5TEU4	NA	NA	NA
P55196	AFDN	6	0.302161282806789	0.194480251792164	0.409842313821414	NA	5.80499891521361	0.0956596956968498	6.5005334376027e-06	0.00112278825819252	SexMale	~ Sex	prot-pr	4301	ENSG00000130396	NA	NA	P55196	NA	NA	NA
P08758	ANXA5	4	-0.660678558818377	-0.896183478933353	-0.425173638703402	-5.32153193217743	-5.80353703861841	-0.268450657114266	6.52352902962838e-06	0.00112278825819252	SexMale	~ Sex	prot-pr	308	ENSG00000164111	NA	NA	P08758	NA	NA	NA
Q13683-3	ITGA7	12	0.375726714461958	0.241705042809872	0.509748386114044	-0.971537540266347	5.79962050561611	0.129858982352477	6.58554538258744e-06	0.00112278825819252	SexMale	~ Sex	prot-pr	3679	ENSG00000135424	NA	NA	Q13683-3	NA	NA	NA
Q9H8L6	MMRN2	10	0.330993991518083	0.212836951254756	0.449151031781411	-4.89213905290667	5.79512808035086	-0.15459689196234	6.65741942212632e-06	0.00112278825819252	SexMale	~ Sex	prot-pr	79812	ENSG00000173269	NA	NA	Q9H8L6	NA	NA	NA
Q9NQ36-3	SCUBE2	11	0.626611115100252	0.402461202727609	0.850761027472895	-11.0156404607607	5.78311799374566	-1.51016104416341	6.85351013412275e-06	0.00113126663022392	SexMale	~ Sex	prot-pr	57758	ENSG00000175356	NA	NA	Q9NQ36-3	NA	NA	NA
Q9NS86	LANCL2	7	-0.256505981006542	-0.348492383462237	-0.164519578550847	NA	-5.76867928238612	-0.0016975275314292	7.09704701498971e-06	0.00114531267034551	SexMale	~ Sex	prot-pr	55915	ENSG00000132434	NA	NA	Q9NS86	NA	NA	NA
Q01082-2	SPTBN1	2	0.521582136572759	0.33427970496042	0.708884568185097	-8.18533948126638	5.76078710718715	-0.476150422796362	7.2338645072093e-06	0.00114531267034551	SexMale	~ Sex	prot-pr	6711	ENSG00000115306	NA	NA	Q01082-2	NA	NA	NA
P24386	CHM	X	-0.440870247954413	-0.601207215057248	-0.280533280851578	-8.06677114261571	-5.68826289056025	0.217125030537477	8.62376176430201e-06	0.00131078069666682	SexMale	~ Sex	prot-pr	1121	ENSG00000188419	NA	NA	P24386	NA	NA	NA
Q7KZF4	SND1	7	-0.321448436632933	-0.438493669705899	-0.204403203559967	-21.5632351857575	-5.68146217412075	0.0640681542031014	8.76728465337076e-06	0.00131078069666682	SexMale	~ Sex	prot-pr	27044	ENSG00000197157	NA	NA	Q7KZF4	NA	NA	NA
O75153	CLUH	17	-0.31258342517665	-0.426418202815793	-0.198748647537507	-15.9950087593009	-5.68059091148129	0.0658594192569434	8.7858463813708e-06	0.00131078069666682	SexMale	~ Sex	prot-pr	23277	ENSG00000132361	NA	NA	O75153	NA	NA	NA
P0DJI8	SAA1	11	-1.20099287928163	-1.64764273141316	-0.754343027150105	-10.1343859929761	-5.56257360110956	-2.86181860003848	1.17078816820511e-05	0.00171376879413873	SexMale	~ Sex	prot-pr	6288	ENSG00000173432	NA	NA	P0DJI8	NA	NA	NA
P42330	AKR1C3	10	-0.568036318993289	-0.779982016505364	-0.356090621481214	-27.7797487191551	-5.54439332587264	0.210952952537907	1.22387002465099e-05	0.00173455325244099	SexMale	~ Sex	prot-pr	8644	ENSG00000196139	NA	NA	P42330	NA	NA	NA
Q9H511	KLHL31	6	-0.546931897910289	-0.751186021356333	-0.342677774464244	-8.54449268483153	-5.53942839094792	0.495658981687924	1.23878644630978e-05	0.00173455325244099	SexMale	~ Sex	prot-pr	401265	ENSG00000124743	NA	NA	Q9H511	NA	NA	NA
P22732	SLC2A5	1	-1.02157557193789	-1.39613241483278	-0.647018729042995	-4.42869234398267	-5.67220917294177	-0.415449383358717	1.25206215695663e-05	0.00173455325244099	SexMale	~ Sex	prot-pr	6518	ENSG00000142583	NA	NA	P22732	NA	NA	NA
Q8WUW1	BRK1	3	0.230353735472884	0.144121530742216	0.316585940203553	-16.8711711539313	5.52622167262955	0.458283000476149	1.27936831209957e-05	0.00174128760794184	SexMale	~ Sex	prot-pr	55845	ENSG00000254999	NA	NA	Q8WUW1	NA	NA	NA
P53370	NUDT6	4	-0.873340031717676	-1.17573777160112	-0.57094229183423	-11.0732858549762	-6.12280853901405	-0.427135560468106	1.47542604813066e-05	0.00197350953127545	SexMale	~ Sex	prot-pr	11162	ENSG00000170917	NA	NA	P53370	NA	NA	NA
Q07065	CKAP4	12	0.304817178724305	0.189278657916966	0.420355699531643	NA	5.45776922874297	-0.176379914324052	1.51237098056635e-05	0.0019886396724125	SexMale	~ Sex	prot-pr	10970	ENSG00000136026	NA	NA	Q07065	NA	NA	NA
P06744	GPI	19	-0.42267988384515	-0.583558171363683	-0.261801596326616	NA	-5.43521436242714	-0.32658841012018	1.5982234088487e-05	0.00206650286764137	SexMale	~ Sex	prot-pr	2821	ENSG00000105220	NA	NA	P06744	NA	NA	NA
Q9BQI0	AIF1L	9	0.295984612429344	0.182900990755058	0.40906823410363	-5.44577126302879	5.41466954731398	-0.03024922086237	1.68071945696218e-05	0.0021375445159201	SexMale	~ Sex	prot-pr	83543	ENSG00000126878	NA	NA	Q9BQI0	NA	NA	NA
A0A075B6H7	IGKV3-7	2	-0.950020223694211	-1.26140790904255	-0.638632538345875	NA	-6.59180786971338	0.459518617748525	1.74601058905916e-05	0.00218166364346606	SexMale	~ Sex	prot-pr	NA	ENSG00000282310	NA	NA	A0A075B6H7	NA	NA	NA
P21399	ACO1	9	-0.381800312689109	-0.528251960859246	-0.235348664518973	9.10148872875043	-5.39317544600824	0.148583695911844	1.77165261070329e-05	0.00218166364346606	SexMale	~ Sex	prot-pr	48	ENSG00000122729	NA	NA	P21399	NA	NA	NA
Q5JTV8	TOR1AIP1	1	0.247374951269791	0.151497110189104	0.343252792350477	29.092313785431	5.33752605258982	0.231959082526825	2.03094133761099e-05	0.0023536381782234	SexMale	~ Sex	prot-pr	26092	ENSG00000143337	NA	NA	Q5JTV8	NA	NA	NA
Q9H2V7-2	SPNS1	16	0.321587114565092	0.196838725481421	0.446335503648764	15.0612528782033	5.3329342014351	-0.247850973202234	2.05398179657191e-05	0.0023536381782234	SexMale	~ Sex	prot-pr	83985	ENSG00000169682	NA	NA	Q9H2V7-2	NA	NA	NA
P01763	IGHV3-48	14	-0.654400415726558	-0.903898021541715	-0.404902809911401	-16.8856884040003	-5.45477269920083	-0.21661499693152	2.06952454210936e-05	0.0023536381782234	SexMale	~ Sex	prot-pr	NA	ENSG00000282627	NA	NA	P01763	NA	NA	NA
P35625	TIMP3	22	0.660793223486787	0.404288290162613	0.91729815681096	6.50372675305872	5.32932727058642	-1.33303238526247	2.07226568825415e-05	0.0023536381782234	SexMale	~ Sex	prot-pr	7078	ENSG00000100234	NA	NA	P35625	NA	NA	NA
Q96A49	SYAP1	X	-0.451088612608207	-0.62628837504187	-0.275888850174544	-8.10097679762766	-5.32636450072654	0.929105601051559	2.08740747127078e-05	0.0023536381782234	SexMale	~ Sex	prot-pr	94056	ENSG00000169895	NA	NA	Q96A49	NA	NA	NA
Q6UX71	PLXDC2	10	0.240057453787236	0.146800556492683	0.333314351081789	0.517369784670622	5.32521032857414	-0.108337636341728	2.09333635340829e-05	0.0023536381782234	SexMale	~ Sex	prot-pr	84898	ENSG00000120594	NA	NA	Q6UX71	NA	NA	NA
P60022	DEFB1	8	-1.25785977743582	-1.67832264564205	-0.83739690922959	-3.90068954736769	-6.46364810821836	-2.24060397444336	2.13101294019867e-05	0.00236177119858018	SexMale	~ Sex	prot-pr	1672	ENSG00000284881	NA	NA	P60022	NA	NA	NA
Q96GA7	SDSL	12	-0.536084233224744	-0.745033409396542	-0.327135057052947	0.689471122859625	-5.30755989317391	0.368773314265537	2.18615859032874e-05	0.00236617010113143	SexMale	~ Sex	prot-pr	113675	ENSG00000139410	NA	NA	Q96GA7	NA	NA	NA
Q8TC05-4	MDM1	12	0.327925472233641	0.202024425329318	0.453826519137964	13.0694672199864	5.41683098916936	0.0564277191436268	2.26027971273432e-05	0.00236617010113143	SexMale	~ Sex	prot-pr	56890	ENSG00000111554	NA	NA	Q8TC05-4	NA	NA	NA
P47813	EIF1AX	X	-0.524538636880845	-0.729566369161182	-0.319510904600508	7.84321173245486	-5.29257971087195	-1.07377464785167	2.26820077914085e-05	0.00236617010113143	SexMale	~ Sex	prot-pr	1964	ENSG00000173674	NA	NA	P47813	NA	NA	NA
P39059	COL15A1	9	0.355844271076011	0.216694322128222	0.494994220023801	1.31551947545581	5.29028975432073	0.0278061415431358	2.28101397591382e-05	0.00236617010113143	SexMale	~ Sex	prot-pr	1306	ENSG00000204291	NA	NA	P39059	NA	NA	NA
Q63HM1	AFMID	17	0.437096218973306	0.269121549927662	0.605070888018951	-7.62048057462174	5.41168774443507	-0.327696810154479	2.28748076288808e-05	0.00236617010113143	SexMale	~ Sex	prot-pr	125061	ENSG00000183077	NA	NA	Q63HM1	NA	NA	NA
Q86XE5	HOGA1	10	0.527679608303233	0.320916768744486	0.73444244786198	-5.26109816364817	5.27959192774675	-0.354049750373974	2.34184978654821e-05	0.00239053561105803	SexMale	~ Sex	prot-pr	112817	ENSG00000241935	NA	NA	Q86XE5	NA	NA	NA
Q6ZSZ5	ARHGEF18	19	0.280918488916446	0.170683987833104	0.391152989999788	13.4848921076616	5.27187756133988	-0.619614666027063	2.38673598334054e-05	0.00240471399464362	SexMale	~ Sex	prot-pr	23370	ENSG00000104880	NA	NA	Q6ZSZ5	NA	NA	NA
P30519	HMOX2	16	0.239370121065068	0.144967341644149	0.333772900485986	NA	5.24550965649333	0.146238062229215	2.54683616352542e-05	0.00251625960214121	SexMale	~ Sex	prot-pr	3163	ENSG00000277424	NA	NA	P30519	NA	NA	NA
Q5SGD2	PPM1L	3	0.339512045323686	0.205151706615259	0.473872384032114	0.905515176550437	5.22741078345981	-0.16218538650039	2.66297625560343e-05	0.00251625960214121	SexMale	~ Sex	prot-pr	151742	ENSG00000163590	NA	NA	Q5SGD2	NA	NA	NA
Q14694	USP10	16	-0.206186040968112	-0.287877802115057	-0.124494279821167	NA	-5.2213587438461	0.0942672429732228	2.70299547631273e-05	0.00251625960214121	SexMale	~ Sex	prot-pr	9100	ENSG00000103194	NA	NA	Q14694	NA	NA	NA
Q16798	ME3	11	-0.284973289099195	-0.397904115008034	-0.172042463190356	6.00901500703831	-5.22028463053655	-0.245272139733255	2.71016135955837e-05	0.00251625960214121	SexMale	~ Sex	prot-pr	10873	ENSG00000151376	NA	NA	Q16798	NA	NA	NA
P10586	PTPRF	1	0.264124869588572	0.159424858893471	0.368824880283674	12.2835810071911	5.21873328762727	0.300646807353226	2.72054497434818e-05	0.00251625960214121	SexMale	~ Sex	prot-pr	5792	ENSG00000142949	NA	NA	P10586	NA	NA	NA
P27987	ITPKB	1	0.273057852889278	0.164755658124778	0.381360047653778	NA	5.21578817802207	-0.0742937996272448	2.74036830602306e-05	0.00251625960214121	SexMale	~ Sex	prot-pr	3707	ENSG00000143772	NA	NA	P27987	NA	NA	NA
Q13813-2	SPTAN1	9	0.431678653250085	0.260283778696657	0.603073527803514	-1.63057844104386	5.2103305341747	0.679864741165284	2.77749027535146e-05	0.00251625960214121	SexMale	~ Sex	prot-pr	6709	ENSG00000197694	NA	NA	Q13813-2	NA	NA	NA
O43281-2	EFS	14	0.526839207365214	0.337402442231138	0.716275972499289	8.69133294313365	5.92819493171596	-0.264390527337999	2.78071451945772e-05	0.00251625960214121	SexMale	~ Sex	prot-pr	10278	ENSG00000100842	NA	NA	O43281-2	NA	NA	NA
Q9HAB8	PPCS	1	-0.320700336299492	-0.448089506314888	-0.193311166284096	NA	-5.20798158307787	-0.0301832309584191	2.79362356283592e-05	0.00251625960214121	SexMale	~ Sex	prot-pr	79717	ENSG00000127125	NA	NA	Q9HAB8	NA	NA	NA
Q03252	LMNB2	19	0.271197514749333	0.163387724532672	0.379007304965995	10.9813683942544	5.20391311402914	-0.611188841343101	2.82179151052186e-05	0.00251625960214121	SexMale	~ Sex	prot-pr	84823	ENSG00000176619	NA	NA	Q03252	NA	NA	NA
Q7L5N1	COPS6	7	-0.256828540595433	-0.359377499484753	-0.154279581706113	19.7674412165074	-5.1810115538319	-0.230681133561326	2.98579337215807e-05	0.00263224829331844	SexMale	~ Sex	prot-pr	10980	ENSG00000168090	NA	NA	Q7L5N1	NA	NA	NA
P37231	PPARG	3	-0.30678252863685	-0.429621110448838	-0.183943946824861	4.56684915405288	-5.16652293258719	0.0597742273141794	3.09449193397503e-05	0.00269742341840205	SexMale	~ Sex	prot-pr	5468	ENSG00000132170	NA	NA	P37231	NA	NA	NA
Q8WWI5	SLC44A1	9	0.366371472101805	0.21936328713679	0.513379657066819	6.85488246869187	5.15564097199257	0.0997825261579065	3.17875478223971e-05	0.00274008662229063	SexMale	~ Sex	prot-pr	23446	ENSG00000070214	NA	NA	Q8WWI5	NA	NA	NA
Q8TDQ7	GNPDA2	4	-0.251249933758926	-0.352243355363136	-0.150256512154715	16.3394403955271	-5.14654058923956	-0.881026331925896	3.25100019896819e-05	0.00277156698281266	SexMale	~ Sex	prot-pr	132789	ENSG00000163281	NA	NA	Q8TDQ7	NA	NA	NA
Q13625	TP53BP2	1	0.353793405792533	0.21824058982659	0.489346221758477	4.85551786741652	5.48370605750955	0.00220391113897274	3.30788825223035e-05	0.00278941272400034	SexMale	~ Sex	prot-pr	7159	ENSG00000143514	NA	NA	Q13625	NA	NA	NA
Q08426	EHHADH	3	-0.345285068266733	-0.484491294689365	-0.206078841844101	23.6989493636164	-5.13123221815197	0.0860644470729297	3.37629197914107e-05	0.00281648098647058	SexMale	~ Sex	prot-pr	1962	ENSG00000113790	NA	NA	Q08426	NA	NA	NA
O75923-11	DYSF	2	0.424942306965286	0.253210028782887	0.596674585147686	24.1498230375745	5.11894628671084	-0.459716328628354	3.48036705129397e-05	0.00287241357275943	SexMale	~ Sex	prot-pr	8291	ENSG00000135636	NA	NA	O75923-11	NA	NA	NA
Q05397	PTK2	8	0.213005832732917	0.126850261492736	0.299161403973098	NA	5.11458807895328	-0.0406466917466219	3.5180593871995e-05	0.00287295839219934	SexMale	~ Sex	prot-pr	5747	ENSG00000169398	NA	NA	Q05397	NA	NA	NA
P47224	RABIF	1	-0.74951016005784	-1.01371045919	-0.485309860925684	7.66855305586957	-6.12939123078297	0.413036273721384	3.62148902706056e-05	0.00291026565902508	SexMale	~ Sex	prot-pr	5877	ENSG00000183155	NA	NA	P47224	NA	NA	NA
Q9BQE5	APOL2	22	-0.434574265600677	-0.610887467120422	-0.258261064080932	18.375437177243	-5.0989611839637	-0.244248872089377	3.65663184138273e-05	0.00291026565902508	SexMale	~ Sex	prot-pr	23780	ENSG00000128335	NA	NA	Q9BQE5	NA	NA	NA
P17302	GJA1	6	0.623604759480684	0.370491496967889	0.876718021993478	4.41867582990713	5.09679366067653	-0.796329889108164	3.67628299283911e-05	0.00291026565902508	SexMale	~ Sex	prot-pr	2697	ENSG00000152661	NA	NA	P17302	NA	NA	NA
Q9Y6N7	ROBO1	3	0.314841951235478	0.186818555781706	0.442865346689251	NA	5.08751597941707	0.249898914684221	3.7616084089696e-05	0.0029477331350289	SexMale	~ Sex	prot-pr	6091	ENSG00000169855	NA	NA	Q9Y6N7	NA	NA	NA
Q63HR2	TNS2	12	0.294663537888668	0.174047526670517	0.415279549106819	NA	5.05386886818543	-0.398391424601155	4.08818312003851e-05	0.0031642601734464	SexMale	~ Sex	prot-pr	23371	ENSG00000111077	NA	NA	Q63HR2	NA	NA	NA
P05556	ITGB1	10	0.342326321394781	0.202114769559516	0.482537873230046	NA	5.05078671722432	0.482475356577288	4.11949313635069e-05	0.0031642601734464	SexMale	~ Sex	prot-pr	3688	ENSG00000150093	NA	NA	P05556	NA	NA	NA
Q9H3M7	TXNIP	1	0.380946226743737	0.224517061534894	0.537375391952581	NA	5.0378876846673	-0.582469013916843	4.25317536698716e-05	0.00323491514677318	SexMale	~ Sex	prot-pr	10628	ENSG00000265972	NA	NA	Q9H3M7	NA	NA	NA
P10636-4	MAPT	17	-0.724791984961347	-1.02563527039317	-0.423948699529521	-0.874655166320422	-4.98397197617786	0.667652970485287	4.86102359192642e-05	0.00362588155199504	SexMale	~ Sex	prot-pr	4137	ENSG00000276155	NA	NA	P10636-4	NA	NA	NA
