"tissue","assay","feature_id","logFC_precawg","CI.L_precawg","CI.R_precawg","adj_p_value_precawg","randomGroupCode","Timepoint","platform","logFC_sex_diff","CI.L_sex_diff","CI.R_sex_diff","adj_p_value_sex_diff","entrez_gene","gene_symbol","ensembl_gene","uniprot","refmet_name","refmet_id","kegg_id"
"blood","transcript-rna-seq","ENSG00000069399.15",0.722342268311273,0.561095692598619,0.883588844023927,2.456249251683e-13,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.501000957394812,-0.686728146725607,-0.315273768064017,0.000164487983882867,"602","BCL3","ENSG00000069399",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000170525.21",0.872221046161344,0.675930088818919,1.06851200350377,2.456249251683e-13,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.559841936175692,-0.782273438892272,-0.337410433459112,0.00037561278459791,"5209","PFKFB3","ENSG00000170525",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000182541.18",0.575375305663265,0.4393349283793,0.71141568294723,4.23063105140432e-12,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.383207299683329,-0.541217060631965,-0.225197538734694,0.00059983676343893,"3985","LIMK2","ENSG00000182541",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000140332.18",0.608199415982538,0.463042503776951,0.753356328188125,5.41862262979066e-12,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.424434033155464,-0.58910048786062,-0.259767578450308,0.000308318345898433,"7090","TLE3","ENSG00000140332",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000158470.5",0.779480999661664,0.592892962656491,0.966069036666837,5.41862262979066e-12,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.515791428322952,-0.732855714720318,-0.298727141925587,0.000796213098594525,"9334","B4GALT5","ENSG00000158470",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000179820.16",0.56344598828894,0.427641470880873,0.699250505697007,6.86089910400579e-12,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.395904772220783,-0.554286100547756,-0.237523443893811,0.000400273753369955,"91663","MYADM","ENSG00000179820",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000196352.17",0.753148697566275,0.571180216984738,0.935117178147813,6.86089910400579e-12,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.555110499032318,-0.758815317302731,-0.351405680761904,0.000164487983882867,"1604","CD55","ENSG00000196352",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000184557.4",0.901322420720389,0.67988818285882,1.12275665858196,1.63287491193396e-11,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.456457019325678,-0.723901374408397,-0.18901266424296,0.0146830362733123,"9021","SOCS3","ENSG00000184557",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000135604.10",0.674578352649212,0.506028997381037,0.843127707917386,3.69506793757715e-11,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.459627423915041,-0.657847251959637,-0.261407595870446,0.000967799915869833,"8676","STX11","ENSG00000135604",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000064932.16",0.567508782288369,0.425481158803116,0.709536405773623,3.69506793757715e-11,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.413631534896172,-0.578694878278375,-0.248568191513969,0.000383174798610923,"22904","SBNO2","ENSG00000064932",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000274180.1",0.604957272097535,0.453378794609606,0.756535749585465,3.69506793757715e-11,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.39674409806767,-0.569744862777041,-0.223743333358299,0.00105112125034225,"256302","NATD1","ENSG00000274180",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000113719.17",0.638365412670053,0.476015904612904,0.800714920727203,7.77126719683894e-11,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.427060816864476,-0.611615713983505,-0.242505919745446,0.000980583612693665,"57222","ERGIC1","ENSG00000113719",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000166579.16",0.548211386934564,0.40849911937214,0.687923654496988,8.02693647022273e-11,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.437825287819581,-0.598231176717699,-0.277419398921463,0.000164487983882867,"81565","NDEL1","ENSG00000166579",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000170876.8",0.468347962996313,0.348523947111126,0.5881719788815,9.12428764560274e-11,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.259654056156478,-0.397840531641665,-0.121467580671291,0.00622641241790918,"79188","TMEM43","ENSG00000170876",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000059804.16",0.697302389979837,0.517292515624814,0.87731226433486,1.41334325451992e-10,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.456826848690627,-0.66192444845884,-0.251729248922414,0.00132653751475576,"6515","SLC2A3","ENSG00000059804",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000109118.14",0.43642027601158,0.322487907142217,0.550352644880942,2.3813652750833e-10,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.302398163048652,-0.432308122018126,-0.172488204079178,0.000927244834016447,"57649","PHF12","ENSG00000109118",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000185905.4",0.450497442844663,0.332636627177491,0.568358258511835,2.50448472549687e-10,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.296062763527848,-0.429629842765721,-0.162495684289975,0.00138140837736798,"283897","C16orf54","ENSG00000185905",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000113916.18",0.68408372834808,0.503933309710797,0.864234146985363,3.38517509364397e-10,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.471850537049761,-0.679398878021873,-0.264302196077649,0.00112356299638894,"604","BCL6","ENSG00000113916",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000105656.13",0.533261761376957,0.391823984892075,0.674699537861838,4.60008385369045e-10,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.373072195144537,-0.534843649947991,-0.211300740341084,0.000984633349796912,"8178","ELL","ENSG00000105656",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000077238.14",0.426964319423034,0.313631837948384,0.540296800897684,4.60227327599614e-10,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.289512033509714,-0.419742143426521,-0.159281923592907,0.00132680321262746,"3566","IL4R","ENSG00000077238",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000165801.10",0.553250701841697,0.40606565425395,0.700435749429444,4.92330582766455e-10,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.435163370586692,-0.607160134594562,-0.263166606578823,0.000345889848956319,"55701","ARHGEF40","ENSG00000165801",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000124731.13",0.641323525622232,0.469606960744268,0.813040090500196,6.48697621471224e-10,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.472920749278327,-0.669547376303781,-0.276294122252873,0.000673045055119809,"54210","TREM1","ENSG00000124731",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000131759.18",0.458920806563823,0.335912235728708,0.581929377398937,6.51783949105904e-10,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.342177550779471,-0.484298742501434,-0.200056359057508,0.000664772435174935,"5914","RARA","ENSG00000131759",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000157800.18",0.951627650091907,0.695304018803542,1.20795128138027,7.91374479920497e-10,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.703996565819961,-0.966014119546995,-0.441979012092927,0.000164487983882867,"84255","SLC37A3","ENSG00000157800",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000087157.19",0.498827506709971,0.364260823344901,0.633394190075042,8.29293319341998e-10,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.299704784803846,-0.457741421369773,-0.141668148237919,0.00574048770949668,"9489","PGS1","ENSG00000087157",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000113368.12",0.592518949839218,0.432417744787771,0.752620154890665,8.39336344879583e-10,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.465864018914924,-0.649401875457984,-0.282326162371863,0.000330579643598503,"4001","LMNB1","ENSG00000113368",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000235750.10",0.452096052411029,0.329904033264707,0.574288071557351,8.39336344879583e-10,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.277314387553507,-0.416695819097971,-0.137932956009043,0.00371400273101462,"9674","KIAA0040","ENSG00000235750",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000089159.17",0.376105714840227,0.274329585034807,0.477881844645647,8.6145086521935e-10,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.272541446291525,-0.393559264863941,-0.151523627719109,0.00121484134252668,"5829","PXN","ENSG00000089159",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000113749.8",0.553634823193789,0.403234142976174,0.704035503411405,1.01162899496303e-09,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.350482346897786,-0.521519345110571,-0.179445348685002,0.0028647751766776,"3274","HRH2","ENSG00000113749",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000003402.21",0.441761261148617,0.32121950732786,0.562303014969374,1.21099451227613e-09,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.364079614438586,-0.502129634728735,-0.226029594148436,0.000211378566871285,"8837","CFLAR","ENSG00000003402",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000018280.17",0.696828198685964,0.505908063609904,0.887748333762024,1.43095148391545e-09,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.551154162282366,-0.768370178434863,-0.333938146129869,0.000330579643598503,"6556","SLC11A1","ENSG00000018280",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000102580.15",0.534901776984595,0.387488598700232,0.682314955268957,1.76805804030209e-09,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.335071830315312,-0.503937019459006,-0.166206641171617,0.0038049788654556,"5611","DNAJC3","ENSG00000102580",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000116741.8",0.696147054247156,0.503990706179583,0.888303402314729,1.83509267272855e-09,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.501017360694711,-0.717837911807422,-0.284196809581999,0.000981574888856155,"5997","RGS2","ENSG00000116741",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000072952.20",0.597284023636455,0.432378778542487,0.762189268730422,1.83509267272855e-09,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.370632898725638,-0.562343234936063,-0.178922562515212,0.00488872999540437,"10335","IRAG1","ENSG00000072952",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000146094.16",0.583999810256648,0.422626792877504,0.745372827635792,1.84878038832852e-09,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.414516350939667,-0.595008435609482,-0.234024266269853,0.00102741058669262,"79930","DOK3","ENSG00000146094",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000173281.5",0.675864193439425,0.488574599157622,0.863153787721228,2.05578391723728e-09,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.45359747822507,-0.666295597749045,-0.240899358701094,0.0019222591045555,"79660","PPP1R3B","ENSG00000173281",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000135083.17",0.630774564092894,0.455805684058558,0.80574344412723,2.12384380656965e-09,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.474759628353817,-0.680860975547203,-0.268658281160431,0.000990149463676255,"79616","CCNJL","ENSG00000135083",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000111913.20",0.453430824681449,0.327368568603396,0.579493080759503,2.22634512567038e-09,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.30453818553968,-0.446010393145521,-0.16306597793384,0.00180415454022081,"9750","RIPOR2","ENSG00000111913",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000123146.20",0.442636210924368,0.319547009340334,0.565725412508402,2.22634512567038e-09,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.307152652954324,-0.451688315348518,-0.162616990560129,0.0019758125283829,"976","ADGRE5","ENSG00000123146",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000163235.16",0.78538719429215,0.566849985162982,1.00392440342132,2.22634512567038e-09,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.485082087539535,-0.734970243010562,-0.235193932068508,0.00471916699222974,"7039","TGFA","ENSG00000163235",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000167552.15",0.503822228082701,0.363576241569574,0.644068214595827,2.22634512567038e-09,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.351257109660624,-0.509086464551941,-0.193427754769307,0.00132656265480874,"7846","TUBA1A","ENSG00000167552",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000173757.10",0.388261992456114,0.280149055968308,0.496374928943919,2.22634512567038e-09,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.247110140237462,-0.373333722211824,-0.120886558263099,0.00432713401025147,"6777","STAT5B","ENSG00000173757",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000079277.22",0.507427672884725,0.365820318382527,0.649035027386923,2.4110202031514e-09,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.362946583623919,-0.521628329058188,-0.20426483818965,0.00107461986528729,"8569","MKNK1","ENSG00000079277",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000170837.3",0.802240235692389,0.57727605483542,1.02720441654936,2.9587941208332e-09,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.448766612005887,-0.693303082798298,-0.204230141213476,0.00777724309258917,"2850","GPR27","ENSG00000170837",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000170892.13",0.543418321851708,0.390143522429211,0.696693121274204,3.77299299026516e-09,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.448727390159548,-0.624096550933747,-0.273358229385349,0.000319607531059352,"79042","TSEN34","ENSG00000170892",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000167470.14",0.373437844256989,0.26770900137187,0.479166687142108,4.39283594350682e-09,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.322409305311176,-0.445987498433273,-0.198831112189079,0.000246222040407388,"90007","MIDN","ENSG00000167470",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000124126.14",0.545534629590911,0.390733097483688,0.700336161698134,4.73136904397358e-09,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.443386481768311,-0.619878909735286,-0.266894053801335,0.000379715606863753,"57580","PREX1","ENSG00000124126",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000151726.15",0.847590644404699,0.606662599777288,1.08851868903211,5.03971727945367e-09,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.637338446344012,-0.906283485421286,-0.368393407266738,0.000806398568473682,"2180","ACSL1","ENSG00000151726",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000126822.18",0.390212443835726,0.279050079288048,0.501374808383403,5.47845759604921e-09,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.317577063436666,-0.446310687546028,-0.188843439327303,0.000482622084184431,"26030","PLEKHG3","ENSG00000126822",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000189067.14",0.48691522814074,0.348090294359033,0.625740161922446,5.56942481065907e-09,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.322125199092428,-0.48338118488032,-0.160869213304535,0.00361273017926401,"9516","LITAF","ENSG00000189067",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000197852.12",0.514896632175738,0.367890325296546,0.66190293905493,5.82563883460084e-09,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.346091213539076,-0.517982778527533,-0.174199648550618,0.00336865757732092,"55924","INKA2","ENSG00000197852",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000171608.17",0.347507413052391,0.248138396323438,0.446876429781343,6.0753831434691e-09,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.232443317050947,-0.347255555810284,-0.117631078291611,0.00317188199825008,"5293","PIK3CD","ENSG00000171608",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000096063.16",0.657674190853457,0.46949525365056,0.845853128056353,6.0753831434691e-09,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.445687156926004,-0.649515190059602,-0.241859123792406,0.00156354427662387,"6732","SRPK1","ENSG00000096063",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000012779.12",0.575313042972038,0.410678444206925,0.739947641737151,6.0753831434691e-09,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.434372506140694,-0.620740940471579,-0.248004071809808,0.000925468427931198,"240","ALOX5","ENSG00000012779",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000102858.13",0.468661472313009,0.334375212291587,0.602947732334431,6.32629738375762e-09,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.351211311742281,-0.503404364139334,-0.199018259345228,0.000984633349796912,"23295","MGRN1","ENSG00000102858",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000100030.15",0.457137215980948,0.325875362647885,0.588399069314012,6.76200492137376e-09,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.324122949420429,-0.472231654694851,-0.176014244146006,0.00155982706320917,"5594","MAPK1","ENSG00000100030",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000158156.9",0.494386985877297,0.35238773705911,0.636386234695484,6.78699043984821e-09,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.350219398281963,-0.514831934012341,-0.185606862551585,0.00196564080502148,"55113","XKR8","ENSG00000158156",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000010539.12",0.482910030683025,0.34352471392259,0.622295347443459,8.21398068577599e-09,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.257938945283496,-0.415222167521598,-0.100655723045395,0.0199365994910683,"7752","ZNF200","ENSG00000010539",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000198792.13",0.441511927058444,0.314048554955748,0.568975299161141,8.21398068577599e-09,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.280846852892912,-0.427617802018101,-0.134075903767723,0.00533842415184352,"25829","TMEM184B","ENSG00000198792",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000102010.15",1.41211361643619,1.00381695034929,1.82041028252309,8.61479734429671e-09,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.74030698422199,-1.1542304904275,-0.326383478016474,0.00980914273241042,"660","BMX","ENSG00000102010",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000177169.10",0.478275016804492,0.339829570406071,0.616720463202913,8.9152832994857e-09,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.421354881250835,-0.575388121241255,-0.267321641260415,0.000164487983882867,"8408","ULK1","ENSG00000177169",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000197622.13",0.326594592812073,0.231705934034518,0.421483251589628,1.02777830249493e-08,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.264223469517017,-0.372221681486499,-0.156225257547534,0.000537107208453687,"56882","CDC42SE1","ENSG00000197622",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000097033.14",0.460109043950763,0.326045578152531,0.594172509748995,1.15182189621883e-08,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.324273249235323,-0.473820903418843,-0.174725595051803,0.00168531288549024,"51100","SH3GLB1","ENSG00000097033",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000121060.19",0.486558538667206,0.344684451957034,0.628432625377377,1.1778847503877e-08,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.382163123980209,-0.545776135462488,-0.218550112497931,0.000906376073332332,"7706","TRIM25","ENSG00000121060",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000121964.15",0.538430670042239,0.381023771706255,0.695837568378224,1.26323214785401e-08,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.334891960012448,-0.508426010641842,-0.161357909383054,0.00494046768739894,"79712","GTDC1","ENSG00000121964",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000182022.18",0.560889683448908,0.396477958036509,0.725301408861306,1.42345057441619e-08,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.410372373038188,-0.597300923047925,-0.223443823028451,0.00152329765354824,"51363","CHST15","ENSG00000182022",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000125347.15",0.366237757725658,0.258740363784453,0.473735151666864,1.49533897133389e-08,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.269749487188752,-0.402004009170526,-0.137494965206979,0.00296281337047377,"3659","IRF1","ENSG00000125347",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000132155.14",0.419477418559685,0.296057637443849,0.542897199675521,1.62517681183043e-08,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.290055616548434,-0.431771370732546,-0.148339862364322,0.00289748226890194,"5894","RAF1","ENSG00000132155",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000064012.23",0.375054331809372,0.264618975755307,0.485489687863436,1.65160066394224e-08,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.252086983691985,-0.374796649355435,-0.129377318028535,0.00280960471858126,"841","CASP8","ENSG00000064012",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000163545.11",0.445688772600366,0.313785095284694,0.577592449916037,2.02062491978583e-08,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.332168007327715,-0.482426535917798,-0.181909478737631,0.00142003937861007,"81788","NUAK2","ENSG00000163545",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000141562.19",0.411243186617432,0.289489515196573,0.532996858038292,2.03104667311665e-08,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.297369640298918,-0.437461083950787,-0.157278196647048,0.00201100575954283,"26502","NARF","ENSG00000141562",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000115594.12",0.866358350917015,0.60955028460814,1.12316641722589,2.09975861936749e-08,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.503630092880758,-0.786214794104943,-0.221045391656574,0.0101071530312091,"3554","IL1R1","ENSG00000115594",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000067182.8",0.414230111509362,0.291410267788805,0.537049955229919,2.10148176467325e-08,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.319943849247311,-0.46385150629144,-0.176036192203182,0.00132680321262746,"7132","TNFRSF1A","ENSG00000067182",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000163421.9",0.697209227602699,0.490355885588874,0.904062569616524,2.1381981170365e-08,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.576861835336809,-0.809408113930547,-0.34431555674307,0.000451458317525544,"60675","PROK2","ENSG00000163421",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000169180.12",0.496805759696835,0.349182126747114,0.644429392646557,2.23604168387488e-08,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.37698899662387,-0.546873717667426,-0.207104275580315,0.00135922938855279,"23214","XPO6","ENSG00000169180",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000101474.12",0.607550632886031,0.426960659819861,0.788140605952202,2.23877234050135e-08,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.590873445751171,-0.793762532218741,-0.387984359283602,6.38544509850279e-05,"57136","APMAP","ENSG00000101474",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000168610.16",0.427111983412107,0.300032473540591,0.554191493283623,2.2961512912911e-08,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.307507663809268,-0.454716542779589,-0.160298784838947,0.00237048423849061,"6774","STAT3","ENSG00000168610",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000164104.12",0.769001540029082,0.539683286545217,0.998319793512947,2.4722436639162e-08,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.776729933150037,-1.02237057490163,-0.53108929139844,1.80254094771275e-05,"3148","HMGB2","ENSG00000164104",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000197818.12",0.457278408505893,0.320594669516488,0.593962147495297,2.71040625115535e-08,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.325256304213918,-0.478689557694824,-0.171823050733013,0.00201899505562625,"23315","SLC9A8","ENSG00000197818",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000105856.14",0.453941840075929,0.318072744863838,0.589810935288021,2.80461231521761e-08,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.321185133664905,-0.469755504666574,-0.172614762663235,0.00172519146913077,"26959","HBP1","ENSG00000105856",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000112096.19",0.489466668031207,0.341939331820578,0.636994004241837,3.6420653396528e-08,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.324190122314413,-0.495912057286863,-0.152468187341962,0.00595442711978737,"6648","SOD2","ENSG00000112096",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000135049.16",0.48716389375145,0.340217662098287,0.634110125404612,3.68450465878306e-08,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.348680208619632,-0.512587751094098,-0.184772666145166,0.00196564080502148,"23287","AGTPBP1","ENSG00000135049",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000171223.6",0.417789073256897,0.291580646371425,0.543997500142368,3.8815355665109e-08,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.29771401496077,-0.446563714925973,-0.148864314995567,0.00357099549497454,"3726","JUNB","ENSG00000171223",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000144711.16",0.389509563264729,0.271804886798195,0.507214239731264,3.8815355665109e-08,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.279837821668051,-0.414974786982175,-0.144700856353928,0.00259743449160976,"9922","IQSEC1","ENSG00000144711",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000117298.16",0.420977407006847,0.293690521802586,0.548264292211107,3.93309698938883e-08,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.354064841402415,-0.503466211555429,-0.204663471249401,0.000806398568473682,"1889","ECE1","ENSG00000117298",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000103569.10",0.623463267903585,0.434921235664304,0.812005300142865,3.93309698938883e-08,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.428675242297258,-0.643451607265491,-0.213898877329024,0.0036414516953177,"366","AQP9","ENSG00000103569",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000129353.15",0.343333795942057,0.239218153053026,0.447449438831088,4.33983725803915e-08,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.265161052206595,-0.387364779859205,-0.142957324553986,0.00168042612964206,"57153","SLC44A2","ENSG00000129353",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000182885.17",0.723184568440708,0.503618421119879,0.942750715761536,4.50740445257212e-08,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.488265838168568,-0.744342800161744,-0.232188876175392,0.00547171165099736,"222487","ADGRG3","ENSG00000182885",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000142166.13",0.432982420751522,0.301433685959593,0.564531155543452,4.5837733062886e-08,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.249590598744068,-0.399755411697475,-0.0994257857906608,0.0178816995519404,"3454","IFNAR1","ENSG00000142166",NA,NA,NA,NA
