"tissue","assay","feature_id","logFC_precawg","CI.L_precawg","CI.R_precawg","adj_p_value_precawg","randomGroupCode","Timepoint","platform","logFC_sex_diff","CI.L_sex_diff","CI.R_sex_diff","adj_p_value_sex_diff","entrez_gene","gene_symbol","ensembl_gene","uniprot","refmet_name","refmet_id","kegg_id"
"blood","transcript-rna-seq","ENSG00000223935.3",0.964871542317146,0.458245106627362,1.47149797800693,0.00229532013714021,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.790109168178091,-1.25125220683932,-0.328966129516861,0.0142041047357525,NA,"LGALSL-DT","ENSG00000223935",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000131669.10",0.280187877401048,0.133058160344745,0.42731759445735,0.0022959891403452,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.249493803590727,-0.421033117814994,-0.0779544893664605,0.0478445325335465,"4814","NINJ1","ENSG00000131669",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000170248.15",0.178881760153715,0.0849406794123718,0.272822840895058,0.0022959891403452,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.157044224555736,-0.2626351151961,-0.051453333915371,0.0413582986286214,"10015","PDCD6IP","ENSG00000170248",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000180901.11",0.224081041603316,0.106384324377151,0.341777758829481,0.00229616492665037,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.290777316408457,-0.418693365452785,-0.16286126736413,0.00112356299638894,"23510","KCTD2","ENSG00000180901",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000185963.14",0.241734957744458,0.114746121879537,0.368723793609379,0.00230234890668338,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.229325937436061,-0.370140237974435,-0.0885116368976879,0.02097422389511,"23299","BICD2","ENSG00000185963",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000167996.16",0.272134713802906,0.129150718275825,0.415118709329987,0.00230941205586438,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.312026687440287,-0.472049176320906,-0.152004198559669,0.00449186609307482,"2495","FTH1","ENSG00000167996",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000112159.12",-0.287611366859482,-0.438942942960655,-0.13627979075831,0.00235282556733477,"ADUResist","post_3.5_4_hr","transcript-rna-seq",0.322588272344942,0.144011731242202,0.501164813447681,0.00899511276952319,"23195","MDN1","ENSG00000112159",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000129467.14",0.417231127340432,0.197531007182455,0.636931247498408,0.00237559156833745,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.42668691127685,-0.659961009393141,-0.193412813160558,0.0080049353914655,"196883","ADCY4","ENSG00000129467",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000070476.15",0.200401361916252,0.0948667381982547,0.305935985634249,0.00237689751444138,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.218796254529347,-0.33151907583304,-0.106073433225654,0.00471916699222974,"79364","ZXDC","ENSG00000070476",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000181163.14",-0.202610996046412,-0.309332069223475,-0.095889922869348,0.00238389598237538,"ADUResist","post_3.5_4_hr","transcript-rna-seq",0.223470358039369,0.0985933995668078,0.348347316511929,0.00979262074942494,"4869","NPM1","ENSG00000181163",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000162591.16",0.282506437981698,0.133691235713717,0.431321640249678,0.00238699254342723,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.31443149886374,-0.476670774872124,-0.152192222855357,0.00478620682814052,"1953","MEGF6","ENSG00000162591",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000211689.7",-0.479068694927241,-0.731451110980735,-0.226686278873747,0.00238907180951037,"ADUResist","post_3.5_4_hr","transcript-rna-seq",0.489562326427305,0.192727336580067,0.786397316274542,0.0190076703908165,"445347","TRGC1","ENSG00000211689",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000213445.10",0.201705167946205,0.0954020878109774,0.308008248081433,0.00239739670391319,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.213208036698525,-0.337371328668176,-0.0890447447288741,0.0139649028446628,"6494","SIPA1","ENSG00000213445",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000197694.18",-0.184375777525291,-0.28160707527494,-0.0871444797756429,0.00241867491673946,"ADUResist","post_3.5_4_hr","transcript-rna-seq",0.179749031659267,0.0685364905107617,0.290961572807773,0.0223073808246536,"6709","SPTAN1","ENSG00000197694",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000275395.7",-0.33721119629241,-0.515036273533567,-0.159386119051252,0.00242025307989386,"ADUResist","post_3.5_4_hr","transcript-rna-seq",0.50220265851166,0.2937742080552,0.71063110896812,0.000663270726556525,"8857","FCGBP","ENSG00000275395",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000238113.7",0.34734014342868,0.16402149656575,0.530658790291611,0.00244445718810012,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.297949004024657,-0.500205691694381,-0.0956923163549333,0.0439834322611716,"103352539","LINC01410","ENSG00000238113",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000100644.17",0.419940188533459,0.198255093469519,0.641625283597398,0.00244554073009381,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.398651300274628,-0.642594509760315,-0.154708090788941,0.0205137170487182,"3091","HIF1A","ENSG00000100644",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000197006.15",0.218747891811327,0.103253729159534,0.334242054463119,0.00245230515062467,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.344523911077791,-0.472874278924069,-0.216173543231512,0.000164487983882867,"51108","METTL9","ENSG00000197006",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000108306.13",0.280982367032364,0.132612563641579,0.42935217042315,0.00245230515062467,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.272162237662108,-0.435234524427293,-0.109089950896922,0.0173172534137053,"84961","FBXL20","ENSG00000108306",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000093167.18",0.228112705570286,0.107574990290216,0.348650420850356,0.00246827837585188,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.273430997612445,-0.407504905624771,-0.13935708960012,0.00296281337047377,"9209","LRRFIP2","ENSG00000093167",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000133884.10",0.166490056966835,0.0784700730514539,0.254510040882217,0.00248163187646918,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.148728134903346,-0.251227532860688,-0.0462287369460033,0.048269122655018,"5977","DPF2","ENSG00000133884",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000181481.14",0.242029361490136,0.114070827474558,0.369987895505714,0.00248478311517807,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.251804648525058,-0.392686775239117,-0.110922521810998,0.00987043169651383,"84282","RNF135","ENSG00000181481",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000120705.13",0.196370333246407,0.0924631851154321,0.300277481377382,0.00250677563020452,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.168674529075665,-0.284543728113688,-0.0528053300376421,0.0475336729922857,"2107","ETF1","ENSG00000120705",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000126581.13",0.17322560782418,0.0815431901838284,0.264908025464531,0.00251405335686486,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.196596996880122,-0.29987650444136,-0.0933174893188844,0.00555245305819578,"8678","BECN1","ENSG00000126581",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000115590.14",0.563103502374358,0.264926083964485,0.861280920784231,0.00253230321474738,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.527419504546247,-0.85931660839674,-0.195522400695753,0.0255912825730303,"7850","IL1R2","ENSG00000115590",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000101445.10",-0.278653604139117,-0.426294217754144,-0.131012990524089,0.00255125674405168,"ADUResist","post_3.5_4_hr","transcript-rna-seq",0.28858044198057,0.117982416719618,0.459178467241522,0.0156033995349091,"26051","PPP1R16B","ENSG00000101445",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000135404.12",0.257389871622745,0.120951631986371,0.393828111259118,0.00256331778478535,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.293972560980947,-0.445133214749243,-0.142811907212651,0.00462973780646657,"967","CD63","ENSG00000135404",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000175224.17",0.168275805385323,0.0790469749086192,0.257504635862027,0.00256538856242132,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.166528417802328,-0.267934686230908,-0.0651221493737488,0.0196564094759873,"9776","ATG13","ENSG00000175224",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000164609.10",0.193883698459959,0.0909626257729986,0.296804771146919,0.00260080964240909,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.191391972483992,-0.307617650213508,-0.0751662947544766,0.0192603357585307,"10569","SLU7","ENSG00000164609",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000060971.19",0.23722948541746,0.111175660911031,0.363283309923889,0.00263351326751615,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.228303566199799,-0.367635485108352,-0.0889716472912449,0.0200691276954389,"30","ACAA1","ENSG00000060971",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000173930.9",0.619188364377966,0.290077458845088,0.948299269910843,0.00263808965218239,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.547573665231863,-0.886611154161634,-0.208536176302092,0.0224441037976204,"353189","SLCO4C1","ENSG00000173930",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000168092.14",0.19131209607672,0.089587807624566,0.293036384528874,0.00264739812420142,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.16492270746382,-0.278636958197261,-0.0512084567303789,0.0484405090085815,"5049","PAFAH1B2","ENSG00000168092",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000114302.16",0.222069024419073,0.103954342359362,0.340183706478785,0.00265628026017833,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.226139150664491,-0.353785341531411,-0.09849295979757,0.010688021985883,"5576","PRKAR2A","ENSG00000114302",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000108854.16",0.266030874957788,0.12451095128801,0.407550798627566,0.00265786866805547,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.228673243835145,-0.383885098764806,-0.073461388905483,0.0439418203871898,"64750","SMURF2","ENSG00000108854",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000204252.14",-0.271673074088251,-0.416167955301717,-0.127178192874785,0.00265920883346798,"ADUResist","post_3.5_4_hr","transcript-rna-seq",0.263662942918656,0.0893095451191138,0.438016340718198,0.0368515223403841,"3111","HLA-DOA","ENSG00000204252",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000233695.2",-0.293170732322056,-0.449464605094264,-0.136876859549848,0.00274051486398456,"ADUResist","post_3.5_4_hr","transcript-rna-seq",0.483195584237874,0.278450225438341,0.687940943037407,0.00082522753269254,NA,"GAS6-AS1","ENSG00000233695",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000196205.8",-0.182773611319317,-0.280228551161072,-0.0853186714775616,0.00274146679432565,"ADUResist","post_3.5_4_hr","transcript-rna-seq",0.211046915125703,0.097859005239321,0.324234825012085,0.00668044301686466,NA,"EEF1A1P5","ENSG00000196205",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000178935.5",0.307363664416935,0.143081278552215,0.471646050281656,0.00282029032660624,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.422897729716981,-0.602157905414203,-0.243637554019759,0.00082522753269254,"79818","ZNF552","ENSG00000178935",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000266412.6",0.234967036231511,0.109365895934536,0.360568176528487,0.00282685006232565,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.227399741995129,-0.367845277533197,-0.08695420645706,0.022028884946855,"8031","NCOA4","ENSG00000266412",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000182220.15",0.220081835536933,0.102180354916541,0.337983316157326,0.00289901921721942,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.241717294260702,-0.371271379144553,-0.112163209376852,0.00664051899766494,"10159","ATP6AP2","ENSG00000182220",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000128594.8",0.39526022894705,0.183269177098872,0.607251280795228,0.00294087685234255,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.375251265566682,-0.614577184094185,-0.135925347039179,0.0284238818442247,"64101","LRRC4","ENSG00000128594",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000008294.22",0.304496375677299,0.141178591963202,0.467814159391397,0.00294087685234255,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.31169520248429,-0.491357326517375,-0.132033078451205,0.0128360197697474,"9043","SPAG9","ENSG00000008294",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000174238.16",0.212124852983489,0.0983276299082484,0.32592207605873,0.00294735790910419,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.26719626474758,-0.396561116987383,-0.137831412507778,0.00266414652914926,"5306","PITPNA","ENSG00000174238",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000204574.14",-0.207550108440732,-0.318920237160786,-0.0961799797206789,0.00295006509913459,"ADUResist","post_3.5_4_hr","transcript-rna-seq",0.247500088493486,0.12287558103036,0.372124595956612,0.00377616190547447,"23","ABCF1","ENSG00000204574",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000254415.4",0.31114887402053,0.144332299525792,0.477965448515268,0.00301058534001423,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.319827228667257,-0.510239355897811,-0.129415101436702,0.016686667902503,"100049587","SIGLEC14","ENSG00000254415",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000130816.17",-0.226634554064703,-0.348526207435424,-0.104742900693982,0.00303380783700901,"ADUResist","post_3.5_4_hr","transcript-rna-seq",0.227027466561045,0.0901326325300807,0.363922300592008,0.0182336427644068,"1786","DNMT1","ENSG00000130816",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000170296.10",0.259146849593645,0.119721440215804,0.398572258971485,0.00304563685283179,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.259978514843398,-0.417614206749064,-0.102342822937733,0.0190076703908165,"11337","GABARAP","ENSG00000170296",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000137207.12",0.232082072926619,0.107105822532423,0.357058323320814,0.00307636520602059,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.24237767258585,-0.38617991962712,-0.0985754255445805,0.0160562110753928,"25844","YIPF3","ENSG00000137207",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000143624.14",0.166034560427462,0.0765672777858773,0.255501843069046,0.00310106976776351,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.152429553689982,-0.25169674001974,-0.0531623673602236,0.0331095399152105,"65123","INTS3","ENSG00000143624",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000107672.15",-0.262198951903942,-0.403560434237619,-0.120837469570265,0.00311303582359667,"ADUResist","post_3.5_4_hr","transcript-rna-seq",0.307805105496995,0.14116951684281,0.47444069415118,0.00732483220891102,"54780","NSMCE4A","ENSG00000107672",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000129625.13",0.220748085518821,0.101712352113793,0.339783818923849,0.00312278955279111,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.240606840911756,-0.369999414475972,-0.11121426734754,0.0067902522547204,"7905","REEP5","ENSG00000129625",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000130779.22",0.253577713609109,0.116815147592525,0.390340279625692,0.00312942508258141,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.23408287056816,-0.38307850569642,-0.0850872354398998,0.0279900938417672,"6249","CLIP1","ENSG00000130779",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000101493.11",0.317422896490401,0.146182742493577,0.488663050487225,0.00314128646217323,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.325130108973944,-0.516735601110253,-0.133524616837635,0.0152741069125437,"9658","ZNF516","ENSG00000101493",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000185262.9",0.258048787366478,0.118762094084096,0.397335480648861,0.00316072676415818,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.286459198466112,-0.443095121357235,-0.129823275574988,0.00801601453032488,"283991","UBALD2","ENSG00000185262",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000135596.18",0.214754811606779,0.0987713089629297,0.330738314250629,0.00317935205380963,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.23581669524069,-0.363866470062849,-0.10776692041853,0.00754253812348809,"64780","MICAL1","ENSG00000135596",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000185619.18",0.203210563751462,0.0934650255398351,0.312956101963089,0.00317935205380963,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.188245291006439,-0.307672550167091,-0.0688180318457868,0.0273440009618446,"10336","PCGF3","ENSG00000185619",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000187837.4",0.368886481073988,0.16964953145379,0.568123430694185,0.00317935205380963,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.441178998888356,-0.66165050354077,-0.220707494235942,0.00355161338194917,"3006","H1-2","ENSG00000187837",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000101109.12",0.223714731415553,0.102785216048841,0.344644246782265,0.00321049985989525,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.202438107424483,-0.335503711785559,-0.0693725030634065,0.0354526746504213,"6789","STK4","ENSG00000101109",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000064687.13",0.270126019107114,0.124106684661869,0.416145353552358,0.00321426730761274,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.258072688546278,-0.414252548347421,-0.101892828745136,0.0187430366707468,"10347","ABCA7","ENSG00000064687",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000182487.12",0.348568786812187,0.160046139050654,0.537091434573721,0.00323222876577883,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.389819908322037,-0.59926278091188,-0.180377035732194,0.00675246718372005,"654816","NCF1B","ENSG00000182487",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000266173.7",0.187347325025163,0.0858884633421361,0.28880618670819,0.0032749000920907,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.168181966569549,-0.277080984528303,-0.0592829486107937,0.0318697507199025,"92335","STRADA","ENSG00000266173",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000165861.14",0.225911328611997,0.103554223289626,0.348268433934368,0.00327774945430782,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.241134317703824,-0.37977731743873,-0.102491317968918,0.012594258032982,"53349","ZFYVE1","ENSG00000165861",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000076944.17",0.242954622331622,0.111328622313065,0.374580622350178,0.00329469081649548,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.273133012914826,-0.418585644198644,-0.127680381631008,0.00625593210159417,"6813","STXBP2","ENSG00000076944",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000182831.12",0.326654147661612,0.149619918533863,0.503688376789361,0.00330659914732912,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.294181556671472,-0.491378027060483,-0.09698508628246,0.040616996522358,"29035","C16orf72","ENSG00000182831",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000106211.10",-0.290519434605802,-0.447987628504445,-0.133051240707159,0.0033148155886733,"ADUResist","post_3.5_4_hr","transcript-rna-seq",0.265555270318253,0.0848409051891608,0.446269635447345,0.0445818724903295,"3315","HSPB1","ENSG00000106211",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000082212.13",0.223758496505801,0.102336080254306,0.345180912757296,0.00335613195675544,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.252824017327191,-0.38365627617598,-0.121991758478401,0.00489674185315833,"4200","ME2","ENSG00000082212",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000197043.14",-0.210685733810226,-0.325153443561289,-0.0962180240591624,0.0034064674733406,"ADUResist","post_3.5_4_hr","transcript-rna-seq",0.207074189660892,0.0791224812847808,0.335025898037003,0.0220979776995744,"309","ANXA6","ENSG00000197043",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000188921.14",0.256739160004362,0.117221366925039,0.396256953083685,0.00340849317807995,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.2983242147906,-0.452664873712984,-0.143983555868215,0.00488872999540437,"401494","HACD4","ENSG00000188921",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000197635.11",-0.332661808136428,-0.513500647150534,-0.151822969122323,0.00342137821721745,"ADUResist","post_3.5_4_hr","transcript-rna-seq",0.376946743313479,0.160181090758641,0.593712395868317,0.0125963199956076,"1803","DPP4","ENSG00000197635",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000122642.11",0.745696843521599,0.340066615764776,1.15132707127842,0.00344431556992567,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.859484777920806,-1.27911854070285,-0.439851015138762,0.00287014635925447,"11328","FKBP9","ENSG00000122642",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000176390.12",0.241347914887073,0.11000681317339,0.372689016600756,0.0034589651748873,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.228637115805118,-0.370528378904017,-0.08674585270622,0.0228314528191596,"51379","CRLF3","ENSG00000176390",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000006534.17",0.277170926275533,0.126255530166002,0.428086322385063,0.00348265654415595,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.297595898310404,-0.466297224285402,-0.128894572335406,0.0111038115972736,"221","ALDH3B1","ENSG00000006534",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000044115.21",0.209001344212032,0.0951108850530732,0.322891803370991,0.00351885588219198,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.237637901248884,-0.367548520395236,-0.107727282102532,0.0080049353914655,"1495","CTNNA1","ENSG00000044115",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000099204.21",-0.241512543314945,-0.373273379345334,-0.109751707284557,0.00356163545032289,"ADUResist","post_3.5_4_hr","transcript-rna-seq",0.364332216312047,0.209358395218256,0.519306037405839,0.000844908177660073,"3983","ABLIM1","ENSG00000099204",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000024862.18",0.25329772808239,0.115087109293005,0.391508346871774,0.00356163545032289,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.349358961933322,-0.500836657922835,-0.197881265943809,0.000984633349796912,"25901","CCDC28A","ENSG00000024862",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000148730.7",0.16721525451666,0.0759495157177858,0.258480993315534,0.00357532503739694,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.179328265350753,-0.28341413791367,-0.075242392787836,0.0135844031425515,"1979","EIF4EBP2","ENSG00000148730",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000140632.17",0.165954220476674,0.0753624566353547,0.256545984317992,0.00357633828739176,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.193660591162097,-0.29572369636,-0.0915974859641952,0.0057089389054009,"84656","GLYR1","ENSG00000140632",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000272501.1",0.296492818534885,0.134583441768873,0.458402195300897,0.00359421664725028,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.270398912874716,-0.44473310092059,-0.0960647248288429,0.0309371708464914,NA,NA,"ENSG00000272501",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000051108.15",0.179414563379332,0.0812838286381778,0.277545298120486,0.00365286131415559,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.298231807704368,-0.406733628604003,-0.189729986804732,0.000164487983882867,"9709","HERPUD1","ENSG00000051108",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000144040.13",0.351346983190394,0.159033184024953,0.543660782355836,0.00368547198860398,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.339903464981432,-0.539507108712924,-0.14029982124994,0.0149011477497031,"94097","SFXN5","ENSG00000144040",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000166925.9",0.194969710311657,0.0881531444495351,0.301786276173779,0.00372850410833872,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.240525985857033,-0.363946204042444,-0.117105767671622,0.00450522943377697,"81628","TSC22D4","ENSG00000166925",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000278600.1",0.378498848196306,0.171039781048226,0.585957915344385,0.00374067877148257,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.33197439363834,-0.55070006618941,-0.113248721087271,0.0360642387976419,NA,NA,"ENSG00000278600",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000159753.14",-0.277445080662034,-0.42981659945704,-0.125073561867028,0.00383830951141227,"ADUResist","post_3.5_4_hr","transcript-rna-seq",0.355534506123476,0.181418243735367,0.529650768511585,0.00294901366816675,"146206","CARMIL2","ENSG00000159753",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000137177.20",0.317993052880773,0.143297622488347,0.492688483273199,0.0038474761428511,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.323669830666845,-0.519930529259805,-0.127409132073885,0.0190076703908165,"63971","KIF13A","ENSG00000137177",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000130956.14",-0.335376665835531,-0.519759994035101,-0.150993337635962,0.00387741484831154,"ADUResist","post_3.5_4_hr","transcript-rna-seq",0.507477478888432,0.281870862696243,0.73308409508062,0.00121823745561102,"22927","HABP4","ENSG00000130956",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000113504.21",-0.204315721115841,-0.316781340059463,-0.0918501021722187,0.00393847765713735,"ADUResist","post_3.5_4_hr","transcript-rna-seq",0.18547085442791,0.0573490235590008,0.31359268529682,0.0491255318687884,"10723","SLC12A7","ENSG00000113504",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000196227.11",0.366412751867552,0.16466024297212,0.568165260762983,0.00393847765713735,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.322839056652845,-0.539110524305466,-0.106567589000224,0.0404481787529226,"63939","FAM217B","ENSG00000196227",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000106052.14",0.19513748904119,0.0876494387698246,0.302625539312555,0.0039613949724243,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.193802989674376,-0.312668697962968,-0.0749372813857837,0.0207863805637431,"8887","TAX1BP1","ENSG00000106052",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000077684.16",0.186003587213953,0.0831922558797913,0.288814918548115,0.00412761729817864,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.199277207358382,-0.315248424502757,-0.083305990214006,0.0138968747666771,"79960","JADE1","ENSG00000077684",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000068308.15",0.176420146061394,0.0788806103513737,0.273959681771415,0.00413506569990009,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.182815552678364,-0.290649561139111,-0.0749815442176172,0.0153505119538405,"55593","OTUD5","ENSG00000068308",NA,NA,NA,NA
