"collection","database","set_id","set","set_short","set_size","set_size_DB","size_ratio","set_size_in_input","input_size","background_size","p_value","adj_p_value"
"C5","GOBP","03211","GOBP_NEGATIVE_REGULATION_OF_CELL_MATRIX_ADHESION","GOBP_NEGATIVE_REGULATION_OF_CELL_MATRIX_ADHESION",29,40,0.725,5,1591,16972,0.129914757251053,0.293105552979668
"C5","GOBP","05643","GOBP_REGULATION_OF_ARP2_3_COMPLEX_MEDIATED_ACTIN_NUCLEATION","GOBP_REGULATION_OF_ARP2_3_COMPLEX_MEDIATED_ACTIN_NUCLEATION",29,31,0.935,5,1591,16972,0.129914757251053,0.293105552979668
"C5","GOBP","05923","GOBP_REGULATION_OF_ENDOPLASMIC_RETICULUM_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY","GOBP_REGULATION_OF_ENDOPLASMIC_RETICULUM_STRESS...(05923)",29,33,0.879,5,1591,16972,0.129914757251053,0.293105552979668
"C5","GOBP","06910","GOBP_RESPONSE_TO_ARSENIC_CONTAINING_SUBSTANCE","GOBP_RESPONSE_TO_ARSENIC_CONTAINING_SUBSTANCE",29,32,0.906,5,1591,16972,0.129914757251053,0.293105552979668
"C5","GOBP","07005","GOBP_RESPONSE_TO_IONIZING_RADIATION","GOBP_RESPONSE_TO_IONIZING_RADIATION",126,139,0.906,16,1591,16972,0.130494011980493,0.293430796648149
"C5","GOBP","02021","GOBP_GLYCOPROTEIN_METABOLIC_PROCESS","GOBP_GLYCOPROTEIN_METABOLIC_PROCESS",288,372,0.774,33,1591,16972,0.132060923238385,0.293430796648149
"C5","GOBP","05781","GOBP_REGULATION_OF_CELL_CYCLE_PROCESS","GOBP_REGULATION_OF_CELL_CYCLE_PROCESS",624,745,0.838,67,1591,16972,0.132113072901731,0.293430796648149
"C5","GOBP","05393","GOBP_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_REMOVAL","GOBP_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_REMOVAL",108,134,0.806,14,1591,16972,0.133204754841328,0.293430796648149
"C2","REACTOME","13559","REACTOME_SLC_TRANSPORTER_DISORDERS","REACTOME_SLC_TRANSPORTER_DISORDERS",72,99,0.727,10,1591,16972,0.133989458669419,0.240720902335877
"C5","GOBP","01121","GOBP_CEREBRAL_CORTEX_DEVELOPMENT","GOBP_CEREBRAL_CORTEX_DEVELOPMENT",99,127,0.78,13,1591,16972,0.134146573654817,0.293430796648149
"C5","GOMF","10098","GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_CH_OH_GROUP_OF_DONORS","GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_CH_OH_GROUP_OF_DONORS",99,136,0.728,13,1591,16972,0.134146573654817,0.293430796648149
"C2","BIOCARTA","00104","BIOCARTA_FEEDER_PATHWAY","BIOCARTA_FEEDER_PATHWAY",7,9,0.778,2,1591,16972,0.134369380039277,0.240720902335877
"C2","BIOCARTA","00122","BIOCARTA_HBX_PATHWAY","BIOCARTA_HBX_PATHWAY",7,7,1,2,1591,16972,0.134369380039277,0.240720902335877
"C2","BIOCARTA","00131","BIOCARTA_IFNA_PATHWAY","BIOCARTA_IFNA_PATHWAY",7,9,0.778,2,1591,16972,0.134369380039277,0.240720902335877
"C2","BIOCARTA","00211","BIOCARTA_PKC_PATHWAY","BIOCARTA_PKC_PATHWAY",7,7,1,2,1591,16972,0.134369380039277,0.240720902335877
"C2","BIOCARTA","00236","BIOCARTA_RARRXR_PATHWAY","BIOCARTA_RARRXR_PATHWAY",7,7,1,2,1591,16972,0.134369380039277,0.240720902335877
"C2","BIOCARTA","00283","BIOCARTA_TSP1_PATHWAY","BIOCARTA_TSP1_PATHWAY",7,7,1,2,1591,16972,0.134369380039277,0.240720902335877
"C2","KEGG_MEDICUS","10778","KEGG_MEDICUS_PATHOGEN_EBV_EBNA2_TO_RBP_JK_MEDIATED_TRANSCRIPTION","KEGG_MEDICUS_PATHOGEN_EBV_EBNA2_TO_RBP_JK_MEDIATED_TRANSCRIPTION",7,7,1,2,1591,16972,0.134369380039277,0.240720902335877
"C2","KEGG_MEDICUS","10793","KEGG_MEDICUS_PATHOGEN_HCMV_GH_TO_ITGA_B_RHOA_SIGNALING_PATHWAY","KEGG_MEDICUS_PATHOGEN_HCMV_GH_TO_ITGA_B_RHOA...(10793)",7,7,1,2,1591,16972,0.134369380039277,0.240720902335877
"C2","KEGG_MEDICUS","10830","KEGG_MEDICUS_PATHOGEN_KSHV_LANA_TO_WNT_SIGNALING_PATHWAY","KEGG_MEDICUS_PATHOGEN_KSHV_LANA_TO_WNT_SIGNALING_PATHWAY",7,7,1,2,1591,16972,0.134369380039277,0.240720902335877
"C2","KEGG_MEDICUS","10835","KEGG_MEDICUS_PATHOGEN_KSHV_VFLIP_TO_TNF_NFKB_SIGNALING_PATHWAY","KEGG_MEDICUS_PATHOGEN_KSHV_VFLIP_TO_TNF_NFKB...(10835)",7,7,1,2,1591,16972,0.134369380039277,0.240720902335877
"C2","KEGG_MEDICUS","10860","KEGG_MEDICUS_REFERENCE_ACH_CHRN_PI3K_SIGNALING_PATHWAY","KEGG_MEDICUS_REFERENCE_ACH_CHRN_PI3K_SIGNALING_PATHWAY",7,7,1,2,1591,16972,0.134369380039277,0.240720902335877
"C2","KEGG_MEDICUS","10888","KEGG_MEDICUS_REFERENCE_AUTOPHAGY_VESICLE_NUCLEATION_ELONGATION_MATURATION_PACER_RUBCN_PI3KC3_C2","KEGG_MEDICUS_REFERENCE_AUTOPHAGY_VESICLE...(10888)",7,7,1,2,1591,16972,0.134369380039277,0.240720902335877
"C2","KEGG_MEDICUS","11015","KEGG_MEDICUS_REFERENCE_GLYCOGEN_DEGRADATION","KEGG_MEDICUS_REFERENCE_GLYCOGEN_DEGRADATION",7,9,0.778,2,1591,16972,0.134369380039277,0.240720902335877
"C2","KEGG_MEDICUS","11028","KEGG_MEDICUS_REFERENCE_HEPARAN_SULFATE_DEGRADATION","KEGG_MEDICUS_REFERENCE_HEPARAN_SULFATE_DEGRADATION",7,7,1,2,1591,16972,0.134369380039277,0.240720902335877
"C2","KEGG_MEDICUS","11101","KEGG_MEDICUS_REFERENCE_MYOSTATIN_SIGNALING_PATHWAY","KEGG_MEDICUS_REFERENCE_MYOSTATIN_SIGNALING_PATHWAY",7,8,0.875,2,1591,16972,0.134369380039277,0.240720902335877
"C2","KEGG_MEDICUS","11126","KEGG_MEDICUS_REFERENCE_P4_PR_PI3K_SIGNALING_PATHWAY","KEGG_MEDICUS_REFERENCE_P4_PR_PI3K_SIGNALING_PATHWAY",7,8,0.875,2,1591,16972,0.134369380039277,0.240720902335877
"C2","KEGG_MEDICUS","11197","KEGG_MEDICUS_REFERENCE_TNF_RIPK1_3_SIGNALING_PATHWAY","KEGG_MEDICUS_REFERENCE_TNF_RIPK1_3_SIGNALING_PATHWAY",7,7,1,2,1591,16972,0.134369380039277,0.240720902335877
"C2","KEGG_MEDICUS","11226","KEGG_MEDICUS_VARIANT_AMPLIFIED_EGFR_TO_PI3K_SIGNALING_PATHWAY","KEGG_MEDICUS_VARIANT_AMPLIFIED_EGFR_TO_PI3K...(11226)",7,8,0.875,2,1591,16972,0.134369380039277,0.240720902335877
"C2","KEGG_MEDICUS","11253","KEGG_MEDICUS_VARIANT_EGF_OVEREXPRESSION_TO_PI3K_SIGNALING_PATHWAY","KEGG_MEDICUS_VARIANT_EGF_OVEREXPRESSION_TO_PI3K...(11253)",7,8,0.875,2,1591,16972,0.134369380039277,0.240720902335877
"C2","KEGG_MEDICUS","11255","KEGG_MEDICUS_VARIANT_EML4_ALK_FUSION_KINASE_TO_PI3K_SIGNALING_PATHWAY","KEGG_MEDICUS_VARIANT_EML4_ALK_FUSION_KINASE_TO...(11255)",7,8,0.875,2,1591,16972,0.134369380039277,0.240720902335877
"C2","KEGG_MEDICUS","11274","KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_EGFR_TO_PI3K_SIGNALING_PATHWAY","KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_EGFR_TO...(11274)",7,8,0.875,2,1591,16972,0.134369380039277,0.240720902335877
"C2","REACTOME","12400","REACTOME_CREB1_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_CAMKII_CAMKK_CAMKIV_CASCASDE","REACTOME_CREB1_PHOSPHORYLATION_THROUGH_THE...(12400)",7,8,0.875,2,1591,16972,0.134369380039277,0.240720902335877
"C2","REACTOME","12402","REACTOME_CREB_PHOSPHORYLATION","REACTOME_CREB_PHOSPHORYLATION",7,7,1,2,1591,16972,0.134369380039277,0.240720902335877
"C2","REACTOME","12470","REACTOME_DEX_H_BOX_HELICASES_ACTIVATE_TYPE_I_IFN_AND_INFLAMMATORY_CYTOKINES_PRODUCTION","REACTOME_DEX_H_BOX_HELICASES_ACTIVATE_TYPE_I_IFN...(12470)",7,7,1,2,1591,16972,0.134369380039277,0.240720902335877
"C2","REACTOME","12613","REACTOME_FLT3_SIGNALING_BY_CBL_MUTANTS","REACTOME_FLT3_SIGNALING_BY_CBL_MUTANTS",7,7,1,2,1591,16972,0.134369380039277,0.240720902335877
"C2","REACTOME","12764","REACTOME_IKBA_VARIANT_LEADS_TO_EDA_ID","REACTOME_IKBA_VARIANT_LEADS_TO_EDA_ID",7,7,1,2,1591,16972,0.134369380039277,0.240720902335877
"C2","REACTOME","12873","REACTOME_LIPOPHAGY","REACTOME_LIPOPHAGY",7,9,0.778,2,1591,16972,0.134369380039277,0.240720902335877
"C2","REACTOME","13059","REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_TO_CONTROL_BILE_ACID_HOMEOSTASIS","REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_TO...(13059)",7,9,0.778,2,1591,16972,0.134369380039277,0.240720902335877
"C2","REACTOME","13111","REACTOME_P75NTR_REGULATES_AXONOGENESIS","REACTOME_P75NTR_REGULATES_AXONOGENESIS",7,10,0.7,2,1591,16972,0.134369380039277,0.240720902335877
"C2","REACTOME","13393","REACTOME_ROBO_RECEPTORS_BIND_AKAP5","REACTOME_ROBO_RECEPTORS_BIND_AKAP5",7,9,0.778,2,1591,16972,0.134369380039277,0.240720902335877
"C2","REACTOME","13570","REACTOME_SOS_MEDIATED_SIGNALLING","REACTOME_SOS_MEDIATED_SIGNALLING",7,7,1,2,1591,16972,0.134369380039277,0.240720902335877
"C2","REACTOME","13610","REACTOME_SYNTHESIS_OF_5_EICOSATETRAENOIC_ACIDS","REACTOME_SYNTHESIS_OF_5_EICOSATETRAENOIC_ACIDS",7,9,0.778,2,1591,16972,0.134369380039277,0.240720902335877
"C2","REACTOME","13756","REACTOME_TRANSPORT_OF_RCBL_WITHIN_THE_BODY","REACTOME_TRANSPORT_OF_RCBL_WITHIN_THE_BODY",7,8,0.875,2,1591,16972,0.134369380039277,0.240720902335877
"C2","REACTOME","13777","REACTOME_TYSND1_CLEAVES_PEROXISOMAL_PROTEINS","REACTOME_TYSND1_CLEAVES_PEROXISOMAL_PROTEINS",7,7,1,2,1591,16972,0.134369380039277,0.240720902335877
"C2","WP","14085","WP_CALORIC_RESTRICTION_AND_AGING","WP_CALORIC_RESTRICTION_AND_AGING",7,8,0.875,2,1591,16972,0.134369380039277,0.240720902335877
"C2","WP","14575","WP_PENTOSE_PHOSPHATE_PATHWAY_IN_SENESCENT_CELLS","WP_PENTOSE_PHOSPHATE_PATHWAY_IN_SENESCENT_CELLS",7,8,0.875,2,1591,16972,0.134369380039277,0.240720902335877
"C2","WP","14648","WP_SARS_COV_2_B_1_1_7_VARIANT_ANTAGONISES_INNATE_IMMUNE_ACTIVATION","WP_SARS_COV_2_B_1_1_7_VARIANT_ANTAGONISES_INNATE...(14648)",7,9,0.778,2,1591,16972,0.134369380039277,0.240720902335877
"C5","GOBP","00367","GOBP_ADENYLATE_CYCLASE_ACTIVATING_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY_INVOLVED_IN_HEART_PROCESS","GOBP_ADENYLATE_CYCLASE_ACTIVATING_ADRENERGIC...(00367)",7,9,0.778,2,1591,16972,0.134369380039277,0.293430796648149
"C5","GOBP","00380","GOBP_ADHESION_OF_SYMBIONT_TO_HOST_CELL","GOBP_ADHESION_OF_SYMBIONT_TO_HOST_CELL",7,10,0.7,2,1591,16972,0.134369380039277,0.293430796648149
"C5","GOBP","00381","GOBP_ADIPONECTIN_ACTIVATED_SIGNALING_PATHWAY","GOBP_ADIPONECTIN_ACTIVATED_SIGNALING_PATHWAY",7,7,1,2,1591,16972,0.134369380039277,0.293430796648149
"C5","GOBP","00463","GOBP_AMYLOID_BETA_CLEARANCE_BY_TRANSCYTOSIS","GOBP_AMYLOID_BETA_CLEARANCE_BY_TRANSCYTOSIS",7,7,1,2,1591,16972,0.134369380039277,0.293430796648149
"C5","GOBP","00929","GOBP_CELLULAR_RESPONSE_TO_INSULIN_LIKE_GROWTH_FACTOR_STIMULUS","GOBP_CELLULAR_RESPONSE_TO_INSULIN_LIKE_GROWTH...(00929)",7,8,0.875,2,1591,16972,0.134369380039277,0.293430796648149
"C5","GOBP","00953","GOBP_CELLULAR_RESPONSE_TO_NICOTINE","GOBP_CELLULAR_RESPONSE_TO_NICOTINE",7,8,0.875,2,1591,16972,0.134369380039277,0.293430796648149
"C5","GOBP","01206","GOBP_CMP_METABOLIC_PROCESS","GOBP_CMP_METABOLIC_PROCESS",7,8,0.875,2,1591,16972,0.134369380039277,0.293430796648149
"C5","GOBP","01259","GOBP_CORONARY_ARTERY_MORPHOGENESIS","GOBP_CORONARY_ARTERY_MORPHOGENESIS",7,9,0.778,2,1591,16972,0.134369380039277,0.293430796648149
"C5","GOBP","01383","GOBP_DETECTION_OF_CELL_DENSITY","GOBP_DETECTION_OF_CELL_DENSITY",7,10,0.7,2,1591,16972,0.134369380039277,0.293430796648149
"C5","GOBP","01432","GOBP_DIACYLGLYCEROL_BIOSYNTHETIC_PROCESS","GOBP_DIACYLGLYCEROL_BIOSYNTHETIC_PROCESS",7,9,0.778,2,1591,16972,0.134369380039277,0.293430796648149
"C5","GOBP","01612","GOBP_ENDOPLASMIC_RETICULUM_LOCALIZATION","GOBP_ENDOPLASMIC_RETICULUM_LOCALIZATION",7,10,0.7,2,1591,16972,0.134369380039277,0.293430796648149
"C5","GOBP","01718","GOBP_ESTABLISHMENT_OF_GOLGI_LOCALIZATION","GOBP_ESTABLISHMENT_OF_GOLGI_LOCALIZATION",7,8,0.875,2,1591,16972,0.134369380039277,0.293430796648149
"C5","GOBP","01774","GOBP_EXTRACELLULAR_EXOSOME_ASSEMBLY","GOBP_EXTRACELLULAR_EXOSOME_ASSEMBLY",7,7,1,2,1591,16972,0.134369380039277,0.293430796648149
"C5","GOBP","01792","GOBP_FACIAL_NERVE_MORPHOGENESIS","GOBP_FACIAL_NERVE_MORPHOGENESIS",7,10,0.7,2,1591,16972,0.134369380039277,0.293430796648149
"C5","GOBP","01818","GOBP_FAT_PAD_DEVELOPMENT","GOBP_FAT_PAD_DEVELOPMENT",7,8,0.875,2,1591,16972,0.134369380039277,0.293430796648149
"C5","GOBP","02131","GOBP_HEPOXILIN_METABOLIC_PROCESS","GOBP_HEPOXILIN_METABOLIC_PROCESS",7,9,0.778,2,1591,16972,0.134369380039277,0.293430796648149
"C5","GOBP","02339","GOBP_INTRACELLULAR_MONOATOMIC_ANION_HOMEOSTASIS","GOBP_INTRACELLULAR_MONOATOMIC_ANION_HOMEOSTASIS",7,10,0.7,2,1591,16972,0.134369380039277,0.293430796648149
"C5","GOBP","02370","GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_OSMOTIC_STRESS","GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN...(02370)",7,10,0.7,2,1591,16972,0.134369380039277,0.293430796648149
"C5","GOBP","02499","GOBP_LIPOPHAGY","GOBP_LIPOPHAGY",7,7,1,2,1591,16972,0.134369380039277,0.293430796648149
"C5","GOBP","02883","GOBP_MITOCHONDRION_ENDOPLASMIC_RETICULUM_MEMBRANE_TETHERING","GOBP_MITOCHONDRION_ENDOPLASMIC_RETICULUM_MEMBRANE_TETHERING",7,7,1,2,1591,16972,0.134369380039277,0.293430796648149
"C5","GOBP","03009","GOBP_MUSCLE_ATROPHY","GOBP_MUSCLE_ATROPHY",7,10,0.7,2,1591,16972,0.134369380039277,0.293430796648149
"C5","GOBP","03150","GOBP_NEGATIVE_REGULATION_OF_B_CELL_RECEPTOR_SIGNALING_PATHWAY","GOBP_NEGATIVE_REGULATION_OF_B_CELL_RECEPTOR...(03150)",7,8,0.875,2,1591,16972,0.134369380039277,0.293430796648149
"C5","GOBP","03152","GOBP_NEGATIVE_REGULATION_OF_CALCIUM_ION_DEPENDENT_EXOCYTOSIS","GOBP_NEGATIVE_REGULATION_OF_CALCIUM_ION_DEPENDENT_EXOCYTOSIS",7,8,0.875,2,1591,16972,0.134369380039277,0.293430796648149
"C5","GOBP","03179","GOBP_NEGATIVE_REGULATION_OF_CD8_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION","GOBP_NEGATIVE_REGULATION_OF_CD8_POSITIVE_ALPHA...(03179)",7,8,0.875,2,1591,16972,0.134369380039277,0.293430796648149
"C5","GOBP","03670","GOBP_NEGATIVE_REGULATION_OF_RUFFLE_ASSEMBLY","GOBP_NEGATIVE_REGULATION_OF_RUFFLE_ASSEMBLY",7,7,1,2,1591,16972,0.134369380039277,0.293430796648149
"C5","GOBP","04027","GOBP_OLIGOPEPTIDE_TRANSMEMBRANE_TRANSPORT","GOBP_OLIGOPEPTIDE_TRANSMEMBRANE_TRANSPORT",7,9,0.778,2,1591,16972,0.134369380039277,0.293430796648149
"C5","GOBP","04074","GOBP_ORNITHINE_METABOLIC_PROCESS","GOBP_ORNITHINE_METABOLIC_PROCESS",7,10,0.7,2,1591,16972,0.134369380039277,0.293430796648149
"C5","GOBP","04157","GOBP_PEPTIDYL_PROLINE_HYDROXYLATION_TO_4_HYDROXY_L_PROLINE","GOBP_PEPTIDYL_PROLINE_HYDROXYLATION_TO_4_HYDROXY_L_PROLINE",7,8,0.875,2,1591,16972,0.134369380039277,0.293430796648149
"C5","GOBP","04187","GOBP_PHAGOSOME_ACIDIFICATION","GOBP_PHAGOSOME_ACIDIFICATION",7,7,1,2,1591,16972,0.134369380039277,0.293430796648149
"C5","GOBP","04284","GOBP_PML_BODY_ORGANIZATION","GOBP_PML_BODY_ORGANIZATION",7,7,1,2,1591,16972,0.134369380039277,0.293430796648149
"C5","GOBP","04604","GOBP_POSITIVE_REGULATION_OF_FIBROBLAST_APOPTOTIC_PROCESS","GOBP_POSITIVE_REGULATION_OF_FIBROBLAST_APOPTOTIC_PROCESS",7,10,0.7,2,1591,16972,0.134369380039277,0.293430796648149
"C5","GOBP","04613","GOBP_POSITIVE_REGULATION_OF_GAMMA_DELTA_T_CELL_DIFFERENTIATION","GOBP_POSITIVE_REGULATION_OF_GAMMA_DELTA_T_CELL...(04613)",7,7,1,2,1591,16972,0.134369380039277,0.293430796648149
"C5","GOBP","04719","GOBP_POSITIVE_REGULATION_OF_KILLING_OF_CELLS_OF_ANOTHER_ORGANISM","GOBP_POSITIVE_REGULATION_OF_KILLING_OF_CELLS_OF...(04719)",7,8,0.875,2,1591,16972,0.134369380039277,0.293430796648149
"C5","GOBP","04920","GOBP_POSITIVE_REGULATION_OF_PINOCYTOSIS","GOBP_POSITIVE_REGULATION_OF_PINOCYTOSIS",7,7,1,2,1591,16972,0.134369380039277,0.293430796648149
"C5","GOBP","04951","GOBP_POSITIVE_REGULATION_OF_PROTEIN_GLYCOSYLATION","GOBP_POSITIVE_REGULATION_OF_PROTEIN_GLYCOSYLATION",7,8,0.875,2,1591,16972,0.134369380039277,0.293430796648149
"C5","GOBP","05025","GOBP_POSITIVE_REGULATION_OF_SEQUESTERING_OF_TRIGLYCERIDE","GOBP_POSITIVE_REGULATION_OF_SEQUESTERING_OF_TRIGLYCERIDE",7,9,0.778,2,1591,16972,0.134369380039277,0.293430796648149
"C5","GOBP","05105","GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_OF_NOTCH_RECEPTOR_TARGET","GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_OF_NOTCH...(05105)",7,7,1,2,1591,16972,0.134369380039277,0.293430796648149
"C5","GOBP","05114","GOBP_POSITIVE_REGULATION_OF_TRANSLATION_IN_RESPONSE_TO_STRESS","GOBP_POSITIVE_REGULATION_OF_TRANSLATION_IN...(05114)",7,7,1,2,1591,16972,0.134369380039277,0.293430796648149
"C5","GOBP","05147","GOBP_POSITIVE_REGULATION_OF_T_HELPER_2_CELL_DIFFERENTIATION","GOBP_POSITIVE_REGULATION_OF_T_HELPER_2_CELL...(05147)",7,7,1,2,1591,16972,0.134369380039277,0.293430796648149
"C5","GOBP","05339","GOBP_PROTEIN_LOCALIZATION_TO_BASOLATERAL_PLASMA_MEMBRANE","GOBP_PROTEIN_LOCALIZATION_TO_BASOLATERAL_PLASMA_MEMBRANE",7,8,0.875,2,1591,16972,0.134369380039277,0.293430796648149
"C5","GOBP","05416","GOBP_PROTEIN_REPAIR","GOBP_PROTEIN_REPAIR",7,7,1,2,1591,16972,0.134369380039277,0.293430796648149
"C5","GOBP","05473","GOBP_PURINE_DEOXYRIBONUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS","GOBP_PURINE_DEOXYRIBONUCLEOSIDE_MONOPHOSPHATE...(05473)",7,10,0.7,2,1591,16972,0.134369380039277,0.293430796648149
"C5","GOBP","05476","GOBP_PURINE_DEOXYRIBONUCLEOTIDE_CATABOLIC_PROCESS","GOBP_PURINE_DEOXYRIBONUCLEOTIDE_CATABOLIC_PROCESS",7,10,0.7,2,1591,16972,0.134369380039277,0.293430796648149
"C5","GOBP","05603","GOBP_REGULATION_OF_ADIPONECTIN_SECRETION","GOBP_REGULATION_OF_ADIPONECTIN_SECRETION",7,7,1,2,1591,16972,0.134369380039277,0.293430796648149
"C5","GOBP","05811","GOBP_REGULATION_OF_CHEMOKINE_MEDIATED_SIGNALING_PATHWAY","GOBP_REGULATION_OF_CHEMOKINE_MEDIATED_SIGNALING_PATHWAY",7,10,0.7,2,1591,16972,0.134369380039277,0.293430796648149
"C5","GOBP","05849","GOBP_REGULATION_OF_CYCLIC_NUCLEOTIDE_PHOSPHODIESTERASE_ACTIVITY","GOBP_REGULATION_OF_CYCLIC_NUCLEOTIDE...(05849)",7,8,0.875,2,1591,16972,0.134369380039277,0.293430796648149
"C5","GOBP","06139","GOBP_REGULATION_OF_ISOTYPE_SWITCHING_TO_IGE_ISOTYPES","GOBP_REGULATION_OF_ISOTYPE_SWITCHING_TO_IGE_ISOTYPES",7,7,1,2,1591,16972,0.134369380039277,0.293430796648149
"C5","GOBP","06220","GOBP_REGULATION_OF_MAST_CELL_CHEMOTAXIS","GOBP_REGULATION_OF_MAST_CELL_CHEMOTAXIS",7,8,0.875,2,1591,16972,0.134369380039277,0.293430796648149
"C5","GOBP","06560","GOBP_REGULATION_OF_PRO_B_CELL_DIFFERENTIATION","GOBP_REGULATION_OF_PRO_B_CELL_DIFFERENTIATION",7,8,0.875,2,1591,16972,0.134369380039277,0.293430796648149
"C5","GOBP","06681","GOBP_REGULATION_OF_STRESS_GRANULE_ASSEMBLY","GOBP_REGULATION_OF_STRESS_GRANULE_ASSEMBLY",7,8,0.875,2,1591,16972,0.134369380039277,0.293430796648149
"C5","GOBP","06739","GOBP_REGULATION_OF_TOLL_LIKE_RECEPTOR_7_SIGNALING_PATHWAY","GOBP_REGULATION_OF_TOLL_LIKE_RECEPTOR_7_SIGNALING_PATHWAY",7,7,1,2,1591,16972,0.134369380039277,0.293430796648149
"C5","GOBP","06849","GOBP_RELAXATION_OF_SMOOTH_MUSCLE","GOBP_RELAXATION_OF_SMOOTH_MUSCLE",7,9,0.778,2,1591,16972,0.134369380039277,0.293430796648149
"C5","GOBP","06886","GOBP_RESPIRATORY_BURST_INVOLVED_IN_INFLAMMATORY_RESPONSE","GOBP_RESPIRATORY_BURST_INVOLVED_IN_INFLAMMATORY_RESPONSE",7,9,0.778,2,1591,16972,0.134369380039277,0.293430796648149
"C5","GOBP","07114","GOBP_RESPONSE_TO_VITAMIN_E","GOBP_RESPONSE_TO_VITAMIN_E",7,8,0.875,2,1591,16972,0.134369380039277,0.293430796648149
"C5","GOBP","07121","GOBP_RESPONSE_TO_YEAST","GOBP_RESPONSE_TO_YEAST",7,7,1,2,1591,16972,0.134369380039277,0.293430796648149
"C5","GOBP","07123","GOBP_RESPONSE_TO_ZINC_ION_STARVATION","GOBP_RESPONSE_TO_ZINC_ION_STARVATION",7,9,0.778,2,1591,16972,0.134369380039277,0.293430796648149
"C5","GOBP","07369","GOBP_SNRNA_MODIFICATION","GOBP_SNRNA_MODIFICATION",7,7,1,2,1591,16972,0.134369380039277,0.293430796648149
"C5","GOBP","07527","GOBP_SYNAPTIC_VESICLE_DOCKING","GOBP_SYNAPTIC_VESICLE_DOCKING",7,10,0.7,2,1591,16972,0.134369380039277,0.293430796648149
"C5","GOBP","07549","GOBP_TAURINE_TRANSPORT","GOBP_TAURINE_TRANSPORT",7,8,0.875,2,1591,16972,0.134369380039277,0.293430796648149
"C5","GOBP","07643","GOBP_TRANSCRIPTION_ELONGATION_COUPLED_CHROMATIN_REMODELING","GOBP_TRANSCRIPTION_ELONGATION_COUPLED_CHROMATIN_REMODELING",7,7,1,2,1591,16972,0.134369380039277,0.293430796648149
"C5","GOBP","07921","GOBP_WOUND_HEALING_INVOLVED_IN_INFLAMMATORY_RESPONSE","GOBP_WOUND_HEALING_INVOLVED_IN_INFLAMMATORY_RESPONSE",7,9,0.778,2,1591,16972,0.134369380039277,0.293430796648149
"C5","GOBP","07939","GOBP_ZYMOGEN_INHIBITION","GOBP_ZYMOGEN_INHIBITION",7,8,0.875,2,1591,16972,0.134369380039277,0.293430796648149
"C5","GOCC","08342","GOCC_GRANULAR_COMPONENT","GOCC_GRANULAR_COMPONENT",7,7,1,2,1591,16972,0.134369380039277,0.293430796648149
"C5","GOCC","08387","GOCC_INSULIN_RESPONSIVE_COMPARTMENT","GOCC_INSULIN_RESPONSIVE_COMPARTMENT",7,7,1,2,1591,16972,0.134369380039277,0.293430796648149
"C5","GOCC","08939","GOCC_VARICOSITY","GOCC_VARICOSITY",7,8,0.875,2,1591,16972,0.134369380039277,0.293430796648149
"C5","GOMF","08962","GOMF_1_PHOSPHATIDYLINOSITOL_4_5_BISPHOSPHATE_3_KINASE_ACTIVITY","GOMF_1_PHOSPHATIDYLINOSITOL_4_5_BISPHOSPHATE_3...(08962)",7,7,1,2,1591,16972,0.134369380039277,0.293430796648149
"C5","GOMF","09179","GOMF_BRANCHED_CHAIN_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY","GOMF_BRANCHED_CHAIN_AMINO_ACID_TRANSMEMBRANE...(09179)",7,10,0.7,2,1591,16972,0.134369380039277,0.293430796648149
"C5","GOMF","09198","GOMF_CALCIUM_DEPENDENT_PROTEIN_SERINE_THREONINE_PHOSPHATASE_ACTIVITY","GOMF_CALCIUM_DEPENDENT_PROTEIN_SERINE_THREONINE...(09198)",7,7,1,2,1591,16972,0.134369380039277,0.293430796648149
"C5","GOMF","09702","GOMF_IMMUNOGLOBULIN_RECEPTOR_ACTIVITY","GOMF_IMMUNOGLOBULIN_RECEPTOR_ACTIVITY",7,9,0.778,2,1591,16972,0.134369380039277,0.293430796648149
"C5","GOMF","09900","GOMF_MHC_CLASS_I_PROTEIN_COMPLEX_BINDING","GOMF_MHC_CLASS_I_PROTEIN_COMPLEX_BINDING",7,7,1,2,1591,16972,0.134369380039277,0.293430796648149
