tissue	assay	contrast_type	contrast	contrast_short	collection	database	set_id	set	set_short	set_size	set_size_DB	size_ratio	direction	t	df	z.std	p_value	adj_p_value
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	01371	GOBP_DEOXYRIBONUCLEOTIDE_METABOLIC_PROCESS	GOBP_DEOXYRIBONUCLEOTIDE_METABOLIC_PROCESS	40	43	0.93	Up	1.0621286887207	20047	1.06210050156771	0.288190062438607	0.698502360960495
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	05003	GOBP_POSITIVE_REGULATION_OF_RESPIRATORY_BURST	GOBP_POSITIVE_REGULATION_OF_RESPIRATORY_BURST	8	9	0.889	Down	-1.06197091379552	20047	-1.06194273526756	0.288261682735756	0.698502360960495
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	07503	GOBP_SUPEROXIDE_METABOLIC_PROCESS	GOBP_SUPEROXIDE_METABOLIC_PROCESS	60	73	0.822	Down	-1.06163210401572	20047	-1.06160394400269	0.288415522491796	0.698675915089875
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	07164	GOBP_RIBONUCLEOSIDE_CATABOLIC_PROCESS	GOBP_RIBONUCLEOSIDE_CATABOLIC_PROCESS	15	20	0.75	Up	1.06061826856971	20047	1.0605901639053	0.288876194572381	0.699193933772741
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	02167	GOBP_HISTONE_UBIQUITINATION	GOBP_HISTONE_UBIQUITINATION	9	9	1	Down	-1.05976963196789	20047	-1.05974157357063	0.289262183760657	0.699713848221345
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	03517	GOBP_NEGATIVE_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION	GOBP_NEGATIVE_REGULATION_OF_MYELOID_LEUKOCYTE...(03517)	47	53	0.887	Down	-1.05968132005588	20047	-1.05965326647005	0.28930237101363	0.699713848221345
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	01042	GOBP_CELL_DIFFERENTIATION_INVOLVED_IN_METANEPHROS_DEVELOPMENT	GOBP_CELL_DIFFERENTIATION_INVOLVED_IN_METANEPHROS_DEVELOPMENT	20	23	0.87	Down	-1.05937331117807	20047	-1.05934527436842	0.28944256308692	0.699713848221345
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	03464	GOBP_NEGATIVE_REGULATION_OF_MAP_KINASE_ACTIVITY	GOBP_NEGATIVE_REGULATION_OF_MAP_KINASE_ACTIVITY	43	51	0.843	Down	-1.05924123224328	20047	-1.0592132026252	0.289502693615704	0.699713848221345
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	02515	GOBP_LOCOMOTION_INVOLVED_IN_LOCOMOTORY_BEHAVIOR	GOBP_LOCOMOTION_INVOLVED_IN_LOCOMOTORY_BEHAVIOR	10	12	0.833	Down	-1.05889706433684	20047	-1.05886905345189	0.289659419731914	0.699811165732164
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	00739	GOBP_CALCIUM_MEDIATED_SIGNALING	GOBP_CALCIUM_MEDIATED_SIGNALING	178	210	0.848	Down	-1.05861038937713	20047	-1.0585823940888	0.289790008497468	0.699811165732164
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	03208	GOBP_NEGATIVE_REGULATION_OF_CELL_GROWTH_INVOLVED_IN_CARDIAC_MUSCLE_CELL_DEVELOPMENT	GOBP_NEGATIVE_REGULATION_OF_CELL_GROWTH_INVOLVED...(03208)	10	13	0.769	Down	-1.05663048309348	20047	-1.05660259534479	0.290692995534937	0.700093458699108
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	05252	GOBP_PROSTANOID_BIOSYNTHETIC_PROCESS	GOBP_PROSTANOID_BIOSYNTHETIC_PROCESS	25	32	0.781	Down	-1.05636483260399	20047	-1.05633695926066	0.29081429612978	0.700093458699108
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	01704	GOBP_ERYTHROCYTE_MATURATION	GOBP_ERYTHROCYTE_MATURATION	16	18	0.889	Up	1.05611729685839	20047	1.05608943693308	0.290927355861472	0.700093458699108
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	05146	GOBP_POSITIVE_REGULATION_OF_T_HELPER_2_CELL_CYTOKINE_PRODUCTION	GOBP_POSITIVE_REGULATION_OF_T_HELPER_2_CELL...(05146)	7	9	0.778	Down	-1.05598350882298	20047	-1.05595565614783	0.290988474652687	0.700093458699108
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	04478	GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_CONDENSATION	GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_CONDENSATION	8	8	1	Up	1.05596009472702	20047	1.05593224332057	0.290999171872538	0.700093458699108
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	07465	GOBP_STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_CASCADE	GOBP_STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_CASCADE	215	240	0.896	Up	1.05582753848987	20047	1.05579969426518	0.291059737951404	0.700093458699108
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	06208	GOBP_REGULATION_OF_MACROPHAGE_CHEMOTAXIS	GOBP_REGULATION_OF_MACROPHAGE_CHEMOTAXIS	25	28	0.893	Down	-1.05574021692978	20047	-1.05571237743532	0.291099640550814	0.700093458699108
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	03671	GOBP_NEGATIVE_REGULATION_OF_RYANODINE_SENSITIVE_CALCIUM_RELEASE_CHANNEL_ACTIVITY	GOBP_NEGATIVE_REGULATION_OF_RYANODINE_SENSITIVE...(03671)	12	12	1	Down	-1.05565510441995	20047	-1.05562726953549	0.291138537239397	0.700093458699108
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	05511	GOBP_PYRIMIDINE_CONTAINING_COMPOUND_TRANSMEMBRANE_TRANSPORT	GOBP_PYRIMIDINE_CONTAINING_COMPOUND_TRANSMEMBRANE_TRANSPORT	13	16	0.812	Up	1.05532525845779	20047	1.05529744143354	0.291289310914418	0.700093458699108
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	04337	GOBP_POSITIVE_REGULATION_OF_AMPA_RECEPTOR_ACTIVITY	GOBP_POSITIVE_REGULATION_OF_AMPA_RECEPTOR_ACTIVITY	5	5	1	Up	1.05522750944573	20047	1.05519969771265	0.291334002392473	0.700093458699108
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	02588	GOBP_L_METHIONINE_SALVAGE_FROM_METHYLTHIOADENOSINE	GOBP_L_METHIONINE_SALVAGE_FROM_METHYLTHIOADENOSINE	5	5	1	Down	-1.05511980493411	20047	-1.05509199903023	0.291383250927283	0.700093458699108
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	05662	GOBP_REGULATION_OF_AXONOGENESIS	GOBP_REGULATION_OF_AXONOGENESIS	138	157	0.879	Up	1.05503065235457	20047	1.05500285127513	0.291424020713595	0.700093458699108
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	06164	GOBP_REGULATION_OF_LEUKOCYTE_PROLIFERATION	GOBP_REGULATION_OF_LEUKOCYTE_PROLIFERATION	219	267	0.82	Down	-1.05502818518496	20047	-1.05500038423902	0.291425149013417	0.700093458699108
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	02122	GOBP_HEPARAN_SULFATE_PROTEOGLYCAN_CATABOLIC_PROCESS	GOBP_HEPARAN_SULFATE_PROTEOGLYCAN_CATABOLIC_PROCESS	9	9	1	Up	1.0549961911806	20047	1.05496839196583	0.291439780956607	0.700093458699108
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	03032	GOBP_MYELOID_CELL_APOPTOTIC_PROCESS	GOBP_MYELOID_CELL_APOPTOTIC_PROCESS	35	40	0.875	Down	-1.0549720583447	20047	-1.05494426043569	0.291450818047633	0.700093458699108
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	06786	GOBP_REGULATION_OF_T_CELL_CHEMOTAXIS	GOBP_REGULATION_OF_T_CELL_CHEMOTAXIS	12	16	0.75	Down	-1.0548640930033	20047	-1.05483630093543	0.291500199162182	0.700093458699108
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	02670	GOBP_MAST_CELL_PROLIFERATION	GOBP_MAST_CELL_PROLIFERATION	7	7	1	Down	-1.05458367062919	20047	-1.05455589372842	0.291628484832471	0.700093458699108
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	05587	GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_PROCESS	GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_PROCESS	338	380	0.889	Up	1.05456515837561	20047	1.05453738247589	0.291636955024105	0.700093458699108
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	00649	GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTERSPECIES_INTERACTION_BETWEEN_ORGANISMS	GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTERSPECIES...(00649)	1324	1759	0.753	Down	-1.05413126813715	20047	-1.05410351569223	0.291835526751204	0.700286132130201
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	00391	GOBP_ADULT_LOCOMOTORY_BEHAVIOR	GOBP_ADULT_LOCOMOTORY_BEHAVIOR	65	81	0.802	Down	-1.05402968744564	20047	-1.05400194048972	0.291882028713247	0.700286132130201
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	00944	GOBP_CELLULAR_RESPONSE_TO_LIPOPROTEIN_PARTICLE_STIMULUS	GOBP_CELLULAR_RESPONSE_TO_LIPOPROTEIN_PARTICLE_STIMULUS	33	42	0.786	Down	-1.05381542228595	20047	-1.05378768690536	0.291980132090784	0.700323782813288
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	05059	GOBP_POSITIVE_REGULATION_OF_STRESS_FIBER_ASSEMBLY	GOBP_POSITIVE_REGULATION_OF_STRESS_FIBER_ASSEMBLY	49	51	0.961	Up	1.05349469193996	20047	1.05346697387956	0.292127022984975	0.700371657770037
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	04652	GOBP_POSITIVE_REGULATION_OF_HEMOGLOBIN_BIOSYNTHETIC_PROCESS	GOBP_POSITIVE_REGULATION_OF_HEMOGLOBIN...(04652)	6	6	1	Up	1.05333552114815	20047	1.05330781168033	0.292199939849571	0.700371657770037
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	02021	GOBP_GLYCOPROTEIN_METABOLIC_PROCESS	GOBP_GLYCOPROTEIN_METABOLIC_PROCESS	313	372	0.841	Down	-1.05280710888141	20047	-1.05277942792477	0.292442095582938	0.700371657770037
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	01710	GOBP_ESTABLISHMENT_OF_BLOOD_BRAIN_BARRIER	GOBP_ESTABLISHMENT_OF_BLOOD_BRAIN_BARRIER	13	16	0.812	Down	-1.05224236801697	20047	-1.05221471750737	0.292701048606474	0.700371657770037
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	07743	GOBP_T_CELL_CHEMOTAXIS	GOBP_T_CELL_CHEMOTAXIS	20	27	0.741	Down	-1.05204728414722	20047	-1.05201964414939	0.292790537010149	0.700371657770037
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	01250	GOBP_COPI_COATED_VESICLE_BUDDING	GOBP_COPI_COATED_VESICLE_BUDDING	6	6	1	Down	-1.05196011177083	20047	-1.05193247646918	0.292830530450686	0.700371657770037
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	06729	GOBP_REGULATION_OF_TETRAPYRROLE_METABOLIC_PROCESS	GOBP_REGULATION_OF_TETRAPYRROLE_METABOLIC_PROCESS	8	10	0.8	Down	-1.05190800673601	20047	-1.05188037424108	0.292854437247335	0.700371657770037
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	03526	GOBP_NEGATIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT	GOBP_NEGATIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT	119	155	0.768	Up	1.05190453571006	20047	1.0518769034021	0.292856029867651	0.700371657770037
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	06530	GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_SURFACE	GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_SURFACE	37	42	0.881	Down	-1.05188998505144	20047	-1.05186235352723	0.29286270624938	0.700371657770037
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	06197	GOBP_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY	GOBP_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY	151	188	0.803	Down	-1.05164009643537	20047	-1.05161247836853	0.292977380359394	0.700371657770037
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	06264	GOBP_REGULATION_OF_MICROVILLUS_ORGANIZATION	GOBP_REGULATION_OF_MICROVILLUS_ORGANIZATION	10	13	0.769	Up	1.05159462681525	20047	1.05156701119659	0.292998249649836	0.700371657770037
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	04787	GOBP_POSITIVE_REGULATION_OF_MICROTUBULE_NUCLEATION	GOBP_POSITIVE_REGULATION_OF_MICROTUBULE_NUCLEATION	8	8	1	Up	1.05143504546768	20047	1.05140743843988	0.293071500944958	0.700371657770037
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	05711	GOBP_REGULATION_OF_CALCIUM_MEDIATED_SIGNALING	GOBP_REGULATION_OF_CALCIUM_MEDIATED_SIGNALING	69	83	0.831	Down	-1.05093080909404	20047	-1.05090322919803	0.293303037143126	0.700606029688696
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	05886	GOBP_REGULATION_OF_DNA_CATABOLIC_PROCESS	GOBP_REGULATION_OF_DNA_CATABOLIC_PROCESS	12	13	0.923	Down	-1.05086239419989	20047	-1.05083481798359	0.293334461477098	0.700606029688696
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	06496	GOBP_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE	GOBP_REGULATION_OF_PRODUCTION_OF_MOLECULAR...(06496)	165	193	0.855	Down	-1.04915619611195	20047	-1.04912871154483	0.294118883306648	0.702016436320043
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	02213	GOBP_IMMUNE_EFFECTOR_PROCESS	GOBP_IMMUNE_EFFECTOR_PROCESS	544	700	0.777	Down	-1.04908968948686	20047	-1.04906220848755	0.294149488078082	0.702016436320043
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	01072	GOBP_CELL_PROJECTION_ASSEMBLY	GOBP_CELL_PROJECTION_ASSEMBLY	539	622	0.867	Up	1.04884645030055	20047	1.04881898234705	0.294261439169388	0.702016436320043
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	05652	GOBP_REGULATION_OF_ATP_METABOLIC_PROCESS	GOBP_REGULATION_OF_ATP_METABOLIC_PROCESS	22	24	0.917	Down	-1.04878811514672	20047	-1.04876065032125	0.294288292231996	0.702016436320043
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	05410	GOBP_PROTEIN_POLYUFMYLATION	GOBP_PROTEIN_POLYUFMYLATION	5	5	1	Down	-1.04837093560467	20047	-1.04834349314136	0.294480377812686	0.702016436320043
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	06034	GOBP_REGULATION_OF_GLYCOLYTIC_PROCESS	GOBP_REGULATION_OF_GLYCOLYTIC_PROCESS	47	52	0.904	Down	-1.04826605995384	20047	-1.04823862311005	0.294528679831761	0.702016436320043
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	03986	GOBP_NUCLEOSIDE_TRIPHOSPHATE_CATABOLIC_PROCESS	GOBP_NUCLEOSIDE_TRIPHOSPHATE_CATABOLIC_PROCESS	12	13	0.923	Up	1.04822068145006	20047	1.04819324703751	0.294549581213187	0.702016436320043
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	03236	GOBP_NEGATIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION	GOBP_NEGATIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION	91	94	0.968	Up	1.04772221942248	20047	1.04769481170532	0.294779238734221	0.702280339434653
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	03146	GOBP_NEGATIVE_REGULATION_OF_B_CELL_APOPTOTIC_PROCESS	GOBP_NEGATIVE_REGULATION_OF_B_CELL_APOPTOTIC_PROCESS	15	16	0.938	Up	1.04731204310527	20047	1.04728465734069	0.294968310161163	0.702357235447479
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	06612	GOBP_REGULATION_OF_RIBONUCLEASE_ACTIVITY	GOBP_REGULATION_OF_RIBONUCLEASE_ACTIVITY	9	9	1	Down	-1.04695369208079	20047	-1.04692632548434	0.295133559127387	0.702357235447479
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	05879	GOBP_REGULATION_OF_DEPHOSPHORYLATION	GOBP_REGULATION_OF_DEPHOSPHORYLATION	92	106	0.868	Down	-1.04693514328411	20047	-1.04690777767955	0.295142114354312	0.702357235447479
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	07467	GOBP_STRESS_GRANULE_ASSEMBLY	GOBP_STRESS_GRANULE_ASSEMBLY	31	31	1	Down	-1.04644034852763	20047	-1.04641300937228	0.295370388944105	0.702703685679453
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	06321	GOBP_REGULATION_OF_MUSCLE_CONTRACTION	GOBP_REGULATION_OF_MUSCLE_CONTRACTION	130	170	0.765	Up	1.04596929444475	20047	1.04594198045175	0.295587820576509	0.702727798020797
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	05402	GOBP_PROTEIN_O_LINKED_GLYCOSYLATION_VIA_THREONINE	GOBP_PROTEIN_O_LINKED_GLYCOSYLATION_VIA_THREONINE	9	10	0.9	Down	-1.04588096488194	20047	-1.04585365560531	0.295628604133249	0.702727798020797
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	06805	GOBP_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY	GOBP_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY	36	39	0.923	Down	-1.04478561298056	20047	-1.04475836213978	0.296134663474338	0.703537145710071
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	03143	GOBP_NEGATIVE_REGULATION_OF_BONE_REMODELING	GOBP_NEGATIVE_REGULATION_OF_BONE_REMODELING	14	18	0.778	Down	-1.04458970328795	20047	-1.04456246288884	0.296225236049064	0.703555633299314
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	01067	GOBP_CELL_MORPHOGENESIS	GOBP_CELL_MORPHOGENESIS	802	964	0.832	Up	1.04385530244107	20047	1.04382810115769	0.29656492776377	0.704165620602547
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	05801	GOBP_REGULATION_OF_CELL_SIZE	GOBP_REGULATION_OF_CELL_SIZE	167	188	0.888	Up	1.04353348928616	20047	1.04350630512995	0.29671386216114	0.70432245828083
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	04536	GOBP_POSITIVE_REGULATION_OF_DNA_METHYLATION_DEPENDENT_HETEROCHROMATIN_FORMATION	GOBP_POSITIVE_REGULATION_OF_DNA_METHYLATION...(04536)	11	11	1	Up	1.04288328050567	20047	1.04285613092945	0.297014929949484	0.704546275797818
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	04576	GOBP_POSITIVE_REGULATION_OF_ERBB_SIGNALING_PATHWAY	GOBP_POSITIVE_REGULATION_OF_ERBB_SIGNALING_PATHWAY	24	29	0.828	Up	1.04279273225096	20047	1.04276558748775	0.297056872932876	0.704546275797818
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	07132	GOBP_RETINAL_METABOLIC_PROCESS	GOBP_RETINAL_METABOLIC_PROCESS	15	18	0.833	Down	-1.04228868737159	20047	-1.04226156938869	0.29729042465157	0.704903467826184
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	05339	GOBP_PROTEIN_LOCALIZATION_TO_BASOLATERAL_PLASMA_MEMBRANE	GOBP_PROTEIN_LOCALIZATION_TO_BASOLATERAL_PLASMA_MEMBRANE	7	8	0.875	Down	-1.04151272576605	20047	-1.04148564897189	0.297650210252115	0.705314961769716
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	06184	GOBP_REGULATION_OF_LONG_CHAIN_FATTY_ACID_IMPORT_INTO_CELL	GOBP_REGULATION_OF_LONG_CHAIN_FATTY_ACID_IMPORT_INTO_CELL	8	8	1	Down	-1.04060723984622	20047	-1.04058021105676	0.298070419409173	0.705314961769716
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	07178	GOBP_RIBOSOMAL_SMALL_SUBUNIT_ASSEMBLY	GOBP_RIBOSOMAL_SMALL_SUBUNIT_ASSEMBLY	17	19	0.895	Up	1.04035989808611	20047	1.04033288239847	0.298185272264167	0.705314961769716
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	01618	GOBP_ENDOPLASMIC_RETICULUM_TUBULAR_NETWORK_FORMATION	GOBP_ENDOPLASMIC_RETICULUM_TUBULAR_NETWORK_FORMATION	5	5	1	Down	-1.04022699196196	20047	-1.04019998331247	0.298246999274886	0.705314961769716
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	02361	GOBP_INTRACILIARY_TRANSPORT_INVOLVED_IN_CILIUM_ASSEMBLY	GOBP_INTRACILIARY_TRANSPORT_INVOLVED_IN_CILIUM_ASSEMBLY	7	7	1	Up	1.03981357754121	20047	1.03978659077559	0.298439060312058	0.705314961769716
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	07011	GOBP_RESPONSE_TO_LAMINAR_FLUID_SHEAR_STRESS	GOBP_RESPONSE_TO_LAMINAR_FLUID_SHEAR_STRESS	13	14	0.929	Up	1.03964924407953	20047	1.03962226600911	0.298515428082269	0.705314961769716
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	02684	GOBP_MDA_5_SIGNALING_PATHWAY	GOBP_MDA_5_SIGNALING_PATHWAY	10	11	0.909	Down	-1.03940419438719	20047	-1.03937722927893	0.298629329908421	0.705314961769716
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	04357	GOBP_POSITIVE_REGULATION_OF_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE	GOBP_POSITIVE_REGULATION_OF_ATTACHMENT_OF_SPINDLE...(04357)	11	11	1	Up	1.03929370929646	20047	1.0392667500309	0.298680694099139	0.705314961769716
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	00873	GOBP_CELLULAR_RESPONSE_TO_ACID_CHEMICAL	GOBP_CELLULAR_RESPONSE_TO_ACID_CHEMICAL	80	94	0.851	Down	-1.03885154790907	20047	-1.0388246120165	0.298886312652069	0.705314961769716
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	04058	GOBP_ORGANIC_CATION_TRANSPORT	GOBP_ORGANIC_CATION_TRANSPORT	47	63	0.746	Down	-1.03846560593465	20047	-1.03843869043084	0.299065864676788	0.705314961769716
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	07165	GOBP_RIBONUCLEOSIDE_DIPHOSPHATE_BIOSYNTHETIC_PROCESS	GOBP_RIBONUCLEOSIDE_DIPHOSPHATE_BIOSYNTHETIC_PROCESS	9	9	1	Down	-1.03835612370991	20047	-1.03832921398778	0.299116812265171	0.705314961769716
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	02621	GOBP_MAINTENANCE_OF_DNA_REPEAT_ELEMENTS	GOBP_MAINTENANCE_OF_DNA_REPEAT_ELEMENTS	7	7	1	Down	-1.0381359173906	20047	-1.03810901929461	0.299219302887448	0.705314961769716
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	07552	GOBP_TELENCEPHALON_GLIAL_CELL_MIGRATION	GOBP_TELENCEPHALON_GLIAL_CELL_MIGRATION	24	27	0.889	Up	1.03811805072645	20047	1.03809115357359	0.299227619596273	0.705314961769716
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	05571	GOBP_RECEPTOR_MEDIATED_VIRION_ATTACHMENT_TO_HOST_CELL	GOBP_RECEPTOR_MEDIATED_VIRION_ATTACHMENT_TO_HOST_CELL	5	6	0.833	Down	-1.03801386075965	20047	-1.0379869691062	0.29927612179608	0.705314961769716
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	06541	GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_SYNAPSE	GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_SYNAPSE	20	22	0.909	Up	1.03784141761501	20047	1.03781453506169	0.299356408535921	0.705314961769716
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	05409	GOBP_PROTEIN_POLYUBIQUITINATION	GOBP_PROTEIN_POLYUBIQUITINATION	213	226	0.942	Down	-1.03776840994906	20047	-1.03774153124779	0.299390404054495	0.705314961769716
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	07414	GOBP_SPHINGOLIPID_METABOLIC_PROCESS	GOBP_SPHINGOLIPID_METABOLIC_PROCESS	129	163	0.791	Down	-1.03748376360693	20047	-1.03745689992029	0.299522972268637	0.705314961769716
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	01462	GOBP_DNA_BIOSYNTHETIC_PROCESS	GOBP_DNA_BIOSYNTHETIC_PROCESS	179	193	0.927	Up	1.03747003237287	20047	1.03744316941037	0.299529368300125	0.705314961769716
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	03043	GOBP_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY	GOBP_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY	96	113	0.85	Down	-1.03744953820039	20047	-1.03742267631867	0.299538914688974	0.705314961769716
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	01417	GOBP_DEVELOPMENTAL_INDUCTION	GOBP_DEVELOPMENTAL_INDUCTION	29	34	0.853	Down	-1.03687709982534	20047	-1.03685026811825	0.299805644176996	0.705514612584463
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	02813	GOBP_MICROTUBULE_BASED_PROCESS	GOBP_MICROTUBULE_BASED_PROCESS	799	956	0.836	Up	1.03673309677581	20047	1.03670627265547	0.299872767787136	0.705514612584463
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	05056	GOBP_POSITIVE_REGULATION_OF_STEROL_TRANSPORT	GOBP_POSITIVE_REGULATION_OF_STEROL_TRANSPORT	31	38	0.816	Down	-1.03640923841799	20047	-1.03638243135415	0.300023763302364	0.705674492262244
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	02013	GOBP_GLYCOLIPID_BIOSYNTHETIC_PROCESS	GOBP_GLYCOLIPID_BIOSYNTHETIC_PROCESS	60	73	0.822	Down	-1.03513413032016	20047	-1.03510739033281	0.300618761587127	0.706878316537744
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	07715	GOBP_TUBE_DEVELOPMENT	GOBP_TUBE_DEVELOPMENT	932	1169	0.797	Up	1.03443992551382	20047	1.03441322199186	0.300943025814647	0.707445043809922
adipose	transcript-rna-seq	NA	NA	NA	C5	GOBP	07345	GOBP_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION	GOBP_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION	467	492	0.949	Up	1.03332749336814	20047	1.03330084820258	0.301463130456762	0.707921764092788
