tissue	assay	contrast_type	contrast	contrast_short	collection	database	set_id	set	set_short	set_size	set_size_DB	size_ratio	direction	t	df	z.std	p_value	adj_p_value
adipose	prot-ph	NA	NA	NA	PSP	PSP	11862	PSP_GSK3A	GSK3A	11	73	0.151	Down	-4.37162746003383	20135	-4.3705363994652	1.23941690662756e-05	0.00107829270876598
adipose	prot-ph	NA	NA	NA	PSP	PSP	12063	PSP_SGK1	SGK1	19	53	0.358	Down	-4.06837763297345	20135	-4.06749141714281	4.75219583166906e-05	0.00206720518677604
adipose	prot-ph	NA	NA	NA	PSP	PSP	11942	PSP_MARK1	MARK1	5	12	0.417	Down	-3.54934390674535	20135	-3.54874485647407	0.000387071936618704	0.0104450937875087
adipose	prot-ph	NA	NA	NA	PSP	PSP	11920	PSP_MAP3K8	MAP3K8	6	23	0.261	Down	-3.49211769108277	20135	-3.49154575908543	0.000480234197126837	0.0104450937875087
adipose	prot-ph	NA	NA	NA	PSP	PSP	11933	PSP_MAPK3	MAPK3	107	388	0.276	Down	-3.41594790342405	20135	-3.41541074882743	0.000636858963965323	0.0106052553964411
adipose	prot-ph	NA	NA	NA	PSP	PSP	12027	PSP_PRKCD	PRKCD	28	134	0.209	Down	-3.34483772252217	20135	-3.34433170339475	0.000824810559378375	0.0106052553964411
adipose	prot-ph	NA	NA	NA	PSP	PSP	11958	PSP_MTOR	MTOR	52	134	0.388	Down	-3.3354034106299	20135	-3.3349014271419	0.000853296411207905	0.0106052553964411
adipose	prot-ph	NA	NA	NA	PSP	PSP	11938	PSP_MAPK9	MAPK9	16	64	0.25	Down	-3.06735729194905	20135	-3.06696097528983	0.0021624708730112	0.0216262428818102
adipose	prot-ph	NA	NA	NA	PSP	PSP	11801	PSP_CSNK1D	CSNK1D	7	92	0.076	Down	-3.05718424433166	20135	-3.0567916058642	0.0022371975394976	0.0216262428818102
adipose	prot-ph	NA	NA	NA	PSP	PSP	11746	PSP_BRAF	BRAF	5	16	0.312	Down	-3.01964010420159	20135	-3.01926083705751	0.00253392268534849	0.0220451273625318
adipose	prot-ph	NA	NA	NA	PSP	PSP	11863	PSP_GSK3B	GSK3B	58	369	0.157	Down	-2.92009335523651	20135	-2.91974801839651	0.00350314514791028	0.0277066934425631
adipose	prot-ph	NA	NA	NA	PSP	PSP	12029	PSP_PRKCG	PRKCG	6	35	0.171	Down	-2.84881512454698	20135	-2.84849275512933	0.00439268534879392	0.0311723460344179
adipose	prot-ph	NA	NA	NA	PSP	PSP	12046	PSP_RET	RET	6	33	0.182	Down	-2.82187640361331	20135	-2.82156243244148	0.00477903343007629	0.0311723460344179
adipose	prot-ph	NA	NA	NA	PSP	PSP	12045	PSP_RAF1	RAF1	7	13	0.538	Down	-2.80629824077178	20135	-2.80598905648881	0.00501623959174541	0.0311723460344179
adipose	prot-ph	NA	NA	NA	PSP	PSP	11816	PSP_DYRK1A	DYRK1A	13	39	0.333	Down	-2.76812240037842	20135	-2.76782473306542	0.00564317946835082	0.0312599717264611
adipose	prot-ph	NA	NA	NA	PSP	PSP	11735	PSP_AURKB	AURKB	20	189	0.106	Down	-2.76206221886239	20135	-2.76176635206962	0.0057489603175101	0.0312599717264611
adipose	prot-ph	NA	NA	NA	PSP	PSP	12030	PSP_PRKCH	PRKCH	5	13	0.385	Down	-2.72602751055109	20135	-2.72574219452179	0.0064157087902492	0.0328333332206871
adipose	prot-ph	NA	NA	NA	PSP	PSP	11873	PSP_IKBKB	IKBKB	7	83	0.084	Down	-2.69955561767545	20135	-2.69927788437268	0.00694901252589081	0.0335868938751389
adipose	prot-ph	NA	NA	NA	PSP	PSP	11994	PSP_PDPK1	PDPK1	13	32	0.406	Down	-2.5468897099238	20135	-2.54665300154093	0.0108761521820014	0.0498013284123221
adipose	prot-ph	NA	NA	NA	PSP	PSP	12026	PSP_PRKCB	PRKCB	15	95	0.158	Down	-2.37672388877057	20135	-2.37652771141681	0.0174764486199042	0.0760225514965835
adipose	prot-ph	NA	NA	NA	PSP	PSP	11936	PSP_MAPK7	MAPK7	5	25	0.2	Up	2.28338733856212	20135	2.2832111930036	0.0224179311168656	0.0928742860555861
adipose	prot-ph	NA	NA	NA	PSP	PSP	11943	PSP_MARK2	MARK2	14	29	0.483	Down	-2.24912252527576	20135	-2.24895335870284	0.0245154636513964	0.0969475153487039
adipose	prot-ph	NA	NA	NA	PSP	PSP	11937	PSP_MAPK8	MAPK8	34	160	0.212	Down	-2.19371768709275	20135	-2.19355939054618	0.0282671005576288	0.103363395752874
adipose	prot-ph	NA	NA	NA	PSP	PSP	11926	PSP_MAPK1	MAPK1	111	447	0.248	Down	-2.18249095102867	20135	-2.18233479557796	0.0290848327714744	0.103363395752874
adipose	prot-ph	NA	NA	NA	PSP	PSP	11899	PSP_MAP2K1	MAP2K1	6	18	0.333	Down	-2.16413007144406	20135	-2.16397737357428	0.0304660859593737	0.103363395752874
adipose	prot-ph	NA	NA	NA	PSP	PSP	11897	PSP_LYN	LYN	7	95	0.074	Down	-2.15863581345329	20135	-2.15848413963864	0.0308902102249967	0.103363395752874
adipose	prot-ph	NA	NA	NA	PSP	PSP	11821	PSP_EEF2K	EEF2K	7	13	0.538	Down	-2.13671589803663	20135	-2.13656826162284	0.0326331233693819	0.105151175301342
adipose	prot-ph	NA	NA	NA	PSP	PSP	11734	PSP_AURKA	AURKA	9	135	0.067	Down	-2.09451676181549	20135	-2.09437668342707	0.0362264381496618	0.111626845858942
adipose	prot-ph	NA	NA	NA	PSP	PSP	11868	PSP_HIPK2	HIPK2	18	58	0.31	Up	2.08360218245449	20135	2.08346401347428	0.0372089486196474	0.111626845858942
adipose	prot-ph	NA	NA	NA	PSP	PSP	11781	PSP_CDK6	CDK6	8	50	0.16	Up	2.06881912483207	20135	2.0686835125623	0.0385757953751271	0.111869806587869
adipose	prot-ph	NA	NA	NA	PSP	PSP	11725	PSP_AKT1	AKT1	74	369	0.201	Down	-2.02211656832475	20135	-2.02198881314411	0.0431775075733796	0.121175585770452
adipose	prot-ph	NA	NA	NA	PSP	PSP	11770	PSP_CDK13	CDK13	5	8	0.625	Down	-1.95424899760218	20135	-1.95413207684534	0.0506855994786412	0.137801473582556
adipose	prot-ph	NA	NA	NA	PSP	PSP	11780	PSP_CDK5	CDK5	43	158	0.272	Down	-1.81719363507129	20135	-1.8170965743117	0.0692023272214778	0.182442499038441
adipose	prot-ph	NA	NA	NA	PSP	PSP	12028	PSP_PRKCE	PRKCE	11	67	0.164	Down	-1.75412063894496	20135	-1.7540318520531	0.0794250494617903	0.203234685387522
adipose	prot-ph	NA	NA	NA	PSP	PSP	11890	PSP_LCK	LCK	5	97	0.052	Down	-1.65977264463679	20135	-1.65969526985935	0.096975771436732	0.241054060428448
adipose	prot-ph	NA	NA	NA	PSP	PSP	11765	PSP_CDK1	CDK1	143	679	0.211	Down	-1.60080878014892	20135	-1.60073797480087	0.10943496646735	0.264467835629429
adipose	prot-ph	NA	NA	NA	PSP	PSP	12057	PSP_RPS6KA3	RPS6KA3	11	51	0.216	Down	-1.50376268145936	20135	-1.50370179305517	0.132658167347858	0.311925961061179
adipose	prot-ph	NA	NA	NA	PSP	PSP	11931	PSP_MAPK14	MAPK14	56	228	0.246	Down	-1.47084628708309	20135	-1.47078851936905	0.141348318199664	0.323580399343169
adipose	prot-ph	NA	NA	NA	PSP	PSP	11895	PSP_LRRK2	LRRK2	9	85	0.106	Down	-1.45728513815801	20135	-1.45722862145417	0.145053282464179	0.323580399343169
adipose	prot-ph	NA	NA	NA	PSP	PSP	12037	PSP_PRKDC	PRKDC	11	139	0.079	Down	-1.36861066874935	20135	-1.36856184867745	0.171136276479196	0.36688173372831
adipose	prot-ph	NA	NA	NA	PSP	PSP	12061	PSP_RPS6KB1	RPS6KB1	15	56	0.268	Down	-1.35260703214086	20135	-1.3525595142321	0.176196393749321	0.36688173372831
adipose	prot-ph	NA	NA	NA	PSP	PSP	12117	PSP_ULK1	ULK1	8	72	0.111	Down	-1.34973766615618	20135	-1.34969037898154	0.177115319730908	0.36688173372831
adipose	prot-ph	NA	NA	NA	PSP	PSP	11789	PSP_CHEK2	CHEK2	6	74	0.081	Up	1.2641031448022	20135	1.26406237056338	0.206207641424155	0.398219291610184
adipose	prot-ph	NA	NA	NA	PSP	PSP	12032	PSP_PRKCQ	PRKCQ	7	45	0.156	Down	-1.26231742192338	20135	-1.26227677598598	0.206849210448352	0.398219291610184
adipose	prot-ph	NA	NA	NA	PSP	PSP	11822	PSP_EGFR	EGFR	7	96	0.073	Down	-1.25725151513326	20135	-1.257211231543	0.208677157341136	0.398219291610184
adipose	prot-ph	NA	NA	NA	PSP	PSP	12070	PSP_SRC	SRC	30	561	0.053	Down	-1.25078469626482	20135	-1.25074487173342	0.211027573712748	0.398219291610184
adipose	prot-ph	NA	NA	NA	PSP	PSP	12035	PSP_PRKD2	PRKD2	7	20	0.35	Down	-1.22974779564634	20135	-1.22970943760966	0.218805931436875	0.398219291610184
adipose	prot-ph	NA	NA	NA	PSP	PSP	12075	PSP_STK11	STK11	6	39	0.154	Down	-1.22054668737198	20135	-1.22050895796666	0.222271995791609	0.398219291610184
adipose	prot-ph	NA	NA	NA	PSP	PSP	11733	PSP_ATR	ATR	11	117	0.094	Down	-1.21167274052265	20135	-1.21163561010481	0.225651896996877	0.398219291610184
adipose	prot-ph	NA	NA	NA	PSP	PSP	11811	PSP_DAPK3	DAPK3	5	19	0.263	Down	-1.20333292185118	20135	-1.20329634788812	0.228861661844933	0.398219291610184
adipose	prot-ph	NA	NA	NA	PSP	PSP	11982	PSP_PAK4	PAK4	5	22	0.227	Up	1.10525831611105	20135	1.1052278298457	0.269060880800286	0.452383707250224
adipose	prot-ph	NA	NA	NA	PSP	PSP	12034	PSP_PRKD1	PRKD1	24	79	0.304	Down	-1.10219458047256	20135	-1.10216427125919	0.270390261804732	0.452383707250224
adipose	prot-ph	NA	NA	NA	PSP	PSP	11919	PSP_MAP3K7	MAP3K7	11	38	0.289	Up	1.04290814188596	20135	1.04288110964794	0.297003359604362	0.487533816709047
adipose	prot-ph	NA	NA	NA	PSP	PSP	12052	PSP_ROCK1	ROCK1	14	66	0.212	Down	-1.0190752044559	20135	-1.01904941173258	0.308179509013268	0.493867758784276
adipose	prot-ph	NA	NA	NA	PSP	PSP	11818	PSP_DYRK2	DYRK2	10	46	0.217	Down	-1.01061004597113	20135	-1.01058468307843	0.312215249806151	0.493867758784276
adipose	prot-ph	NA	NA	NA	PSP	PSP	12020	PSP_PRKAA2	PRKAA2	10	47	0.213	Up	0.997131938490809	20135	0.997107248854759	0.318712454854269	0.495142563791454
adipose	prot-ph	NA	NA	NA	PSP	PSP	12055	PSP_RPS6KA1	RPS6KA1	28	77	0.364	Down	-0.971468885494157	20135	-0.971445440623218	0.331326509684704	0.505708883202969
adipose	prot-ph	NA	NA	NA	PSP	PSP	12093	PSP_TBK1	TBK1	14	81	0.173	Down	-0.938376756128092	20135	-0.938354846192532	0.348062082584361	0.522093123876541
adipose	prot-ph	NA	NA	NA	PSP	PSP	11779	PSP_CDK4	CDK4	7	80	0.088	Up	0.893930835522347	20135	0.89391086719277	0.371369582885508	0.546086488994425
adipose	prot-ph	NA	NA	NA	PSP	PSP	12025	PSP_PRKCA	PRKCA	46	488	0.094	Down	-0.88417673651227	20135	-0.884157176457764	0.376611371720293	0.546086488994425
adipose	prot-ph	NA	NA	NA	PSP	PSP	11930	PSP_MAPK13	MAPK13	11	20	0.55	Down	-0.777112384704359	20135	-0.777096909248945	0.437101597347674	0.623407196217174
adipose	prot-ph	NA	NA	NA	PSP	PSP	11799	PSP_CSNK1A1	CSNK1A1	9	146	0.062	Up	0.753688776556533	20135	0.753674103090628	0.451044935781316	0.632917893757654
adipose	prot-ph	NA	NA	NA	PSP	PSP	11980	PSP_PAK1	PAK1	23	80	0.288	Down	-0.720837729050057	20135	-0.720824128675456	0.471017728027098	0.643961811781272
adipose	prot-ph	NA	NA	NA	PSP	PSP	12014	PSP_PLK1	PLK1	37	305	0.121	Down	-0.71645454620643	20135	-0.716441084570608	0.473719033954039	0.643961811781272
adipose	prot-ph	NA	NA	NA	PSP	PSP	11754	PSP_CAMK2A	CAMK2A	17	143	0.119	Down	-0.693713686293546	20135	-0.6937009281437	0.487869783829178	0.6529949414329
adipose	prot-ph	NA	NA	NA	PSP	PSP	11776	PSP_CDK2	CDK2	76	420	0.181	Down	-0.660673840429004	20135	-0.660662056979134	0.508829061941862	0.670729218014272
adipose	prot-ph	NA	NA	NA	PSP	PSP	12005	PSP_PIM1	PIM1	11	70	0.157	Down	-0.637521748021931	20135	-0.637510615402507	0.523792297614351	0.680148207349979
adipose	prot-ph	NA	NA	NA	PSP	PSP	12039	PSP_PRKG2	PRKG2	5	15	0.333	Down	-0.586210195698397	20135	-0.586200416110194	0.557740842103959	0.713580195044771
adipose	prot-ph	NA	NA	NA	PSP	PSP	11853	PSP_FYN	FYN	10	144	0.069	Up	0.571003347375398	20135	0.570993946235933	0.568003746465845	0.716178636848239
adipose	prot-ph	NA	NA	NA	PSP	PSP	11732	PSP_ATM	ATM	23	312	0.074	Down	-0.49063166931964	20135	-0.49062411120589	0.623692329855567	0.775160467106204
adipose	prot-ph	NA	NA	NA	PSP	PSP	12033	PSP_PRKCZ	PRKCZ	17	95	0.179	Down	-0.463509251698014	20135	-0.463502260328997	0.643004395048804	0.787906793933042
adipose	prot-ph	NA	NA	NA	PSP	PSP	11929	PSP_MAPK12	MAPK12	9	30	0.3	Down	-0.441540813339921	20135	-0.441534262331262	0.658826262933291	0.796081734377727
adipose	prot-ph	NA	NA	NA	PSP	PSP	11806	PSP_CSNK2A1	CSNK2A1	78	572	0.136	Down	-0.417369695886168	20135	-0.417363611079829	0.676412467068942	0.806135405958876
adipose	prot-ph	NA	NA	NA	PSP	PSP	11881	PSP_JAK2	JAK2	6	40	0.15	Down	-0.376284302072365	20135	-0.376278968586784	0.706709513009248	0.820766149311495
adipose	prot-ph	NA	NA	NA	PSP	PSP	11788	PSP_CHEK1	CHEK1	30	192	0.156	Up	0.369613558071003	20135	0.36960834197098	0.711674334617955	0.820766149311495
adipose	prot-ph	NA	NA	NA	PSP	PSP	12019	PSP_PRKAA1	PRKAA1	40	168	0.238	Down	-0.362488100249473	20135	-0.362483008183821	0.716991118938777	0.820766149311495
adipose	prot-ph	NA	NA	NA	PSP	PSP	11726	PSP_AKT2	AKT2	12	76	0.158	Up	0.311353652438935	20135	0.311349411886345	0.755535007343417	0.836305310118663
adipose	prot-ph	NA	NA	NA	PSP	PSP	12031	PSP_PRKCI	PRKCI	13	47	0.277	Down	-0.310597087613023	20135	-0.31059285917923	0.756110156439875	0.836305310118663
adipose	prot-ph	NA	NA	NA	PSP	PSP	11720	PSP_ABL1	ABL1	13	225	0.058	Up	0.296544288704504	20135	0.296540282997791	0.766817508169142	0.836305310118663
adipose	prot-ph	NA	NA	NA	PSP	PSP	11888	PSP_LATS1	LATS1	6	23	0.261	Up	0.288071638173912	20135	0.288067764631537	0.773294867282156	0.836305310118663
adipose	prot-ph	NA	NA	NA	PSP	PSP	11939	PSP_MAPKAPK2	MAPKAPK2	23	70	0.329	Down	-0.28110978889392	20135	-0.281106022794008	0.778629081834617	0.836305310118663
adipose	prot-ph	NA	NA	NA	PSP	PSP	12053	PSP_ROCK2	ROCK2	5	20	0.25	Up	0.210635043123584	20135	0.210632311824352	0.83317419672488	0.883977501403226
adipose	prot-ph	NA	NA	NA	PSP	PSP	11981	PSP_PAK2	PAK2	7	41	0.171	Down	-0.145735487931301	20135	-0.145733640032347	0.884131663960866	0.921820278840293
adipose	prot-ph	NA	NA	NA	PSP	PSP	12022	PSP_PRKACA	PRKACA	108	609	0.177	Up	0.124975387106208	20135	0.124973811161962	0.900544283431853	0.921820278840293
adipose	prot-ph	NA	NA	NA	PSP	PSP	12038	PSP_PRKG1	PRKG1	15	55	0.273	Down	-0.124868367372156	20135	-0.124866792818887	0.900629008062356	0.921820278840293
adipose	prot-ph	NA	NA	NA	PSP	PSP	11928	PSP_MAPK11	MAPK11	12	34	0.353	Up	0.0510700505660041	20135	0.0510694148206645	0.959270207615387	0.959766209152259
adipose	prot-ph	NA	NA	NA	PSP	PSP	12082	PSP_STK3	STK3	6	33	0.182	Up	0.0504475957112962	20135	0.0504469677541633	0.959766209152259	0.959766209152259
adipose	prot-pr	NA	NA	NA	C2	BIOCARTA	00087	BIOCARTA_EIF_PATHWAY	BIOCARTA_EIF_PATHWAY	16	16	1	Down	-3.90487320077574	7507	-3.9027625577036	9.51009865642587e-05	0.0040507076464714
adipose	prot-pr	NA	NA	NA	C2	BIOCARTA	00181	BIOCARTA_MYOSIN_PATHWAY	BIOCARTA_MYOSIN_PATHWAY	11	11	1	Up	3.184407810762	7507	3.18322722415599	0.00145643270460861	0.0232763448069156
adipose	prot-pr	NA	NA	NA	C2	BIOCARTA	00059	BIOCARTA_CLASSIC_PATHWAY	BIOCARTA_CLASSIC_PATHWAY	14	15	0.933	Down	-3.04962578807875	7507	-3.04858038103306	0.002299253930844	0.0329882432393724
adipose	prot-pr	NA	NA	NA	C2	BIOCARTA	00239	BIOCARTA_RECK_PATHWAY	BIOCARTA_RECK_PATHWAY	9	9	1	Up	2.91254009002598	7507	2.91162084662792	0.00359558791349104	0.0428814030302251
adipose	prot-pr	NA	NA	NA	C2	BIOCARTA	00060	BIOCARTA_COMP_PATHWAY	BIOCARTA_COMP_PATHWAY	19	20	0.95	Down	-2.76666563615969	7507	-2.7658686711891	0.00567713928138849	0.0599840375235078
adipose	prot-pr	NA	NA	NA	C2	BIOCARTA	00153	BIOCARTA_IRES_PATHWAY	BIOCARTA_IRES_PATHWAY	7	7	1	Down	-2.48702607061187	7507	-2.48643121116803	0.0129031512283012	0.103452912495144
adipose	prot-pr	NA	NA	NA	C2	BIOCARTA	00167	BIOCARTA_MCALPAIN_PATHWAY	BIOCARTA_MCALPAIN_PATHWAY	15	19	0.789	Up	2.45793069326396	7507	2.45735455896122	0.0139964471958287	0.108954464110335
adipose	prot-pr	NA	NA	NA	C2	BIOCARTA	00285	BIOCARTA_UCALPAIN_PATHWAY	BIOCARTA_UCALPAIN_PATHWAY	13	14	0.929	Up	2.45607291575209	7507	2.45549796292212	0.0140689550135136	0.108954464110335
adipose	prot-pr	NA	NA	NA	C2	BIOCARTA	00133	BIOCARTA_IGF1MTOR_PATHWAY	BIOCARTA_IGF1MTOR_PATHWAY	17	19	0.895	Down	-2.43605013951754	7507	-2.43548781330053	0.01487172554386	0.111397475865175
adipose	prot-pr	NA	NA	NA	C2	BIOCARTA	00169	BIOCARTA_MEF2D_PATHWAY	BIOCARTA_MEF2D_PATHWAY	14	18	0.778	Up	2.40891658293728	7507	2.40837105683306	0.016023885584978	0.115558497631349
adipose	prot-pr	NA	NA	NA	C2	BIOCARTA	00128	BIOCARTA_HIVNEF_PATHWAY	BIOCARTA_HIVNEF_PATHWAY	41	56	0.732	Up	2.39326375969842	7507	2.3927277640494	0.0167236445917884	0.117746186376372
adipose	prot-pr	NA	NA	NA	C2	BIOCARTA	00037	BIOCARTA_CALCINEURIN_PATHWAY	BIOCARTA_CALCINEURIN_PATHWAY	15	18	0.833	Up	2.38421413887889	7507	2.38368359980265	0.0171403320675899	0.119195268408801
adipose	prot-pr	NA	NA	NA	C2	BIOCARTA	00211	BIOCARTA_PKC_PATHWAY	BIOCARTA_PKC_PATHWAY	7	7	1	Up	2.32612531942914	7507	2.32562888435183	0.0200383572972163	0.130249722433579
adipose	prot-pr	NA	NA	NA	C2	BIOCARTA	00158	BIOCARTA_LECTIN_PATHWAY	BIOCARTA_LECTIN_PATHWAY	12	13	0.923	Down	-2.26553731236985	7507	-2.26507478039436	0.0235080909513286	0.144874119018178
adipose	prot-pr	NA	NA	NA	C2	BIOCARTA	00029	BIOCARTA_BBCELL_PATHWAY	BIOCARTA_BBCELL_PATHWAY	8	11	0.727	Up	2.26107075170362	7507	2.26061065284661	0.0237833775040026	0.145366562950473
adipose	prot-pr	NA	NA	NA	C2	BIOCARTA	00270	BIOCARTA_TERC_PATHWAY	BIOCARTA_TERC_PATHWAY	5	6	0.833	Up	2.199586311294	7507	2.19915879836593	0.0278666328505561	0.158502038119824
adipose	prot-pr	NA	NA	NA	C2	BIOCARTA	00202	BIOCARTA_PAR1_PATHWAY	BIOCARTA_PAR1_PATHWAY	15	19	0.789	Up	2.19527045478571	7507	2.19484516633369	0.0281747063183157	0.159344915816864
adipose	prot-pr	NA	NA	NA	C2	BIOCARTA	00135	BIOCARTA_IGF1_PATHWAY	BIOCARTA_IGF1_PATHWAY	15	21	0.714	Down	-2.09062701912221	7507	-2.09025320620919	0.0365950603224656	0.192373937113354
adipose	prot-pr	NA	NA	NA	C2	BIOCARTA	00164	BIOCARTA_MALATEX_PATHWAY	BIOCARTA_MALATEX_PATHWAY	8	8	1	Down	-2.04982729830511	7507	-2.04947230468559	0.04041595331105	0.200316161319859
adipose	prot-pr	NA	NA	NA	C2	BIOCARTA	00085	BIOCARTA_EIF2_PATHWAY	BIOCARTA_EIF2_PATHWAY	8	10	0.8	Down	-2.04675795458903	7507	-2.04640434902144	0.0407166045492921	0.200349212998863
adipose	prot-pr	NA	NA	NA	C2	BIOCARTA	00277	BIOCARTA_TNFR1_PATHWAY	BIOCARTA_TNFR1_PATHWAY	21	29	0.724	Up	2.01969876436029	7507	2.01935722991085	0.0434501035448303	0.206350143315692
adipose	prot-pr	NA	NA	NA	C2	BIOCARTA	00257	BIOCARTA_SPRY_PATHWAY	BIOCARTA_SPRY_PATHWAY	13	17	0.765	Down	-2.01205930292557	7507	-2.0117211228395	0.0442493426916155	0.209252314908308
adipose	prot-pr	NA	NA	NA	C2	BIOCARTA	00089	BIOCARTA_EPHA4_PATHWAY	BIOCARTA_EPHA4_PATHWAY	6	8	0.75	Up	1.9787607612519	7507	1.97843692943125	0.0478794371098867	0.217532242602585
adipose	prot-pr	NA	NA	NA	C2	BIOCARTA	00032	BIOCARTA_BIOPEPTIDES_PATHWAY	BIOCARTA_BIOPEPTIDES_PATHWAY	26	29	0.897	Down	-1.9174481606409	7507	-1.91714960802614	0.0552189278396357	0.23969235237396
adipose	prot-pr	NA	NA	NA	C2	BIOCARTA	00127	BIOCARTA_HIF_PATHWAY	BIOCARTA_HIF_PATHWAY	11	15	0.733	Down	-1.90575673017758	7507	-1.90546283318296	0.0567199343024163	0.243522188788978
adipose	prot-pr	NA	NA	NA	C2	BIOCARTA	00263	BIOCARTA_SUMO_PATHWAY	BIOCARTA_SUMO_PATHWAY	6	6	1	Up	1.89273645205108	7507	1.89244767864349	0.0584313585566487	0.245808462076272
adipose	prot-pr	NA	NA	NA	C2	BIOCARTA	00091	BIOCARTA_EPO_PATHWAY	BIOCARTA_EPO_PATHWAY	14	19	0.737	Down	-1.86089714495859	7507	-1.86062063163167	0.0627977691773659	0.256267543080089
adipose	prot-pr	NA	NA	NA	C2	BIOCARTA	00101	BIOCARTA_FAS_PATHWAY	BIOCARTA_FAS_PATHWAY	24	30	0.8	Up	1.83905787667743	7507	1.83878955465656	0.0659461451902315	0.258381032457575
adipose	prot-pr	NA	NA	NA	C2	BIOCARTA	00051	BIOCARTA_CELL2CELL_PATHWAY	BIOCARTA_CELL2CELL_PATHWAY	9	12	0.75	Up	1.8324938551288	7507	1.83222796077041	0.066917464752402	0.258381032457575
adipose	prot-pr	NA	NA	NA	C2	BIOCARTA	00180	BIOCARTA_MTOR_PATHWAY	BIOCARTA_MTOR_PATHWAY	20	22	0.909	Down	-1.82527136647324	7507	-1.82500812509532	0.0679998032300894	0.259674102870758
adipose	prot-pr	NA	NA	NA	C2	BIOCARTA	00048	BIOCARTA_CDC42RAC_PATHWAY	BIOCARTA_CDC42RAC_PATHWAY	8	8	1	Up	1.71183864664667	7507	1.71161462624679	0.0869677110942418	0.293408391637256
adipose	prot-pr	NA	NA	NA	C2	BIOCARTA	00065	BIOCARTA_CTBP1_PATHWAY	BIOCARTA_CTBP1_PATHWAY	6	8	0.75	Up	1.70562247588129	7507	1.70540047505586	0.0881197598119308	0.294692208636288
adipose	prot-pr	NA	NA	NA	C2	BIOCARTA	00222	BIOCARTA_PROTEASOME_PATHWAY	BIOCARTA_PROTEASOME_PATHWAY	19	19	1	Down	-1.70214235406826	7507	-1.70192147815221	0.0887700889040418	0.295106417502949
adipose	prot-pr	NA	NA	NA	C2	BIOCARTA	00143	BIOCARTA_IL3_PATHWAY	BIOCARTA_IL3_PATHWAY	11	15	0.733	Down	-1.69555094085911	7507	-1.69533218426761	0.0900124226892029	0.297611733179661
adipose	prot-pr	NA	NA	NA	C2	BIOCARTA	00149	BIOCARTA_INSULIN_PATHWAY	BIOCARTA_INSULIN_PATHWAY	16	21	0.762	Down	-1.66998385531482	7507	-1.66977318060255	0.0949642485372475	0.309656150134613
adipose	prot-pr	NA	NA	NA	C2	BIOCARTA	00104	BIOCARTA_FEEDER_PATHWAY	BIOCARTA_FEEDER_PATHWAY	7	9	0.778	Down	-1.65284734193621	7507	-1.65264196194692	0.0984037526847933	0.317078758651001
adipose	prot-pr	NA	NA	NA	C2	BIOCARTA	00086	BIOCARTA_EIF4_PATHWAY	BIOCARTA_EIF4_PATHWAY	23	24	0.958	Down	-1.64756211404208	7507	-1.64735834744485	0.0994844114511141	0.319052359547926
adipose	prot-pr	NA	NA	NA	C2	BIOCARTA	00243	BIOCARTA_RHO_PATHWAY	BIOCARTA_RHO_PATHWAY	19	21	0.905	Up	1.62021011736494	7507	1.62001455417674	0.105229150531361	0.332007713366306
adipose	prot-pr	NA	NA	NA	C2	BIOCARTA	00226	BIOCARTA_PTEN_PATHWAY	BIOCARTA_PTEN_PATHWAY	17	18	0.944	Up	1.59061684569081	7507	1.59042988564182	0.11173793831042	0.346922118262192
adipose	prot-pr	NA	NA	NA	C2	BIOCARTA	00195	BIOCARTA_NTHI_PATHWAY	BIOCARTA_NTHI_PATHWAY	18	23	0.783	Up	1.5751865687294	7507	1.5750039838013	0.115255525002001	0.351951909451907
adipose	prot-pr	NA	NA	NA	C2	BIOCARTA	00014	BIOCARTA_ALTERNATIVE_PATHWAY	BIOCARTA_ALTERNATIVE_PATHWAY	9	9	1	Down	-1.44349287117483	7507	-1.44334465456446	0.148923406495771	0.403543942452756
adipose	prot-pr	NA	NA	NA	C2	BIOCARTA	00044	BIOCARTA_CCR3_PATHWAY	BIOCARTA_CCR3_PATHWAY	14	19	0.737	Up	1.41549552550075	7507	1.41535395556706	0.156964742616231	0.411324383397181
adipose	prot-pr	NA	NA	NA	C2	BIOCARTA	00130	BIOCARTA_HSWI_SNF_PATHWAY	BIOCARTA_HSWI_SNF_PATHWAY	11	12	0.917	Up	1.41524285398425	7507	1.41510134302025	0.157038784496279	0.411324383397181
adipose	prot-pr	NA	NA	NA	C2	BIOCARTA	00098	BIOCARTA_ETC_PATHWAY	BIOCARTA_ETC_PATHWAY	9	10	0.9	Down	-1.41364823851192	7507	-1.4135070992908	0.157506675462331	0.411324383397181
adipose	prot-pr	NA	NA	NA	C2	BIOCARTA	00008	BIOCARTA_AHSP_PATHWAY	BIOCARTA_AHSP_PATHWAY	10	13	0.769	Down	-1.36082237907088	7507	-1.36069315390949	0.173610679003828	0.43034155427813
adipose	prot-pr	NA	NA	NA	C2	BIOCARTA	00155	BIOCARTA_KREB_PATHWAY	BIOCARTA_KREB_PATHWAY	8	8	1	Down	-1.35018449832424	7507	-1.35005757968479	0.176997513949773	0.434712867697169
adipose	prot-pr	NA	NA	NA	C2	BIOCARTA	00170	BIOCARTA_MELANOCYTE_PATHWAY	BIOCARTA_MELANOCYTE_PATHWAY	6	7	0.857	Up	1.31472495161365	7507	1.31460550232986	0.188642519936978	0.446176182896797
