Mixture,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,P-value,Correlation,RMSE
11331050401,0.0519226687367233,0,0.0114318199948325,0.0589577320715527,0.0486328733792497,0.0822010136385912,0.00203966062629001,0,0,0,0.0794254294188429,0,0.200979037501289,0.0384653604668658,0,0,0,0.00325564544275724,0.0122657510946258,0,0,0.41042300762838,0,0.597189656906908,0.804460456242949
11181010401,0.0400216638616952,0,0.00520950609085835,0.10497564095699,0.0757654864622056,0,0,0,0.0261101699019277,0,0.0373907151395541,0.0435545024506767,0.141097918316682,0,0,0,0,0.00108835903532775,0.0587534240254982,0,0,0.466032613758584,0,0.548846831926903,0.847932327758548
11417020401,0.0294458869443005,0,0.00664315434066811,0.124846538299915,0.0329458505113206,0,0,0,0.0303435176241784,0,0.189564530422723,0,0.0916830046981007,0.0275349149066372,0,0.000286615274179182,0,0,0.0254445645230364,0,0,0.441261422454941,0,0.615190037013344,0.792282567652154
11064050401,0.0303311976510036,0,0.00406271277827362,0.0698368570441416,0.0950859244551591,0.00157984453747619,0,0,0.0239566310844285,0,0.0375243395502539,0.00753666457348183,0.102359444646776,0.0582487933627857,0,0,0,0,0.0232962990131651,0,0,0.546181291303055,0,0.637314037782507,0.78171309132747
11328050401,0.119025411446755,0,0.0127325328985447,0.0861484691436755,0.0780874520173949,0.0448846343452998,0.0038421503761877,0,0.0111679841051215,0,0.0605939137283838,0.0146078591409234,0.142474394682603,0,0,0,0,0.00184750554978121,0.0355242494666957,0,0,0.389063443098634,0,0.57453353731641,0.819904252467261
11012030401,0.0333504397367432,0.0129710738575924,0.00862426546244108,0.014035130364278,0.0315163369469796,0.0228855409517857,0,0,0.0242943702844651,0,0.0281903430588048,0,0.200698220569761,0,0,0,0,0.011884880444817,0.0112413347421007,0,0,0.600308063580232,0,0.607946508537494,0.831102028928004
11033040401,0.0740234942388444,0,0.00877659635469784,0.0962415757504893,0.0456738147529154,0.0291129473589858,0,0,0.0115914766211579,0,0.114136618118725,0,0.121155172200988,0.0189687896630197,0,0,0,0.00667645532181844,0.0217216979646843,0,0,0.451921361653674,0,0.574578996352075,0.825138611444225
11003020401,0.00714344823699642,0.0185196701697728,0.010536062082084,0.0938932790640486,0,0.0285321958093983,0,0,0.0361629280810482,0,0.181522377328048,0.00963173887233091,0.160770080745997,0.00754038729280701,0,0,0,0.0068876039356116,0.0453003931699653,0,0,0.393559835211892,0,0.628198878979805,0.779277695485805
11208010401,0.114340447864473,0,0.00444700762003886,0.100802161664067,0.0936311507068769,0.0258339167881603,0,0,0.0218455740242491,0,0.0292917012880218,0.0242353171649171,0.170945786478633,0,0,0,0,0.00073704028479048,0.0368617649241925,0,0,0.37702813119158,0,0.622751539087015,0.782854527632727
11106010401,0.0463864810227117,0,0,0.0315150890875782,0.0129346191535721,0.11178094752502,0,0,0.00115286333485483,0,0.0728321777162259,0.00476793404989913,0.199545206667301,0,0,0,0,0.00433494571897169,0.0324100468332771,0,0,0.482339688890588,0,0.624180391103209,0.788245238317083
11328060401,0.0597740890352191,0.0094211020286005,0.00166698318151081,0.0792379046608424,0.0459876574893198,0.0334158721851672,0,0,0.0624909621787086,0,0.0414562751443007,0.0251339045041455,0.214912579870517,0.00280008094236751,0,0,0,0,0.0235550415075825,0,0,0.400147547271719,0,0.555253783013979,0.83724549785908
11158060401,0.0582452131983999,0,0,0.0962909565485707,0.0210131660647804,0.0352226137767988,0,0,0.0399973770387826,0,0.043934294424374,0.0399228615625604,0.09538067658692,0.0534616458248025,0,0,0,0,0,0,0,0.516531194974011,0,0.571191754792375,0.837973000297561
11313070401,0.0224195737162318,0.00350519328214865,0.0147238423865503,0.00596934056114277,0.0539579067683857,0.00136442524489375,0,0,0.0148292731387413,0,0.0569615205297775,0,0.215775575212433,0.0239013663284981,2.23478524241307e-05,0,0,0,0,0,0,0.586569634978773,0,0.647543591519373,0.788707357283478
11432050401,0.011589526991694,0.0246847117279214,0.00477394294579561,0.0729131689334876,0,0.102010328860601,0.0128079974157949,0,0,0,0.0746947554663275,0,0.131363773104832,0.0298694407328796,0,0,0,0,0.0238815889319939,0,0,0.511410764888672,0,0.643912003143927,0.771130576916679
11042010401,0.0821604103189305,0,0.00229385662973317,0.121289666157982,0.0926892187749939,0.128419678401799,0,0,0.0279823005900584,0,0.0425413483907259,0.0388984551847858,0.158560753980009,0,0,0,0,0.00127949961173165,0.0413650480982524,0,0,0.262519763860999,0,0.59252967901033,0.807162298300165
11176050401,0.035268539592158,0,0.00601847936280312,0.0259337486637225,0.0325240410518637,0.0604494601203501,0,0,0.00620379839913051,0,0.0432854745813052,0.00217188581742754,0.215606464104464,0.0212782823928098,0,0,0,0,0.0245319797862504,0,0,0.526727846127715,0,0.61492730686099,0.80593539112556
11251050401,0.0903283093826247,0,0.00792621903891938,0.0906504130245849,0.0967514694843314,0.00930815448597876,0,0,0.021686976327912,0,0.0277752835086889,0.0297271252808699,0.134269681294758,0.00909786960529308,0,0,0,0,0.0385561460543816,0,0,0.443922352511657,0,0.628847099042563,0.779119078032854
11215010401,0.0528416323618188,0,0.0143880685824733,0.131034192169263,0.0494244530196544,0,0,0,0.0610006871149905,0,0.0624467361113346,0.0236415118217804,0.16279310645395,0.0270327424066768,0,0,0,0,0.0361242276985565,0,0,0.379272642259501,0,0.520027359737314,0.859628934995408
11415040401,0.0128726214400473,0.0108350324610006,0.0080645534022692,0.000911927323413195,0.044913286862721,0.0427903300951709,0.00739438119119686,0,0,0,0.0761264607041798,0,0.0881938573247079,0.000109798858069234,0,0,0,0.00894016950468491,0.0197503991633478,0,0,0.679097181669191,0,0.638249919266173,0.812990680199042
11163010401,0.0304258941723773,0.00546047655247325,0.0144567245054104,0.0379367613841071,0.073915919412698,0.0505401228420188,0,0,0.0029144859393833,0,0.0703849225045345,0.0078973263077387,0.138769296905521,0,0,0,0,0,0.030971596149815,0,0,0.536326473323923,0,0.627926513639537,0.789786982938752
11321070401,0,0.0285483134585025,0.00854261027901064,0.0759503502567967,0.0418399073032722,0.126521489724133,0,0,0.00709074595180299,0,0.109639387256919,0.000662933487388654,0.230101658646122,0,0,0,0,0.00954482249441399,0.0223284023497047,0,0,0.339229378791933,0,0.561404744450629,0.828538988322125
11202040401,0.0426882248962604,0,0.00132904025158796,0.019219405716847,0.0537566112791691,0.0680558034367785,0,0,0.0070126725184351,0,0.0384195824021977,0,0.128034793709617,0.0176756327632099,0,0,0,0,0.00502132883870479,0,0,0.618786904187192,0,0.606796088846936,0.831024651550664
